N	2gram	Tiupa_Teor	Psycholo
1	то что	6	193
2	и в	24	190
3	в том	20	163
4	что в	10	123
5	потому что	3	114
6	том что	11	113
7	и что	4	108
8	может быть	22	107
9	таким образом	3	102
10	в этом	12	100
11	то есть	22	97
12	в самом	7	82
13	как бы	8	80
14	для того	5	78
15	того чтобы	5	78
16	что он	4	76
17	не только	24	75
18	и не	17	73
19	что она	2	71
20	самом деле	2	70
21	точки зрения	11	69
22	не может	8	68
23	если мы	2	66
24	так же	2	63
25	если бы	3	55
26	то же	12	54
27	о том	2	54
28	при этом	20	52
29	как и	6	51
30	что и	2	50
31	а не	14	50
32	заключается в	2	46
33	только в	9	46
34	сказать что	4	46
35	по себе	2	46
36	в искусстве	9	45
37	к тому	4	45
38	говорит что	2	45
39	не в	9	45
40	в этой	3	43
41	искусства и	3	43
42	никогда не	4	42
43	вместе с	2	41
44	как это	10	40
45	но и	14	40
46	как раз	3	39
47	того что	5	39
48	и это	2	37
49	и как	3	36
50	вовсе не	3	34
51	и его	11	34
52	тому что	2	33
53	все это	2	32
54	художественного произведения	5	32
55	в себе	14	32
56	в его	12	31
57	он не	5	31
58	как будто	2	30
59	как в	5	30
60	с одной	3	29
61	и для	3	29
62	искусства в	5	29
63	с точки	3	29
64	одной стороны	3	29
65	в нем	7	29
66	что они	2	28
67	и то	3	28
68	в основе	6	27
69	с другой	9	27
70	а в	15	27
71	на деле	2	27
72	и на	2	27
73	произведение искусства	12	26
74	и здесь	2	25
75	в целом	4	24
76	художественное произведение	3	24
77	в своем	7	23
78	могут быть	5	23
79	один из	2	23
80	и даже	2	22
81	казалось бы	2	22
82	между тем	5	22
83	всякий раз	2	22
84	искусство есть	2	21
85	в своей	8	21
86	и вот	3	21
87	в конце	2	21
88	ни в	5	21
89	все эти	3	20
90	в то	9	20
91	это не	4	20
92	несмотря на	2	20
93	мы имеем	7	20
94	другой стороны	6	20
95	на этом	2	20
96	в ее	6	19
97	в какой	2	19
98	у него	2	19
99	в одном	3	19
100	в каком	2	18
101	перед нами	3	18
102	но в	12	18
103	но не	13	18
104	в которой	3	18
105	с этой	3	18
106	вслед за	3	18
107	в виду	5	17
108	иначе говоря	5	17
109	только не	3	17
110	у нас	2	17
111	из этих	3	17
112	и о	5	17
113	так и	14	16
114	тому как	3	16
115	сводится к	12	16
116	и к	3	16
117	и тем	5	16
118	из которых	2	16
119	в таком	3	16
120	и потому	3	15
121	искусства как	2	15
122	могли бы	2	15
123	как говорит	3	15
124	еще не	6	15
125	не могут	2	15
126	далеко не	4	15
127	только на	2	15
128	в частности	23	15
129	в них	2	15
130	во всех	3	15
131	для него	5	15
132	не просто	2	15
133	в художественном	5	14
134	столь же	3	14
135	это и	2	14
136	прежде всего	3	14
137	в области	7	14
138	в жизни	3	14
139	в стихе	2	14
140	или в	3	14
141	этих двух	2	14
142	но он	4	14
143	а с	3	13
144	речь идет	2	13
145	не могли	2	13
146	именно в	3	13
147	отнюдь не	3	13
148	со стороны	6	13
149	могла бы	2	13
150	в той	2	13
151	идет о	2	12
152	состоит в	22	12
153	того же	4	12
154	в этих	4	12
155	в рассказе	2	12
156	в самой	2	12
157	их в	3	12
158	может служить	2	12
159	в свою	4	12
160	не менее	6	12
161	и другие	2	12
162	этой точки	2	12
163	в поэзии	2	12
164	например в	3	12
165	я не	2	12
166	об этом	2	12
167	в конечном	6	12
168	образом и	2	11
169	как к	5	11
170	он должен	3	11
171	отличие от	7	11
172	подобно тому	3	11
173	не будет	3	11
174	этого слова	4	11
175	его в	4	11
176	была бы	3	11
177	с его	6	11
178	конечном счете	6	11
179	есть в	3	11
180	данном случае	5	10
181	искусства но	4	10
182	в другом	4	10
183	здесь мы	2	10
184	это было	2	10
185	отличается от	2	10
186	не является	5	10
187	но как	2	10
188	в их	4	10
189	в данном	9	10
190	ее в	2	10
191	мы в	2	10
192	тем самым	6	9
193	и ее	4	9
194	в силу	4	9
195	и по	3	9
196	должен быть	2	9
197	роль в	3	9
198	о чем	3	9
199	к чему	2	9
200	в чем	2	9
201	по своему	4	9
202	можно сказать	5	9
203	с ее	4	9
204	героя и	6	9
205	в отличие	7	9
206	и составляет	3	8
207	из которого	3	8
208	одно и	2	8
209	имеет дело	2	8
210	художественного творчества	5	8
211	тем же	2	8
212	в произведении	3	8
213	место в	7	8
214	по преимуществу	5	8
215	к нему	2	8
216	этом смысле	3	8
217	произведения искусства	4	8
218	о ней	3	7
219	свою очередь	3	7
220	от себя	3	7
221	для всех	2	7
222	связи с	3	7
223	чем это	2	7
224	того или	6	7
225	дело в	2	7
226	себя и	2	7
227	в катарсисе	2	7
228	что такое	2	7
229	есть как	2	7
230	представляет собой	13	7
231	в нашем	4	7
232	в глаза	2	7
233	а на	3	7
234	в качестве	33	7
235	имеет место	3	7
236	полагал что	2	7
237	времени и	2	7
238	слова в	4	7
239	совпадает с	4	7
240	к жизни	2	7
241	в отношении	4	6
242	отношение к	7	6
243	события в	2	6
244	тот кто	2	6
245	а только	4	6
246	за пределы	2	6
247	на две	3	6
248	не все	3	6
249	тем не	3	6
250	в себя	5	6
251	от всех	2	6
252	оно не	2	6
253	или менее	6	6
254	в сторону	3	6
255	даже в	3	6
256	области искусства	3	6
257	имеет в	2	6
258	для понимания	2	6
259	так в	4	6
260	в русской	6	6
261	о его	2	6
262	или иного	6	6
263	сама по	2	6
264	никто не	3	6
265	одного и	4	6
266	творческий акт	2	6
267	более или	6	6
268	уже не	6	6
269	к его	3	6
270	приводит к	6	6
271	говорить о	4	6
272	либо в	2	6
273	жизни но	2	6
274	еще и	2	5
275	к одному	2	5
276	видим в	2	5
277	человека и	2	5
278	между ними	6	5
279	на вопрос	2	5
280	в душе	9	5
281	произведении искусства	2	5
282	для читателя	4	5
283	между собой	3	5
284	в известном	2	5
285	а затем	2	5
286	принадлежит к	3	5
287	если в	2	5
288	то в	2	5
289	и является	2	5
290	это делает	2	5
291	и наоборот	2	5
292	искусства если	2	5
293	таком случае	2	5
294	материала в	2	5
295	не следует	4	5
296	не знает	4	5
297	бы то	2	5
298	к которому	3	5
299	в романе	3	5
300	для такого	2	5
301	к действительности	3	5
302	и больше	2	5
303	во всей	3	5
304	хотя и	4	5
305	но она	2	5
306	себя в	7	5
307	дело не	2	5
308	только о	2	5
309	и сам	4	5
310	мы легко	2	5
311	отношения к	4	5
312	от своего	2	4
313	к своему	2	4
314	может и	2	4
315	к другому	2	4
316	однако в	7	4
317	в первом	2	4
318	могут служить	2	4
319	который в	2	4
320	не с	3	4
321	не на	4	4
322	строго говоря	2	4
323	имеем в	3	4
324	к числу	2	4
325	и того	4	4
326	по отношению	10	4
327	говоря о	3	4
328	в воображении	4	4
329	эстетический объект	4	4
330	без остатка	3	4
331	что может	2	4
332	художественного впечатления	6	4
333	это может	2	4
334	к области	3	4
335	в состав	6	4
336	здесь не	2	4
337	с ними	2	4
338	несет в	3	4
339	в связи	3	4
340	в первой	6	4
341	в порядке	3	4
342	одной из	2	4
343	в противоположность	3	4
344	вытекает из	2	4
345	отношении к	4	4
346	в пределах	5	4
347	при всем	2	4
348	в мире	26	4
349	автора и	2	4
350	мог бы	3	4
351	тем в	2	4
352	перед ним	2	4
353	же время	8	4
354	основе своей	2	4
355	в слове	4	4
356	от имени	2	3
357	все прочие	3	3
358	с чем	2	3
359	одним из	3	3
360	ни было	2	3
361	для себя	3	3
362	воздействия на	2	3
363	из тех	2	3
364	зрения и	2	3
365	что можно	3	3
366	в узком	3	3
367	между двумя	3	3
368	из виду	2	3
369	жизни а	2	3
370	и состоит	2	3
371	а также	7	3
372	на котором	2	3
373	в последней	2	3
374	превращается в	2	3
375	ни к	3	3
376	что сама	2	3
377	на почве	5	3
378	роман и	2	3
379	в прозе	2	3
380	личности и	4	3
381	со своей	4	3
382	для искусства	2	3
383	и прежде	2	3
384	русской поэзии	2	3
385	для меня	2	3
386	понятие о	3	3
387	вступает в	2	3
388	такого рода	13	3
389	что каждый	2	3
390	речи и	4	3
391	определенным образом	2	3
392	могло быть	2	3
393	и др	3	3
394	тем более	2	3
395	случае не	2	3
396	обращается к	2	3
397	двоякого рода	2	3
398	мышления и	3	3
399	не принадлежит	2	3
400	а напротив	2	3
401	с другими	6	3
402	но напротив	2	3
403	эстетическое переживание	2	3
404	слова как	3	3
405	не столько	7	3
406	отношению к	10	3
407	не могло	2	3
408	ясно говорит	2	3
409	или иначе	6	3
410	быть и	2	3
411	он и	2	3
412	и который	2	3
413	то ни	2	3
414	имеем дело	2	3
415	в форме	4	3
416	на основе	2	3
417	на время	2	2
418	во времени	4	2
419	жизни в	2	2
420	случае это	2	2
421	на свою	2	2
422	к более	2	2
423	в стихотворении	4	2
424	к герою	2	2
425	своей жизни	2	2
426	в структуре	2	2
427	в лирическом	2	2
428	рассказ о	2	2
429	как уже	2	2
430	в повести	2	2
431	однако эта	2	2
432	времени в	2	2
433	которая в	2	2
434	во втором	3	2
435	в данный	2	2
436	для автора	2	2
437	своей природе	3	2
438	тем или	2	2
439	во внешнем	2	2
440	эстетического объекта	3	2
441	литературного произведения	11	2
442	читателя в	4	2
443	сводятся к	3	2
444	ту или	2	2
445	в значительной	2	2
446	но во	2	2
447	художественного восприятия	4	2
448	или иных	3	2
449	не вполне	2	2
