N	3gram	Vinokur_Ku	Myshleni
1	в том что	23	133
2	с точки зрения	16	89
3	для того чтобы	21	78
4	заключается в том	2	51
5	по отношению к	8	42
6	с одной стороны	2	39
7	так же как	3	39
8	в этом отношении	8	30
9	можно было бы	11	28
10	в этом случае	4	27
11	с другой стороны	12	26
12	вместе с тем	3	26
13	о том что	6	25
14	на то что	3	25
15	не может быть	5	23
16	к тому что	2	22
17	смысле этого слова	2	22
18	в зависимости от	7	22
19	можно сказать что	2	21
20	в самом деле	14	19
21	в отличие от	3	18
22	во всяком случае	8	18
23	состоит в том	4	18
24	в этом смысле	8	18
25	этой точки зрения	4	17
26	до сих пор	5	17
27	одного и того	2	17
28	в связи с	4	17
29	и того же	2	17
30	с этой точки	3	16
31	на этот вопрос	3	14
32	в свою очередь	4	14
33	в первую очередь	3	14
34	а с другой	3	13
35	точно так же	4	13
36	тем не менее	9	12
37	в том чтобы	9	12
38	только тогда когда	2	11
39	то обстоятельство что	15	11
40	на самом деле	3	9
41	в конечном счете	2	9
42	само по себе	6	9
43	в силу того	2	9
44	более или менее	3	9
45	в целом и	2	9
46	том что он	4	9
47	силу того что	2	9
48	свое выражение в	2	8
49	речь идет о	3	8
50	в этой области	3	8
51	только в том	5	8
52	о том как	3	7
53	к тому чтобы	2	7
54	ничего общего с	2	6
55	не что иное	2	6
56	что иное как	2	6
57	по сравнению со	2	6
58	именно в силу	2	6
59	в том смысле	2	6
60	в том и	3	6
61	и тогда когда	3	6
62	в той мере	6	5
63	в конце концов	3	5
64	в свое время	4	5
65	мы знаем что	2	5
66	но все же	3	5
67	в то же	4	5
68	той мере в	6	5
69	мере в какой	6	5
70	что все эти	2	5
71	сами по себе	2	5
72	не только в	4	5
73	только потому что	11	5
74	потому что оно	2	4
75	после того как	2	4
76	к вопросу о	3	4
77	в тех случаях	2	4
78	мы увидим что	2	4
79	таким образом в	2	4
80	так и в	2	4
81	не потому что	4	4
82	тех случаях когда	2	4
83	и в самом	4	3
84	того что в	2	3
85	в соответствии с	5	3
86	того что они	2	3
87	и потому что	4	3
88	в настоящее время	2	3
89	а следовательно и	2	3
90	хотя бы и	4	3
91	мы говорим о	3	3
92	тогда когда он	2	3
93	того или иного	5	3
94	внимание на то	2	3
95	том что оно	2	3
96	то же время	4	3
97	и в другом	2	3
98	в совершенно ином	2	3
99	хотя бы в	4	3
100	том случае если	3	2
101	что все это	2	2
102	чтобы показать что	2	2
103	потому что она	2	2
104	он должен быть	2	2
105	не только потому	3	2
106	ни в каком	2	2
107	лишь в той	2	2
108	только для того	2	2
109	сводится к тому	2	2
110	в том случае	3	2
111	и там где	2	2
112	этого слова и	2	2
113	а только в	2	2
114	в большинстве случаев	2	2
115	что мы имеем	2	2
116	нужно было бы	3	2
117	не находится в	2	2
