N	2gram	Propp_Isto	formyVre
1	и в	43	148
2	в этом	25	73
3	в нем	11	51
4	прежде всего	3	46
5	и т	33	40
6	и не	16	37
7	в его	7	36
8	и его	10	36
9	вовсе не	3	35
10	но и	24	33
11	то же	11	32
12	не только	28	32
13	но в	15	31
14	жизни и	2	31
15	так и	6	29
16	может быть	22	27
17	не в	9	26
18	как мы	11	26
19	как и	9	25
20	как бы	5	25
21	мы уже	9	24
22	точки зрения	3	24
23	в то	2	23
24	человека в	2	23
25	только в	8	23
26	то что	20	22
27	в том	13	22
28	все эти	8	21
29	связи с	9	21
30	в своем	2	19
31	и др	4	19
32	и для	3	19
33	и на	7	19
34	у него	4	18
35	и все	4	18
36	по существу	3	18
37	еще не	15	18
38	таким образом	15	18
39	с этим	13	17
40	те же	2	17
41	при этом	4	17
42	так как	13	17
43	в особенности	3	17
44	в пределах	5	17
45	все же	13	16
46	в связи	5	16
47	не может	8	16
48	и их	4	16
49	никогда не	9	15
50	в них	6	15
51	в дальнейшем	8	15
52	в одном	9	15
53	вместе с	12	15
54	так же	16	14
55	все это	4	14
56	всех этих	3	14
57	и как	6	14
58	и с	10	14
59	а не	13	14
60	роль в	2	13
61	в частности	6	13
62	а в	13	13
63	с другом	2	13
64	здесь в	2	13
65	же в	6	13
66	во время	8	13
67	друг с	2	13
68	как в	6	13
69	человеческого тела	2	13
70	в котором	5	13
71	ничего не	12	12
72	не было	2	12
73	конечно не	3	12
74	но не	10	12
75	потому что	8	12
76	он не	11	12
77	что в	29	12
78	его в	7	11
79	и у	6	11
80	в образе	2	11
81	в ней	3	11
82	смерти в	3	11
83	хотя и	4	11
84	ни в	2	11
85	из них	7	11
86	смерть и	2	11
87	здесь не	6	10
88	тот же	2	10
89	и другие	6	10
90	сих пор	7	10
91	уже не	11	10
92	в большинстве	2	10
93	до сих	7	10
94	могут быть	9	9
95	к себе	3	9
96	на этой	2	9
97	в других	6	9
98	наряду с	4	9
99	том что	12	9
100	и даже	4	9
101	и это	5	9
102	с другой	10	9
103	но все	5	9
104	их в	6	9
105	это не	10	8
106	здесь на	3	8
107	и потому	2	8
108	к тому	9	8
109	отношение к	4	8
110	в целом	4	8
111	большинстве случаев	3	8
112	один из	7	8
113	что и	17	8
114	здесь и	2	8
115	во всяком	2	8
116	здесь мы	6	8
117	и то	4	8
118	а также	5	8
119	время как	2	8
120	в этот	6	8
121	и по	6	8
122	если бы	7	8
123	мы еще	3	8
124	в этих	18	8
125	здесь они	2	8
126	отношению к	2	8
127	с одной	2	8
128	в жизни	3	8
129	и к	4	8
130	в некоторых	9	8
131	в виду	2	8
132	в себе	2	7
133	связанных с	4	7
134	за счет	2	7
135	не знает	2	7
136	того что	8	7
137	между собой	2	7
138	было бы	5	7
139	например в	3	7
140	к этому	10	7
141	из этих	5	7
142	и он	2	7
143	с ее	2	7
144	т д	30	7
145	в главе	2	7
146	ее в	3	7
147	еще более	3	7
148	нет ничего	3	7
149	то время	2	7
150	в себя	3	7
151	но он	8	7
152	и ее	3	6
153	есть и	7	6
154	есть не	2	6
155	но эта	2	6
156	а как	2	6
157	с тем	3	6
158	могло быть	3	6
159	ту же	2	6
160	одной стороны	2	6
161	между двумя	6	6
162	мы видим	15	6
163	в качестве	4	6
164	сказать что	5	6
165	тех же	2	6
166	в начале	2	6
167	особенно в	2	6
168	мы не	3	6
169	мы можем	10	6
170	здесь все	2	6
171	о том	4	6
172	все что	4	6
173	имеем в	6	6
174	в которых	7	6
175	уже на	3	6
176	что было	3	6
177	во все	4	5
178	стороны и	3	5
179	не имеют	2	5
180	он должен	3	5
181	только на	2	5
182	так что	8	5
183	ничем не	2	5
184	одно из	2	5
185	в него	3	5
186	они не	4	5
187	но здесь	2	5
188	там где	8	5
189	с ними	5	5
190	не на	2	5
191	что они	14	5
192	в этой	7	5
193	и они	4	5
194	и от	3	5
195	хотя бы	3	5
196	мы имеем	24	5
197	в своей	4	5
198	об этом	8	5
199	тем что	8	5
200	с этой	3	5
201	но они	2	5
202	в средние	2	5
203	на дороге	3	5
204	не имеет	3	5
205	далеко не	3	5
206	вообще не	2	5
207	да и	2	5
208	и уже	2	5
209	или в	14	5
210	и только	6	5
211	той же	3	5
212	даже в	4	4
213	перед нами	4	4
214	так в	8	4
215	из того	2	4
216	мы должны	9	4
217	его на	6	4
218	от него	3	4
219	в одной	4	4
220	по себе	3	4
221	по отношению	2	4
222	в другом	11	4
223	друг друга	6	4
224	и при	2	4
225	что он	17	4
226	и о	2	4
227	как у	2	4
228	мы здесь	7	4
229	по линии	2	4
230	его от	3	4
231	и было	2	4
232	жизни так	2	4
233	в чем	4	4
234	что не	3	4
235	другой стороны	10	4
236	на его	5	4
237	для них	3	4
238	связи в	3	4
239	а затем	6	4
240	принадлежит к	4	4
241	быть и	3	4
242	на ней	5	4
243	в данном	7	4
244	в глаза	2	4
245	только что	3	4
246	на острове	5	4
247	и вот	3	4
248	у нас	7	4
249	все равно	3	4
250	в фольклоре	2	4
251	себе и	2	4
252	по всему	2	4
253	и более	3	4
254	связан с	5	4
255	средние века	2	4
256	этом случае	8	4
257	с мотивом	8	4
258	их и	4	4
259	со своей	2	4
260	как она	2	4
261	равно как	3	4
262	всяком случае	2	4
263	к жизни	2	4
264	это и	4	4
265	друг другу	2	4
266	на смерть	3	4
267	во всем	3	4
268	и становится	2	4
269	в лице	2	4
270	вопрос о	4	3
271	его к	5	3
272	ему как	3	3
273	вступает в	4	3
274	в тех	3	3
275	есть только	4	3
276	вплоть до	2	3
277	а на	5	3
278	не будем	6	3
279	герой в	6	3
280	что здесь	8	3
281	в человека	2	3
282	амуре и	2	3
283	он весь	2	3
284	и эти	5	3
285	как это	5	3
286	они приобретают	2	3
287	почти всегда	2	3
288	по сравнению	2	3
289	но конечно	2	3
290	она не	4	3
291	это уже	3	3
292	не могла	3	3
293	на одной	4	3
294	вступают в	4	3
295	ему в	2	3
296	что на	6	3
297	но это	5	3
298	над ними	2	3
299	на землю	2	3
300	же как	8	3
301	сюда же	2	3
302	как нечто	3	3
303	на этом	5	3
304	под влиянием	2	3
305	и затем	2	3
306	силу и	2	3
307	и так	3	3
308	вот почему	3	3
309	очень часто	4	3
310	одна из	2	3
311	но она	2	3
312	все время	2	3
313	происходит в	4	3
314	к ней	4	3
315	по мере	2	3
316	в таких	3	3
317	и здесь	8	3
318	целый ряд	3	3
319	мы увидим	6	3
320	нам важно	3	3
321	на земле	2	3
322	как нет	2	3
323	совершенно не	2	3
324	его и	6	3
325	в течение	6	3
326	можно сказать	3	3
327	ни один	2	3
328	в свою	5	3
329	связь с	12	3
330	если не	2	3
331	главным образом	3	3
332	что мы	5	3
333	которой он	3	3
334	находится в	4	3
335	и есть	3	3
336	сравнению с	2	3
337	однако не	2	3
338	не мог	2	3
339	играют в	2	2
340	данном случае	6	2
341	в очень	2	2
342	на себя	5	2
343	случае в	2	2
344	что им	3	2
345	оказывается что	2	2
346	попадает в	14	2
347	в иной	2	2
348	на один	2	2
349	между прочим	4	2
350	к более	2	2
351	в наших	2	2
352	гл iii	2	2
353	он же	2	2
354	никого не	3	2
355	где находится	2	2
356	бы она	2	2
357	после этого	2	2
358	одном из	3	2
359	героя в	6	2
360	начинается с	3	2
361	несколько дней	3	2
362	но по	4	2
363	характерно для	2	2
364	они имеют	2	2
365	же мы	2	2
366	его не	3	2
367	и очень	2	2
368	здесь могут	3	2
369	образом в	2	2
370	роль их	2	2
371	от них	5	2
372	нее и	2	2
373	к своей	4	2
374	к нему	12	2
375	все члены	2	2
376	могло бы	2	2
377	они и	3	2
378	эти мотивы	2	2
379	а мы	3	2
380	живет в	8	2
381	время они	2	2
382	мы это	2	2
383	в русском	3	2
384	этот мотив	8	2
385	но как	2	2
386	по этому	2	2
387	на них	2	2
388	переходит в	4	2
389	и некоторые	3	2
390	о его	2	2
391	и пр	19	2
392	и всей	2	2
393	связь между	2	2
394	на котором	2	2
395	никто не	2	2
396	на другой	3	2
397	не знал	2	2
398	сам он	2	2
399	этого слова	3	2
400	даже не	2	2
401	другая особенность	2	2
402	совершенно так	4	2
403	на могиле	5	2
404	мы видели	18	2
405	или не	3	2
406	тут же	4	2
407	то и	7	2
408	можно только	3	2
409	его с	2	2
410	героя или	2	2
411	указать на	4	2
412	себя в	2	2
413	также в	2	2
414	но этот	3	2
415	и тот	3	2
416	в мифах	2	2
417	если я	3	2
418	женщин и	2	2
419	в дом	13	2
420	герой и	2	2
421	в несколько	2	2
422	где он	2	2
423	для нас	6	2
424	к своему	3	2
425	но если	2	2
426	должна быть	2	2
427	не можем	2	2
428	он у	2	2
429	человека с	2	2
430	должны были	4	2
431	земле в	2	2
432	что у	4	2
433	эта форма	3	2
434	со своими	2	2
435	эти формы	2	2
436	превращение в	2	2
437	с собой	4	2
438	образом и	2	2
439	этот вопрос	3	2
440	но для	2	2
441	исторической действительности	2	2
442	там же	2	2
443	в большом	8	2
444	как таковой	3	2
445	еще одну	3	2
446	он становится	2	2
447	и она	5	2
448	тебе и	2	2
449	в человеческом	2	2
450	я не	3	2
451	выражается в	2	2
452	он сам	2	2
453	него и	2	2
454	в немецкой	3	2
455	не совсем	5	2
456	как только	2	2
457	тому же	4	2
458	если же	2	2
459	представление о	3	2
460	объединены в	2	2
461	ясно что	2	2
