N	2gram	Bakhtin_Fr	Vladivir
1	и в	73	116
2	то что	12	71
3	и не	13	67
4	в году	12	65
5	не только	11	65
6	у него	13	65
7	в этом	21	53
8	в том	13	52
9	том что	8	51
10	что в	14	48
11	но и	15	47
12	в конце	9	41
13	в его	18	40
14	и с	17	39
15	то есть	36	37
16	сказать что	4	36
17	и даже	4	36
18	также и	6	36
19	так что	2	35
20	учение о	2	35
21	потому что	9	33
22	еще и	2	32
23	что он	8	32
24	не может	4	31
25	о том	13	30
26	только в	7	30
27	никогда не	6	29
28	как мы	19	29
29	для него	7	29
30	вовсе не	11	27
31	а в	10	27
32	не было	4	26
33	в то	14	25
34	но в	12	25
35	в себе	16	25
36	и то	3	25
37	и его	18	25
38	а также	8	24
39	точки зрения	6	23
40	между прочим	2	23
41	может быть	5	23
42	он не	4	23
43	в виде	2	22
44	так как	9	22
45	он был	7	22
46	кроме того	6	22
47	об этом	2	22
48	ни в	7	22
49	в своей	4	21
50	вместе с	9	21
51	а именно	2	20
52	в своем	13	20
53	прежде всего	18	20
54	для нас	2	20
55	и что	5	20
56	и потому	6	19
57	и вообще	3	19
58	так и	13	19
59	как раз	3	19
60	в дальнейшем	3	19
61	таким образом	34	19
62	в течение	2	19
63	не в	12	18
64	не был	2	18
65	как это	2	18
66	как и	19	18
67	хотя и	5	18
68	с его	5	18
69	не мог	2	18
70	что и	6	17
71	в этой	18	17
72	у нас	4	17
73	а не	2	17
74	уже не	2	16
75	все же	2	16
76	того что	5	16
77	совсем не	3	16
78	было бы	5	16
79	к тому	2	16
80	и все	19	16
81	в котором	4	16
82	не есть	2	16
83	года он	2	16
84	до конца	5	15
85	в эти	2	15
86	в связи	3	15
87	но это	3	15
88	к этому	5	15
89	это было	4	15
90	несмотря на	3	15
91	иной раз	2	15
92	то же	16	15
93	и к	6	15
94	того же	7	14
95	уже в	9	14
96	все эти	24	14
97	и как	5	14
98	и на	12	14
99	мы уже	25	14
100	так же	11	13
101	с тем	2	13
102	и от	10	13
103	что это	9	13
104	в результате	7	13
105	дело в	2	13
106	не просто	3	13
107	жизни и	6	13
108	во всем	5	13
109	есть только	3	12
110	и у	7	12
111	только на	2	12
112	ничего не	4	12
113	в нем	18	12
114	и по	4	12
115	связи с	5	12
116	во всяком	2	12
117	и это	6	12
118	мы сейчас	2	12
119	по себе	2	12
120	в отношении	6	11
121	еще в	4	11
122	или менее	3	11
123	и о	2	11
124	я не	3	11
125	при этом	5	11
126	все это	19	11
127	в данном	3	11
128	в которой	3	11
129	и здесь	5	11
130	он уже	2	11
131	него в	2	11
132	то он	2	11
133	более или	3	11
134	конце концов	5	11
135	в основном	2	11
136	даже в	4	10
137	о нем	3	10
138	к нему	7	10
139	в ней	10	10
140	что его	2	10
141	что все	3	10
142	в качестве	11	10
143	в истории	3	10
144	можно было	4	10
145	еще не	3	10
146	в самом	9	10
147	он и	2	10
148	с точки	4	10
149	здесь не	2	10
150	с ним	6	10
151	это не	7	9
152	о чем	2	9
153	а только	2	9
154	в начале	4	9
155	по существу	8	9
156	что если	2	9
157	с этим	4	9
158	и сам	2	9
159	с другой	3	9
160	именно в	4	9
161	что мы	2	9
162	из этого	2	9
163	же время	12	9
164	но он	8	9
165	свое время	2	8
166	только и	2	8
167	отношение к	3	8
168	xix века	2	8
169	в чем	3	8
170	себя в	3	8
171	как бы	15	8
172	тот же	3	8
173	и он	4	8
174	должно быть	4	8
175	тем что	8	8
176	с этой	4	8
177	в этих	6	8
178	как в	9	8
179	и для	8	8
180	все существующее	2	8
181	в это	3	8
182	которой он	2	8
183	конечно не	2	8
184	и особенно	3	8
185	к его	2	7
186	другими словами	2	7
187	в доме	2	7
188	в свое	2	7
189	как он	4	7
190	не имеет	4	7
191	себе и	2	7
192	по этому	4	7
193	того чтобы	2	7
194	же в	2	7
195	мы видели	7	7
196	и вот	3	7
197	но все	5	7
198	был в	3	7
199	в одном	5	7
200	на первый	2	7
201	и есть	3	7
202	первый план	2	7
203	в нашем	2	7
204	в них	14	7
205	его в	3	6
206	те же	3	6
207	есть и	4	6
208	есть не	2	6
209	и всегда	2	6
210	в виду	4	6
211	и очень	2	6
212	жизнь и	3	6
213	здесь в	9	6
214	свидетельствует о	3	6
215	был и	3	6
216	по своему	3	6
217	другой стороны	2	6
218	на него	2	6
219	мысли и	3	6
220	и наконец	6	6
221	такой же	3	6
222	но только	2	6
223	мы не	2	6
224	и из	2	6
225	если мы	2	6
226	той же	9	6
227	он сам	4	6
228	начиная с	3	5
229	и прежде	2	5
230	тех кто	2	5
231	на все	2	5
232	и тем	3	5
233	вся эта	2	5
234	в их	5	5
235	в частности	2	5
236	с самого	2	5
237	он в	2	5
238	весь этот	2	5
239	мы находим	3	5
240	один из	5	5
241	место в	4	5
242	и до	14	5
243	как нечто	2	5
244	что они	2	5
245	во время	12	5
246	в области	3	5
247	все то	3	5
248	он как	2	5
249	мы имеем	2	5
250	и еще	2	5
251	во всех	13	5
252	говорит что	2	5
253	и так	2	5
254	но уже	3	5
255	далеко не	2	5
256	что у	3	5
257	им в	2	5
258	еще более	4	5
259	в свою	3	5
260	для его	2	5
261	из них	6	5
262	и весьма	2	5
263	говорит о	2	5
264	на самом	2	4
265	перед нами	5	4
266	всех этих	2	4
267	тем самым	3	4
268	не могут	3	4
269	человека и	3	4
270	не будем	2	4
271	в духе	4	4
272	оказывается что	3	4
273	которых мы	2	4
274	и других	3	4
275	как у	3	4
276	у них	3	4
277	одной из	5	4
278	только с	2	4
279	он говорит	2	4
280	в более	4	4
281	в трактате	2	4
282	одной стороны	3	4
283	уже сказали	2	4
284	и во	4	4
285	нужно сказать	4	4
286	в сущности	8	4
287	него и	2	4
288	представление о	3	4
289	тех же	2	4
290	и эта	4	4
291	время в	3	4
292	но этот	4	4
293	в глаза	2	4
294	во второй	3	4
295	себе в	3	4
296	отца и	2	4
297	мы увидим	4	4
298	лишь в	2	4
299	в особенности	5	4
300	этом отношении	3	4
301	не на	5	4
302	и другие	3	4
303	нас в	3	4
304	с одной	3	4
305	со своими	2	4
306	их в	5	4
307	и стал	2	4
308	на этом	6	4
309	с начала	4	4
310	сам по	2	4
311	ему в	2	4
312	но с	3	4
313	по своим	2	4
314	вполне понятно	2	4
315	в книге	2	3
316	так сказать	5	3
317	что их	2	3
318	с таким	2	3
319	следовательно и	2	3
320	возможно что	3	3
321	которые в	2	3
322	к этим	3	3
323	вещи в	2	3
324	от него	3	3
325	на всю	2	3
326	ему не	2	3
327	и ее	2	3
328	и через	2	3
329	не как	2	3
330	даже больше	2	3
331	в другом	4	3
332	свою очередь	3	3
333	в следующем	3	3
334	роль в	4	3
335	бы его	2	3
336	но эта	2	3
337	между ними	2	3
338	мы здесь	3	3
339	и вся	3	3
340	точка зрения	2	3
341	самом деле	4	3
342	здесь нет	3	3
343	также что	3	3
344	так например	2	3
345	его к	3	3
346	не могла	2	3
347	в трех	2	3
348	здесь же	2	3
349	и др	12	3
350	отметить что	2	3
351	в разных	2	3
352	находится в	2	3
353	и самого	2	3
354	до того	3	3
355	нет ни	3	3
356	сам он	3	3
357	интерес к	2	3
358	том числе	4	3
359	того как	7	3
360	очень часто	5	3
361	борьба с	3	3
362	во многих	2	3
363	одно и	2	3
364	с ними	4	3
365	в литературе	5	3
366	это в	4	3
