N	2gram	Voloshinov	SlovoVZh
1	не может	30	16
2	точки зрения	31	14
3	может быть	28	14
4	и его	22	13
5	как бы	19	13
6	и в	28	12
7	таким образом	34	12
8	в нашем	3	11
9	отношению к	11	11
10	по отношению	13	11
11	и не	34	10
12	так как	15	9
13	если бы	4	9
14	прежде всего	26	8
15	для нас	2	7
16	сказать что	11	7
17	слова и	4	6
18	все время	4	6
19	при этом	8	6
20	в том	10	6
21	в нем	7	6
22	только в	11	6
23	в процессе	5	6
24	с помощью	20	6
25	в ней	8	6
26	никогда не	10	5
27	как в	4	5
28	что мы	3	5
29	в жизни	7	5
30	в виду	4	5
31	можно сказать	6	5
32	но в	13	5
33	том что	12	5
34	то же	12	5
35	как и	13	5
36	и следовательно	3	5
37	художественной формы	2	5
38	должна быть	2	5
39	хотя бы	7	5
40	а не	9	5
41	то что	17	5
42	и др	9	5
43	отнюдь не	5	5
44	в самом	12	4
45	в этом	28	4
46	не только	10	4
47	на самом	6	4
48	его в	11	4
49	и является	3	4
50	зависимости от	4	4
51	жизни и	7	4
52	социального общения	3	4
53	не в	10	4
54	ни было	2	4
55	с другой	2	4
56	все же	8	4
57	дело в	2	4
58	к нему	9	4
59	за пределы	10	4
60	и к	7	4
61	так и	14	4
62	и на	9	4
63	уже не	9	4
64	свое выражение	2	4
65	от того	5	4
66	отношение к	7	4
67	как к	2	3
68	в них	3	3
69	по себе	4	3
70	в каком	7	3
71	и вообще	4	3
72	о том	3	3
73	и для	7	3
74	да и	2	3
75	внутренней речи	5	3
76	не к	2	3
77	он должен	2	3
78	из этого	2	3
79	и уже	2	3
80	ни в	12	3
81	все эти	15	3
82	в котором	4	3
83	бы то	3	3
84	и наконец	12	3
85	то ни	4	3
86	так же	4	3
87	в своей	14	3
88	мы не	9	3
89	конечно не	10	3
90	точка зрения	15	3
91	в себе	7	3
92	нуждается в	3	3
93	еще не	8	3
94	это как	4	3
95	все это	12	3
96	только на	4	3
97	когда он	3	3
98	и ее	7	3
99	в некоторых	2	3
100	между тем	3	3
101	и с	10	3
102	но для	3	3
103	социальной группы	3	3
104	не менее	6	3
105	сих пор	3	3
106	с ним	14	3
107	до сих	3	3
108	быть и	7	3
109	в пределах	6	3
110	и по	5	3
111	формы и	3	3
112	в такой	2	3
113	самом деле	14	3
114	и пр	29	3
115	того что	7	3
116	тем не	4	3
117	ведь и	3	3
118	но и	10	3
119	для него	12	3
120	ясно что	2	3
121	едва ли	4	2
122	вещи и	2	2
123	конечно в	3	2
124	и то	3	2
125	мы в	3	2
126	в его	25	2
127	которые мы	2	2
128	данном случае	4	2
129	к его	3	2
130	до конца	7	2
131	что в	7	2
132	социальной жизни	2	2
133	не так	3	2
134	в отношении	2	2
135	мы никогда	2	2
136	в душе	13	2
137	не есть	2	2
138	в психике	6	2
139	и притом	3	2
140	социальной среды	3	2
141	ничего не	5	2
142	с его	9	2
143	и те	5	2
144	как не	3	2
145	этот внешний	2	2
146	что и	5	2
147	это не	5	2
148	разрыв между	2	2
149	более того	7	2
150	и все	13	2
151	там где	2	2
152	с точки	15	2
153	от всех	3	2
154	она не	6	2
155	но все	2	2
156	в своем	4	2
157	на все	3	2
158	все они	2	2
159	в зависимости	4	2
160	в данном	4	2
161	его к	4	2
162	но мы	6	2
163	с другими	8	2
164	независимо от	3	2
165	из него	3	2
166	зависит от	2	2
167	не остается	3	2
168	мы имеем	6	2
169	и что	6	2
170	можем сказать	5	2
171	в то	7	2
172	себя и	4	2
173	те же	9	2
174	уже в	3	2
175	смысл и	2	2
176	в этих	5	2
177	одной стороны	2	2
178	влияние на	4	2
179	связь с	7	2
180	в основном	4	2
181	и другие	2	2
182	но это	4	2
183	в условиях	3	2
184	он не	10	2
185	в какой	3	2
186	выражение и	3	2
187	такой же	3	2
188	в момент	2	2
189	точку зрения	12	2
190	как на	3	2
191	и потому	12	2
192	может стать	4	2
193	оно не	3	2
194	но не	7	2
195	как это	5	2
196	на это	3	2
197	если же	2	2
198	в себя	5	2
199	на один	2	2
200	мы можем	20	2
201	ни на	3	2
202	могут быть	9	2
203	в чем	9	2
204	между собой	4	2
205	в самое	2	2
206	и так	2	2
207	является для	2	2
208	той социальной	2	2
209	с одной	2	2
210	какой степени	3	2
211	выражение в	4	2
212	и самое	2	2
213	относится к	2	2
214	к этому	9	2
215	нашего сознания	4	2
216	же самое	2	2
217	слагается из	2	2
218	между ними	5	2
219	этих двух	3	2
220	и значение	2	2
221	тогда когда	2	2
222	и та	2	2
223	в корне	6	2
224	вместе с	5	2
225	на него	4	2
