N	3gram	Vygotskiy_	Istorich
1	с другой стороны	5	46
2	до сих пор	3	30
3	мы видим что	2	30
4	в этом случае	4	29
5	с одной стороны	8	28
6	так же как	9	27
7	в том что	41	25
8	не может быть	5	24
9	тем не менее	6	23
10	вместе с тем	11	23
11	точно так же	4	22
12	о том что	3	22
13	здесь мы имеем	2	17
14	в связи с	8	17
15	мы видели что	4	16
16	по отношению к	3	14
17	на то что	5	14
18	в то время	5	13
19	то время как	5	13
20	как мы видели	4	12
21	что иное как	2	11
22	не что иное	2	11
23	как и в	3	10
24	можно было бы	8	10
25	что и в	6	10
26	более или менее	3	9
27	и вместе с	2	9
28	но так как	2	9
29	же как и	6	9
30	друг с другом	10	9
31	как мы увидим	2	9
32	то же самое	9	8
33	совершенно так же	2	8
34	на этот вопрос	2	8
35	в зависимости от	6	8
36	и то что	3	8
37	во всяком случае	10	7
38	что он не	2	7
39	то что в	3	7
40	если бы мы	2	7
41	с тем что	4	7
42	смысле этого слова	10	7
43	с самого начала	6	6
44	этой точки зрения	4	6
45	с этой точки	4	6
46	так как в	2	6
47	все же не	2	6
48	мы не можем	2	6
49	это значит что	6	6
50	так как он	2	6
51	для того чтобы	14	5
52	так и в	2	5
53	в том числе	3	5
54	так как это	2	5
55	в отличие от	8	5
56	на этой стадии	3	5
57	в другом месте	3	5
58	том что в	3	5
59	мы видим в	2	5
60	в том чтобы	2	5
61	содержит в себе	2	4
62	том что они	2	4
63	состоит в том	4	4
64	что мы знаем	7	4
65	и только после	2	4
66	с точки зрения	11	4
67	сами по себе	4	4
68	друг на друга	3	4
69	ни один из	4	4
70	независимо от того	3	4
71	и то же	6	3
72	мы обратимся к	4	3
73	мы уже говорили	6	3
74	мы знаем о	4	3
75	говорит об этом	2	3
76	и тот же	6	3
77	в обоих случаях	2	3
78	по этому поводу	4	3
79	это означает что	2	3
80	и тем самым	3	3
81	один и тот	6	3
82	само по себе	3	3
83	в том смысле	3	3
84	по сравнению с	4	3
85	то и другое	5	2
86	так как оно	2	2
87	в силу того	2	2
88	в самом деле	4	2
89	как это делают	2	2
90	это так называемая	2	2
91	сам по себе	2	2
92	лежит в основе	3	2
93	а затем уже	2	2
94	ничего общего с	2	2
95	между собой и	2	2
96	связаны между собой	2	2
97	в этом и	2	2
98	мы не знаем	2	2
99	друг от друга	2	2
100	в том отношении	2	2
101	и те же	3	2
102	из того что	3	2
103	мы видим таким	5	2
104	как если бы	2	2
105	на первый план	5	2
106	силу того что	2	2
107	то обстоятельство что	4	2
108	мы знаем об	2	2
109	только в том	4	2
110	указывает на то	2	2
111	таким образом что	6	2
112	одно и то	6	2
113	и той же	5	2
114	тем что они	2	2
115	не только у	2	2
116	видим таким образом	5	2
117	только потому что	2	2
118	том числе и	3	2
119	одной и той	5	2
120	в свою очередь	3	2
121	так как они	2	2
