N	2gram	Losev_Vesc	Narrotol
1	не только	48	62
2	и не	57	50
3	но и	19	45
4	а не	34	38
5	в качестве	4	35
6	в частности	3	31
7	может быть	37	30
8	и в	44	30
9	в том	15	29
10	том что	13	28
11	тогда как	3	28
12	в этом	17	28
13	а в	6	27
14	только в	23	25
15	в данном	6	24
16	как и	15	24
17	не в	14	23
18	то что	47	23
19	то есть	2	22
20	не может	44	20
21	данном случае	2	17
22	в себе	23	17
23	так и	4	17
24	со стороны	9	16
25	в его	5	16
26	но в	8	15
27	можно сказать	8	15
28	к тому	3	15
29	в жизни	5	14
30	и его	4	14
31	в своем	9	13
32	в своей	6	13
33	то же	12	13
34	у него	3	13
35	о том	11	13
36	уже не	15	13
37	перед нами	3	12
38	все же	18	12
39	прежде всего	17	12
40	как в	3	12
41	как бы	19	12
42	сводится к	4	12
43	тем самым	2	11
44	к себе	4	11
45	и тем	7	11
46	об этом	5	11
47	в нем	6	11
48	в этой	4	11
49	если бы	8	11
50	жизни в	3	11
51	хотя и	5	11
52	никогда не	5	10
53	в то	11	10
54	ничего не	12	10
55	как это	4	10
56	один из	5	10
57	точки зрения	10	10
58	того что	16	10
59	не является	3	10
60	и все	6	10
61	но не	9	10
62	жизни и	6	10
63	с его	2	10
64	еще не	12	9
65	что он	7	9
66	что в	11	9
67	отнюдь не	8	9
68	тем не	11	9
69	той или	3	9
70	для него	8	9
71	далеко не	2	9
72	я в	3	9
73	потому что	25	9
74	с ним	8	9
75	как раз	16	9
76	о чем	2	8
77	самом деле	7	8
78	не менее	11	8
79	того чтобы	4	8
80	одна из	6	8
81	мы имеем	8	8
82	этом отношении	2	8
83	у нас	9	8
84	и для	13	8
85	в самом	13	8
86	в той	6	8
87	же время	4	8
88	он не	4	8
89	не мог	3	8
90	в свою	5	7
91	это не	9	7
92	в конце	3	7
93	в чем	10	7
94	в ней	14	7
95	одного из	2	7
96	на себя	5	7
97	в целом	3	7
98	в ее	8	7
99	в силу	4	7
100	из наиболее	2	7
101	также и	9	7
102	с другой	8	7
103	в котором	4	7
104	и на	2	7
105	или в	3	7
106	одной стороны	3	6
107	во втором	2	6
108	однако в	3	6
109	что и	11	6
110	о ней	5	6
111	сказать что	21	6
112	никак не	7	6
113	то в	4	6
114	то и	7	6
115	здесь не	2	6
116	в результате	9	6
117	на него	3	6
118	с одной	3	6
119	что у	5	6
120	на то	9	6
121	слова в	2	6
122	к его	2	6
123	все что	3	6
124	таким образом	16	6
125	в слове	2	6
126	имеем дело	3	6
127	от его	2	5
128	том как	4	5
129	для нее	2	5
130	в другом	3	5
131	и у	4	5
132	и о	4	5
133	о котором	2	5
134	к нему	3	5
135	свидетельствует о	3	5
136	точка зрения	5	5
137	между собой	2	5
138	не столько	2	5
139	было бы	24	5
140	мы не	8	5
141	свою очередь	5	5
142	я не	7	5
143	и здесь	5	5
144	да и	5	5
145	и то	14	5
146	и от	4	5
147	что это	18	5
148	или не	7	5
149	с ними	4	5
150	тем более	3	5
151	бы и	9	5
152	себя в	11	5
153	с ее	10	5
154	этом и	2	5
155	и даже	12	5
156	стало быть	3	5
157	только что	2	5
158	подобно тому	5	5
159	для того	3	5
160	не случайно	2	5
161	их в	6	5
162	именно в	2	5
163	в своих	3	5
164	о них	4	5
165	но для	2	5
166	если не	3	5
167	из них	7	5
168	тому как	5	5
169	в одном	6	5
170	не было	4	5
171	и того	2	5
172	он сам	2	5
173	и уже	2	5
174	и сам	3	5
175	как будто	2	5
176	не о	2	4
177	бытия в	2	4
178	и ее	19	4
179	но именно	3	4
180	в виду	2	4
181	как он	2	4
182	только на	3	4
183	тому что	2	4
184	она не	9	4
185	это уже	2	4
186	что на	2	4
187	не будет	13	4
188	на ее	3	4
189	не все	3	4
190	и когда	5	4
191	не на	2	4
192	что они	12	4
193	в первом	2	4
194	как мы	6	4
195	в основе	4	4
196	быть и	5	4
197	но зато	2	4
198	хотя бы	9	4
199	могла бы	3	4
200	к этому	2	4
201	это было	2	4
202	к ней	4	4
203	и как	12	4
204	не имеет	2	4
205	но они	2	4
206	не с	8	4
207	для себя	6	4
208	раз в	2	4
209	не вполне	2	4
210	что я	26	4
211	и мира	2	4
212	и притом	4	4
213	в сфере	6	4
214	оно не	6	4
215	и с	11	4
216	не существует	4	4
217	для нас	2	4
218	по себе	22	4
219	мог бы	7	4
220	несмотря на	6	4
221	всяком случае	2	4
222	по своей	3	4
223	во всяком	4	4
224	не говорит	3	4
225	в себя	13	4
226	не к	3	4
227	о которой	3	4
228	вместе с	4	4
229	еще и	11	3
230	ее и	2	3
231	ни о	3	3
232	и потому	8	3
233	так же	4	3
234	но как	3	3
235	и сама	4	3
236	а потом	3	3
237	как к	5	3
238	должен быть	5	3
239	с этой	6	3
240	к ее	3	3
241	к чему	2	3
242	за ними	2	3
243	в виде	3	3
244	имеет смысл	5	3
245	и вот	4	3
246	а с	3	3
247	одно из	2	3
248	и это	17	3
249	ли в	3	3
250	по природе	2	3
251	между ними	6	3
252	же не	4	3
253	что не	11	3
254	же как	3	3
255	все эти	5	3
256	той же	2	3
257	и тогда	7	3
258	и т	37	3
259	первом случае	2	3
260	я уже	2	3
261	но это	14	3
262	можно было	6	3
263	в первой	2	3
264	дело в	6	3
265	только к	2	3
266	что она	23	3
267	если она	11	3
268	жизни мы	2	3
269	дело не	4	3
270	в которой	5	3
271	себя с	5	3
272	и уж	2	3
273	природе своей	2	3
274	все равно	6	3
275	было и	2	3
276	этом в	2	3
277	быть не	5	3
278	приводит к	2	3
279	он и	2	3
280	что мы	17	3
281	собственно говоря	5	3
282	только не	5	3
283	как она	5	3
284	с точки	6	3
285	говорит о	3	3
286	и что	22	3
287	говорить о	9	3
288	не обязательно	2	3
289	не просто	23	3
290	но еще	3	3
291	и только	11	3
292	что именно	4	3
293	наряду с	2	3
294	тем же	2	3
295	но он	2	3
296	в каком	6	2
297	к одному	3	2
298	может идти	2	2
299	очевидно что	2	2
300	в действительности	7	2
301	от всего	15	2
302	она может	4	2
303	когда же	2	2
304	опыта который	2	2
305	сливаются в	2	2
306	только от	2	2
307	именно так	2	2
308	я сам	3	2
309	в это	2	2
310	даже не	8	2
311	или менее	4	2
312	является в	2	2
313	на столе	2	2
314	оно и	4	2
315	в их	4	2
316	казалось бы	3	2
317	как можно	5	2
318	сам себя	4	2
319	это все	3	2
320	так что	9	2
321	на две	2	2
322	от ее	6	2
323	смысловом отношении	2	2
324	указывает на	8	2
325	только с	3	2
326	она была	2	2
327	себя не	2	2
328	он говорит	2	2
329	другое дело	2	2
330	более или	4	2
331	в бытии	2	2
332	в более	2	2
333	своей собственной	2	2
334	в смысл	2	2
335	быть может	3	2
336	чего не	2	2
337	этого человека	2	2
338	с нею	19	2
339	можно ли	7	2
340	не предполагает	4	2
341	что же	17	2
342	мере в	2	2
343	тем или	2	2
344	она сама	5	2
345	когда она	4	2
346	и во	3	2
347	было в	3	2
348	своего существования	3	2
349	в сущности	7	2
350	но о	2	2
351	признать что	2	2
352	и который	2	2
353	вовсе не	11	2
354	не зависит	2	2
355	одно и	6	2
356	и вообще	6	2
357	все то	2	2
358	и мы	5	2
359	тут же	4	2
360	но все	3	2
361	в россии	2	2
362	в отрыве	3	2
363	другой стороны	3	2
364	сознания и	2	2
365	бытия и	6	2
366	и еще	4	2
367	нас в	3	2
368	должно быть	8	2
369	его как	2	2
370	на это	5	2
371	бы в	9	2
372	бы на	3	2
373	в данной	2	2
374	мы можем	4	2
375	переход от	2	2
376	то чтобы	3	2
377	и ничего	2	2
378	же она	2	2
379	слова и	7	2
380	превращается в	3	2
381	все это	7	2
382	тем что	7	2
383	не есть	79	2
384	в особенности	3	2
385	как о	5	2
386	и есть	40	2
387	себе не	3	2
388	что иное	12	2
389	его и	4	2
390	смысл и	12	2
391	себе и	2	2
392	быть только	6	2
393	во всех	5	2
394	должна быть	8	2
395	и более	4	2
396	отношение к	4	2
397	на нее	2	2
398	сами по	3	2
399	есть в	4	2
400	ни с	8	2
401	но уже	3	2
402	в последние	2	2
403	когда он	2	2
404	того же	5	2
405	или иначе	5	2
406	чего же	3	2
407	у меня	3	2
408	со своим	8	2
409	из которых	3	2
410	в настоящем	5	2
411	иное как	12	2
412	раз и	2	2
413	еще более	4	2
414	к другому	3	2
415	отрыве от	3	2
416	с собой	2	2
417	это и	12	2
418	и делает	2	2
419	как только	6	2
420	установки и	2	2
421	ни от	7	2
422	если же	5	2
423	один и	2	2
424	но с	2	2
425	смысл не	2	2
426	этих двух	2	2
427	однако не	4	2
428	и всякий	3	2
429	мы будем	3	2
430	не можем	3	2
431	а потому	2	2
432	ясно что	10	2
