N	2gram	Potebnia_M	KulturaY
1	и т	12	143
2	т п	7	93
3	и в	48	84
4	в том	47	74
5	потому что	82	68
6	не только	32	60
7	точки зрения	4	59
8	в этом	19	57
9	было бы	16	53
10	и не	28	52
11	может быть	46	47
12	том что	28	44
13	того чтобы	5	44
14	что в	30	44
15	т д	5	42
16	для того	8	41
17	в самом	11	41
18	у нас	2	38
19	самом деле	5	37
20	хотя бы	3	37
21	так как	20	36
22	с точки	3	36
23	в области	3	34
24	таким образом	24	33
25	а не	22	33
26	если бы	20	32
27	не в	24	30
28	прежде всего	6	30
29	в его	6	30
30	все же	3	29
31	того что	24	28
32	не менее	9	28
33	в силу	7	26
34	в языке	19	26
35	уже не	11	26
36	не может	18	25
37	то что	37	25
38	вовсе не	13	25
39	вопрос о	2	24
40	еще не	9	24
41	с другой	8	24
42	так и	17	23
43	то же	35	23
44	только в	29	23
45	языка в	6	22
46	тем не	7	21
47	во всяком	4	20
48	но и	30	20
49	по себе	26	20
50	и что	13	20
51	что он	8	19
52	но в	8	19
53	языка и	5	19
54	тем что	13	19
55	о том	7	19
56	всяком случае	3	19
57	что же	3	19
58	между тем	19	18
59	связи с	6	18
60	все это	4	18
61	к тому	9	18
62	с тем	9	18
63	в сущности	3	18
64	как бы	10	18
65	и с	4	18
66	вместе с	22	18
67	это не	2	17
68	что это	6	17
69	другой стороны	4	17
70	в той	2	17
71	слова и	8	17
72	что не	12	16
73	что и	16	16
74	тот же	2	16
75	но не	8	16
76	по отношению	12	15
77	и тем	8	15
78	один из	7	15
79	только потому	8	15
80	а в	14	15
81	при этом	6	15
82	того как	10	15
83	в данном	3	15
84	должно быть	9	15
85	целый ряд	2	15
86	лишь в	2	15
87	том чтобы	4	15
88	именно в	5	15
89	не было	12	15
90	как на	6	15
91	в них	9	14
92	хотя и	3	14
93	как мы	8	14
94	сказать что	8	14
95	отношению к	10	14
96	сих пор	4	14
97	что такое	2	14
98	если мы	2	14
99	и на	5	14
100	в ней	11	14
101	до сих	4	14
102	не могут	7	13
103	это и	2	13
104	слово это	2	13
105	между прочим	5	13
106	крайней мере	8	13
107	что она	4	13
108	по крайней	8	13
109	в этой	3	13
110	в которых	5	13
111	для нас	40	13
112	там где	6	13
113	и его	4	13
114	той же	6	13
115	с этой	2	12
116	как в	17	12
117	а только	7	12
118	того же	5	12
119	тогда когда	20	12
120	могут быть	6	12
121	этого слова	14	12
122	язык есть	6	12
123	говорить о	6	12
124	в таких	4	11
125	в их	2	11
126	в своем	6	11
127	на себе	3	11
128	те же	6	11
129	из этих	10	11
130	должна быть	2	11
131	в нем	16	11
132	этом отношении	2	11
133	и здесь	3	11
134	что язык	5	11
135	и то	13	11
136	слова в	7	11
137	в какой	3	11
138	и если	4	11
139	уже в	10	11
140	он не	4	11
141	в каком	8	10
142	тем самым	11	10
143	так же	6	10
144	в то	16	10
145	к этому	3	10
146	со стороны	4	10
147	как и	22	10
148	бы и	4	10
149	вряд ли	4	10
150	с этим	12	10
151	тем более	9	10
152	бы в	3	10
153	несмотря на	2	10
154	в речи	4	10
155	от того	10	10
156	в первом	5	10
157	после того	2	10
158	этом смысле	2	10
159	конечно не	2	10
160	очевидно что	9	9
161	не потому	2	9
162	в целом	5	9
163	что все	5	9
164	в своей	2	9
165	можно сказать	4	9
166	что слово	13	9
167	рядом с	2	9
168	дает нам	3	9
169	но это	9	9
170	в которой	9	9
171	но уже	2	9
172	не имеет	10	9
173	на то	6	9
174	ни в	2	9
175	мы говорим	2	9
176	что мы	16	9
177	и есть	4	9
178	на самом	4	8
179	только тогда	13	8
180	мы видели	5	8
181	в своих	2	8
182	тех пор	5	8
183	а потому	8	8
184	что на	3	8
185	в чем	6	8
186	не говоря	3	8
187	с одной	8	8
188	и о	6	8
189	был бы	2	8
190	что они	2	8
191	этом случае	2	8
192	это слово	6	8
193	да и	2	8
194	само по	6	8
195	то и	10	8
196	независимо от	10	8
197	и как	8	8
198	об этом	4	8
199	в этих	2	8
200	тому что	6	8
201	заключается в	2	8
202	но все	2	8
203	далеко не	5	8
204	что я	5	8
205	не есть	24	8
206	в таком	6	8
207	же в	3	8
208	в свою	6	7
209	в процессе	2	7
210	о слове	2	7
211	в поэзии	4	7
212	свою очередь	6	7
213	и потому	9	7
214	была бы	5	7
215	не знает	4	7
216	смысле этого	9	7
217	а с	4	7
218	как например	2	7
219	она не	4	7
220	нам не	2	7
221	одной стороны	4	7
222	с ними	6	7
223	например в	9	7
224	никак не	3	7
225	когда мы	4	7
226	так сказать	6	7
227	не все	5	7
228	том случае	2	7
229	до тех	5	7
230	как о	3	7
231	же и	3	7
232	в истории	2	7
233	все равно	5	7
234	не следует	6	7
235	и более	4	7
236	есть в	6	7
237	столь же	8	7
238	в котором	7	7
239	с ним	10	7
240	в одном	4	7
241	внимание на	2	7
242	только как	9	7
243	пор пока	2	7
244	в слове	41	7
245	даже в	3	6
246	перед нами	3	6
247	слов в	6	6
248	данном случае	3	6
249	его к	2	6
250	она есть	2	6
251	в себе	26	6
252	говоря о	5	6
253	вообще и	2	6
254	это только	2	6
255	не всегда	5	6
256	этого не	3	6
257	внутренняя форма	18	6
258	отличие от	2	6
259	в свое	2	6
260	от этого	2	6
261	мы называем	2	6
262	что оно	12	6
263	не столько	2	6
264	в ее	3	6
265	должны быть	3	6
266	когда в	2	6
267	что с	2	6
268	что эти	3	6
269	по поводу	8	6
270	что если	5	6
271	то это	9	6
272	за пределы	2	6
273	мы не	17	6
274	прежде чем	2	6
275	что как	4	6
276	или в	4	6
277	если и	2	6
278	только для	3	6
279	же время	8	6
280	но только	3	6
281	не с	4	6
282	только что	12	6
283	оно не	7	6
284	могли бы	3	6
285	если не	6	6
286	то или	2	6
287	что именно	5	6
288	тем же	6	6
289	никогда не	2	5
290	к его	2	5
291	язык не	6	5
292	и к	5	5
293	мы должны	6	5
294	относится к	6	5
295	в форме	2	5
296	а это	2	5
297	но если	2	5
298	слово в	6	5
299	в разговоре	2	5
300	здесь как	3	5
301	и при	5	5
302	или менее	6	5
303	так что	14	5
304	по своему	2	5
305	более или	6	5
306	в большей	3	5
307	что поэзия	2	5
308	на вопрос	2	5
309	так в	4	5
310	видеть что	2	5
311	но как	2	5
312	не то	6	5
313	то не	3	5
314	и тогда	4	5
315	и от	5	5
316	из того	2	5
317	время в	3	5
318	не как	3	5
319	и даже	3	5
320	могло бы	2	5
321	переход от	3	5
322	я и	3	5
323	превращается в	3	5
324	одного и	2	5
325	у него	3	5
326	нас в	3	5
327	отношение к	2	5
328	то он	2	5
329	формы в	3	5
330	о котором	2	5
331	есть не	9	5
332	это так	2	5
333	слово есть	12	5
334	но что	4	5
335	и их	4	5
336	только не	5	5
337	и того	2	5
338	мы в	3	5
339	только о	2	5
340	из предыдущего	2	5
341	и только	5	5
342	быть не	4	5
343	связь между	6	5
344	чем в	2	5
345	к одному	7	4
346	его в	6	4
347	на который	2	4
348	для меня	5	4
349	еще раз	2	4
350	в каждом	6	4
351	или же	8	4
352	уже на	2	4
353	в науке	3	4
354	не говорит	2	4
355	первом случае	2	4
356	в виде	3	4
357	с языком	3	4
358	связано с	2	4
359	в такой	2	4
360	увидим что	2	4
361	есть вместе	3	4
362	одно из	6	4
363	так например	3	4
364	и все	5	4
365	к нему	7	4
366	в различных	2	4
367	и без	9	4
368	если б	9	4
369	а а	2	4
370	между ними	4	4
371	точно так	15	4
372	которое в	2	4
373	нужно было	2	4
374	что даже	5	4
375	на более	2	4
376	на все	3	4
377	бы например	2	4
378	что вообще	3	4
379	эти слова	2	4
380	так называемых	3	4
381	себе представить	4	4
382	внутренней формы	31	4
383	нашего языка	2	4
384	могла бы	2	4
385	к другой	4	4
386	это в	2	4
387	на это	4	4
388	и по	5	4
389	этих слов	2	4
390	мы можем	13	4
391	этом слове	2	4
392	и содержание	2	4
393	бы не	6	4
394	формы и	2	4
395	на деле	8	4
396	отношения к	2	4
397	иначе как	2	4
398	не к	4	4
399	что для	5	4
400	а то	2	4
401	в смысле	4	4
402	отношения между	4	4
403	и это	6	4
404	но на	2	4
405	из них	11	4
406	о значении	2	4
407	до того	5	4
408	перед собою	2	4
409	в ряду	7	4
410	сам по	9	4
411	так или	2	4
412	несколько слов	2	4
413	именно на	2	4
414	но он	3	4
415	но язык	2	4
416	не дает	2	4
417	указание на	2	4
418	состоит не	4	3
419	слово с	4	3
420	например не	2	3
421	следовательно и	2	3
422	слова но	3	3
423	с первого	2	3
424	но мы	3	3
425	слова не	2	3
426	и следовательно	3	3
427	мере того	8	3
428	том как	3	3
429	и говорить	2	3
430	например что	2	3
431	в это	2	3
432	во многих	3	3
433	который в	2	3
434	и вместе	6	3
435	и мы	3	3
436	а как	2	3
437	том же	2	3
438	привести в	2	3
439	в одно	8	3
440	то тем	3	3
441	с таким	3	3
442	их содержания	2	3
443	тем как	4	3
444	том смысле	6	3
445	которое было	2	3
446	в искусстве	6	3
447	себе в	2	3
448	образом в	4	3
449	с общим	2	3
450	от них	4	3
451	в буквальном	2	3
452	форма слова	4	3
453	но так	3	3
454	одно только	3	3
455	на него	3	3
456	к ним	3	3
457	в более	4	3
458	предположить что	4	3
459	к слову	3	3
460	большинстве случаев	2	3
461	на них	2	3
462	представить себе	5	3
463	на его	4	3
464	в начале	3	3
465	поэзии и	8	3
466	иметь в	2	3
467	в собственном	3	3
468	и может	4	3
469	на котором	4	3
470	и я	3	3
471	во время	4	3
472	из одного	3	3
473	следовало бы	2	3
474	даже не	2	3
475	признать что	2	3
476	смысле что	2	3
477	вопрос об	2	3
478	показывает что	2	3
479	если в	2	3
480	тогда как	8	3
481	силу того	2	3
482	таких случаях	2	3
483	в основании	2	3
484	большею частью	2	3
485	нет и	2	3
486	то время	7	3
487	которое мы	2	3
488	случае если	2	3
489	мысли и	8	3
490	по мере	12	3
491	сама по	3	3
492	та же	3	3
493	в других	3	3
494	таком случае	2	3
495	в последнем	4	3
496	одним из	3	3
497	как у	2	3
498	более чем	2	3
499	между собою	13	3
500	что его	3	3
501	но даже	3	3
502	быть только	5	3
503	указания на	2	3
504	не могло	3	3
505	что есть	3	3
506	различие в	3	3
507	языка с	2	3
508	для него	14	3
509	что у	4	3
510	каждой из	3	3
511	то для	2	3
512	но слово	4	3
513	все что	4	3
514	и следует	2	3
515	собственном смысле	2	3
516	есть уже	13	3
517	в наших	2	3
518	в большинстве	2	3
519	заметить что	7	3
520	со своей	2	3
521	же что	8	3
522	давно уже	4	3
523	таким же	2	3
524	и сами	2	3
525	лишь тогда	5	3
526	мы могли	2	3
527	бы то	2	3
528	со словом	6	3
529	значение слова	8	3
530	при котором	2	3
531	без всякого	2	3
532	что новые	2	3
533	же слово	2	3
534	в системе	2	3
535	можно видеть	6	2
536	убеждение в	2	2
537	все более	2	2
538	наших глазах	2	2
539	таким путем	2	2
540	в действительности	7	2
541	понятие о	3	2
542	от него	2	2
543	без сомнения	8	2
544	или поздно	2	2
545	предполагает что	4	2
546	такая же	2	2
547	в состоянии	5	2
548	в глаза	2	2
549	и той	4	2
550	есть и	3	2
551	например и	2	2
552	когда оно	3	2
553	уже по	3	2
554	но есть	3	2
555	что между	2	2
556	было сказано	2	2
557	на пути	2	2
558	есть нечто	6	2
559	об отношении	5	2
560	он должен	2	2
561	каждое из	2	2
562	слов а	2	2
563	себе не	6	2
564	одном из	4	2
565	и язык	2	2
566	друг от	2	2
567	к своему	3	2
568	одной и	6	2
569	известным образом	4	2
570	от нас	4	2
571	мысли а	5	2
572	свою мысль	2	2
573	связанная с	3	2
574	одной из	3	2
575	в разных	4	2
576	есть наука	2	2
577	словом как	2	2
578	то оно	4	2
579	такие же	2	2
580	с а	2	2
581	языке и	4	2
582	собственно говоря	2	2
583	такое значение	2	2
584	значение языка	2	2
585	не составляет	2	2
586	какое именно	2	2
587	указывает на	8	2
588	он говорит	3	2
589	общее достояние	2	2
590	что прежде	3	2
591	мысли что	6	2
592	не из	4	2
593	что одна	2	2
594	что этот	2	2
595	к самому	2	2
596	рано или	2	2
597	формы слова	3	2
598	течением времени	2	2
599	как оно	2	2
600	на той	2	2
