N	3gram	Vygotskiy_	Vvedenie
1	и т д	10	39
2	для того чтобы	11	22
3	в том что	21	15
4	о том что	9	13
5	в этом смысле	3	10
6	не может быть	14	10
7	тем не менее	6	9
8	до сих пор	8	7
9	в применении к	2	6
10	в то же	2	6
11	к выводу что	2	6
12	в самом деле	13	6
13	то же время	2	6
14	не что иное	2	5
15	во всяком случае	7	5
16	что иное как	2	5
17	и т п	23	5
18	с другой стороны	7	5
19	в том чтобы	9	5
20	и в том	2	4
21	само по себе	8	4
22	в этом отношении	7	4
23	с одной стороны	6	4
24	в отличие от	4	4
25	с точки зрения	12	4
26	можно было бы	2	4
27	по сравнению с	3	4
28	вместе с тем	3	3
29	заключается в том	13	3
30	то же самое	8	3
31	по этому поводу	3	3
32	в чем же	2	3
33	в зависимости от	6	3
34	и тем не	2	3
35	можно сказать что	2	3
36	в том виде	2	3
37	и в самом	3	3
38	с тем что	2	3
39	тех или иных	2	3
40	сама по себе	2	3
41	в собственном смысле	3	3
42	и то что	3	3
43	тем или иным	2	2
44	состоит в том	3	2
45	одной и той	5	2
46	и той же	5	2
47	и что следовательно	3	2
48	сам по себе	4	2
49	подобно тому как	7	2
50	в целом ряде	2	2
51	этой точки зрения	7	2
52	имеет дело с	2	2
53	с этой точки	5	2
54	не в том	7	2
55	как будто бы	2	2
56	в конце концов	6	2
57	принять во внимание	2	2
58	что в этом	3	2
59	точно так же	6	2
60	потому что он	2	2
61	только в том	4	2
62	смысле этого слова	2	2
63	в связи с	2	2
64	в свою очередь	3	2
65	же самое что	2	2
66	не могут быть	2	2
