N	3gram	Losev_Prob	KulturaY
1	и т д	12	42
2	для того чтобы	9	38
3	с точки зрения	3	36
4	в том что	7	33
5	в самом деле	4	29
6	можно было бы	4	25
7	во всяком случае	11	19
8	тем не менее	25	19
9	с другой стороны	7	17
10	до сих пор	6	14
11	по крайней мере	8	13
12	только потому что	3	13
13	в связи с	7	12
14	в этом отношении	2	11
15	и в самом	2	11
16	не может быть	5	11
17	о том что	16	10
18	в этом смысле	8	10
19	вместе с тем	2	9
20	того или иного	6	9
21	на самом деле	6	8
22	не только в	3	8
23	в этом случае	6	8
24	в том случае	2	7
25	только в том	4	7
26	с одной стороны	4	7
27	до тех пор	4	7
28	и тем не	8	7
29	в то же	4	6
30	той или иной	5	6
31	хотя бы и	3	6
32	только тогда когда	4	6
33	не говоря уже	6	6
34	что же касается	3	5
35	более или менее	7	5
36	можно говорить о	2	5
37	то или иное	2	5
38	говоря уже о	5	5
39	так и в	2	5
40	в данном случае	10	5
41	и в этом	5	5
42	не потому что	2	5
43	тот или иной	3	4
44	и вовсе не	6	4
45	точно так же	7	4
46	сам по себе	7	4
47	одного и того	2	4
48	т д и	4	4
49	в этой области	5	4
50	заключается в том	2	4
51	так же как	2	4
52	на то что	12	4
53	так или иначе	7	4
54	только то что	6	4
55	д и т	3	4
56	и того же	2	4
57	в таких случаях	2	3
58	в таком случае	14	3
59	в настоящее время	17	3
60	в то время	2	3
61	с тем что	2	3
62	а не просто	5	3
63	о том как	2	3
64	и если мы	4	3
65	как раз и	11	3
66	не то что	2	3
67	в конце концов	11	3
68	тех или иных	2	3
69	сама по себе	6	3
70	бы то ни	2	2
71	не что иное	5	2
72	по своему содержанию	3	2
73	и тем же	2	2
74	вовсе еще не	3	2
75	в буквальном смысле	3	2
76	тем самым мы	2	2
77	ни в каком	7	2
78	что же такое	5	2
79	ничего не значит	2	2
80	может быть и	5	2
81	хотя и не	2	2
82	то что мы	11	2
83	так как он	2	2
84	иметь в виду	4	2
85	ничего общего с	9	2
86	в том числе	2	2
87	что иное как	5	2
88	когда мы говорим	2	2
89	потому что оно	2	2
90	может быть только	2	2
91	в известной мере	2	2
92	также и в	2	2
93	внимание на то	2	2
94	и в других	3	2
95	одним и тем	2	2
96	что она есть	2	2
97	а может быть	3	2
98	то во всяком	4	2
99	можно сказать что	6	2
100	если бы не	3	2
101	сами по себе	5	2
102	это вовсе не	2	2
103	тем что он	2	2
