N	2gram	Vygotskiy_	Literetu
1	а не	14	50
2	и не	18	47
3	не только	28	46
4	и в	33	44
5	может быть	15	43
6	при этом	9	41
7	но и	14	41
8	тогда как	3	40
9	в том	44	39
10	в этом	43	38
11	том что	41	32
12	в частности	9	30
13	то что	48	29
14	в качестве	13	27
15	состоит в	11	26
16	то же	12	26
17	как и	13	23
18	в то	5	23
19	не в	10	22
20	так и	8	22
21	того что	34	22
22	себя в	4	22
23	не может	31	22
24	в себе	4	20
25	и т.п	2	20
26	прежде всего	5	19
27	как бы	11	18
28	точки зрения	27	17
29	в его	15	17
30	с другой	11	17
31	сознания в	3	16
32	в этой	8	16
33	в жизни	2	16
34	тем самым	13	15
35	со стороны	3	15
36	не менее	4	15
37	в целом	8	15
38	я не	6	15
39	только в	21	15
40	по отношению	19	14
41	что он	40	14
42	и даже	3	14
43	в своем	11	13
44	как это	11	13
45	с одной	10	13
46	но не	13	13
47	и его	6	13
48	в данном	4	12
49	в своей	5	12
50	еще не	11	12
51	одним из	4	12
52	отношению к	19	12
53	о том	13	12
54	одной стороны	10	12
55	никогда не	10	11
56	данном случае	3	11
57	это не	8	11
58	в другом	7	11
59	еще в	3	11
60	отличие от	3	11
61	с его	3	11
62	не столько	3	11
63	как в	7	11
64	в отличие	3	11
65	а в	5	11
66	столь же	5	11
67	в основе	12	11
68	вместе с	9	11
69	этом отношении	7	10
70	в области	19	10
71	что в	33	10
72	отнюдь не	2	10
73	из них	6	10
74	и на	11	10
75	потому что	40	10
76	жизни и	2	10
77	к тому	14	9
78	один из	4	9
79	же в	2	9
80	связи с	9	9
81	в начале	2	9
82	с этой	8	9
83	что я	4	9
84	и т.д	6	9
85	представляет собой	11	9
86	в конце	3	8
87	едва ли	2	8
88	ли не	2	8
89	все же	5	8
90	по существу	5	8
91	но в	9	8
92	того же	13	8
93	уже в	4	8
94	что не	2	8
95	для него	9	8
96	исходит из	2	8
97	и как	7	8
98	слова и	3	8
99	тем что	12	8
100	в своих	5	8
101	той же	7	8
102	с точки	12	8
103	как раз	5	8
104	до конца	3	7
105	из того	12	7
106	для всех	2	7
107	в их	4	7
108	не как	3	7
109	по своей	7	7
110	и тем	5	7
111	и других	7	7
112	на свою	2	7
113	для этого	3	7
114	другой стороны	9	7
115	и для	3	7
116	у нас	4	7
117	ведет к	2	7
118	именно в	8	7
119	в самом	10	7
120	и с	7	7
121	в одном	3	7
122	тому как	6	7
123	в случае	2	7
124	в нем	10	7
125	он не	13	7
126	тому же	3	7
127	в сфере	9	7
128	еще и	3	6
129	его в	6	6
130	что ему	2	6
131	в виду	4	6
132	казалось бы	5	6
133	самом деле	9	6
134	уже о	2	6
135	и он	3	6
136	было бы	18	6
137	и то	9	6
138	то в	7	6
139	то и	2	6
140	во всех	3	6
141	и наконец	3	6
142	подобно тому	6	6
143	в ней	2	6
144	том числе	2	6
145	и только	4	6
146	у него	8	6
147	как на	4	6
148	как будто	2	6
149	все более	4	5
150	вслед за	3	5
151	так как	20	5
152	этот путь	2	5
153	как он	7	5
154	так что	8	5
155	он сам	2	5
156	не знает	6	5
157	как я	3	5
158	к этой	3	5
159	во втором	2	5
160	между тем	5	5
161	несмотря на	3	5
162	этой точки	7	5
163	что и	11	5
164	себя и	2	5
165	в сущности	17	5
166	в связи	6	5
167	место в	2	5
168	хотя бы	5	5
169	по аналогии	2	5
170	в равной	4	5
171	должно быть	10	5
172	мы не	6	5
173	я это	3	5
174	в уме	5	5
175	в силу	14	5
176	не с	2	5
177	том чтобы	3	5
178	но уже	2	5
179	в себя	4	5
180	в нашем	5	5
181	и к	7	5
182	к жизни	7	5
183	но с	2	5
184	в свою	5	4
185	очевидно что	2	4
186	нуждается в	3	4
187	не является	7	4
188	только для	2	4
189	как совокупность	2	4
190	за собой	4	4
191	все время	3	4
192	только на	3	4
193	знает что	5	4
194	с тем	9	4
195	общего с	3	4
196	и все	2	4
197	на том	4	4
198	на его	4	4
199	могли бы	15	4
200	которая в	3	4
201	ту же	5	4
202	а потому	3	4
203	могут быть	7	4
204	в них	3	4
205	исходя из	2	4
206	аналогии с	2	4
207	во всей	3	4
208	как мы	20	4
209	во всяком	4	4
210	бы то	2	4
211	мышления и	8	4
212	одной из	5	4
213	но при	2	4
214	то это	2	4
215	но это	4	4
216	за пределы	4	4
217	к этому	7	4
218	во второй	4	4
219	для того	20	4
220	совершенно не	5	4
221	такой же	4	4
222	со всеми	2	4
223	что его	2	4
224	в пределах	6	4
225	можно сказать	7	4
226	на то	6	4
227	приводит к	10	4
228	в единстве	2	4
229	на этом	8	4
230	вовсе не	2	4
231	из этого	3	4
232	и что	18	4
233	что было	2	4
234	таким образом	30	4
235	и есть	8	4
236	отношения к	2	4
237	оказывается не	2	4
238	на самом	3	3
239	вопрос о	15	3
240	ничего не	6	3
241	в действительности	6	3
242	и потому	3	3
243	для его	2	3
244	при которой	2	3
245	так же	22	3
246	различие между	4	3
247	но как	6	3
248	о чем	3	3
249	по себе	8	3
250	в отношении	18	3
251	отношение к	12	3
252	есть не	3	3
253	в первом	4	3
254	в ходе	17	3
255	а с	3	3
256	как уже	5	3
257	стороны и	3	3
258	в сознании	5	3
259	они не	7	3
260	но только	4	3
261	что же	2	3
262	там где	2	3
263	же как	9	3
264	того чтобы	26	3
265	числе и	2	3
266	все эти	9	3
267	не на	5	3
268	в истории	3	3
269	свою очередь	4	3
270	должна быть	7	3
271	из его	2	3
272	который в	2	3
273	тот же	7	3
274	ее в	3	3
275	на нее	2	3
276	относится к	3	3
277	если в	4	3
278	и от	2	3
279	к предмету	2	3
280	взгляд на	3	3
281	только то	4	3
282	можно было	11	3
283	сознания и	3	3
284	в первой	2	3
285	с их	4	3
286	с ней	3	3
287	мысли и	7	3
288	в этот	4	3
289	если бы	13	3
290	также и	2	3
291	в этих	7	3
292	все равно	2	3
293	речь в	3	3
294	отношении к	2	3
295	в какой	8	3
296	к объекту	8	3
297	что для	2	3
298	не имеет	7	3
299	и является	6	3
300	он говорит	3	3
301	в чем	10	3
302	что такое	6	3
303	он в	3	3
304	в ссср	2	3
305	когда он	3	3
306	не есть	4	3
307	отношения между	3	3
308	если не	3	3
309	из которых	3	3
310	всяком случае	2	3
311	все что	2	3
312	и того	8	3
313	мы в	2	3
314	говорить о	3	3
315	ничего общего	6	3
316	же самое	7	3
317	с ним	6	3
318	мы и	6	3
319	свое время	2	2
320	согласно которой	2	2
321	не станем	2	2
322	от него	3	2
323	приходит к	6	2
324	это будет	2	2
325	который по	2	2
326	сам не	2	2
327	и притом	2	2
328	это и	3	2
329	об отношении	2	2
330	в школе	16	2
331	нас к	6	2
332	и при	4	2
333	самом начале	2	2
334	быть в	3	2
335	на вопрос	7	2
336	в такой	5	2
337	в свое	2	2
338	к его	4	2
339	совершается в	4	2
340	для всей	3	2
341	собой но	2	2
342	речь не	3	2
343	отношением к	3	2
344	два момента	3	2
345	ко всей	2	2
346	тому что	14	2
347	к нему	4	2
348	она не	2	2
349	а только	8	2
350	что развитие	14	2
351	но мы	7	2
352	а если	2	2
353	своей собственной	2	2
354	ему в	2	2
355	состоит не	2	2
356	что на	2	2
357	тогда когда	10	2
358	ответ на	3	2
359	оно должно	2	2
360	с которой	2	2
361	в сферу	2	2
362	с ними	4	2
363	между двумя	4	2
364	в центре	2	2
365	то как	3	2
366	что нам	3	2
367	и по	5	2
368	дело не	2	2
369	что они	8	2
370	и ее	2	2
371	и более	8	2
372	этом случае	5	2
373	и другими	3	2
374	и другим	2	2
375	одно и	2	2
376	сказать что	18	2
377	по поводу	3	2
378	собой не	2	2
379	никак не	6	2
380	только по	4	2
381	нет у	2	2
382	бы в	6	2
383	в результате	9	2
384	равной мере	4	2
385	из этих	2	2
386	другом месте	4	2
387	тем более	5	2
388	с каким	2	2
389	по мнению	2	2
390	этом и	2	2
391	процесса в	3	2
392	своего собственного	3	2
393	значение в	3	2
394	иначе говоря	2	2
395	что к	2	2
396	и чужого	3	2
397	из двух	2	2
398	ничего кроме	3	2
399	на нем	2	2
400	не означает	5	2
401	одновременно с	4	2
402	на протяжении	2	2
403	как известно	7	2
404	есть в	2	2
405	сила и	3	2
406	всю полноту	2	2
407	что у	4	2
408	раз в	4	2
409	в котором	2	2
410	потребности в	2	2
411	путь от	4	2
412	еще более	5	2
413	слова в	3	2
414	как с	5	2
415	оно не	2	2
416	или иных	2	2
417	нам остается	2	2
418	только не	7	2
419	не можем	2	2
420	вопрос что	2	2
421	начинается с	2	2
422	раз и	3	2
423	в той	8	2
424	тех или	2	2
425	известные нам	2	2
426	может оказаться	2	2
427	друг другу	2	2
428	на слово	2	2
429	является по	2	2
430	собой как	3	2
431	и хотя	2	2
432	во всем	2	2
433	в совершенно	2	2
434	которого является	2	2
435	на первый	2	2
436	слова из	2	2
437	чем он	5	2
438	имеем дело	2	2
439	мы имеем	4	2
440	на основе	6	2
441	но он	8	2
