N	2gram	Vygotskiy_	EvropaiE
1	и в	47	37
2	в отношении	9	32
3	в пределах	3	25
4	точки зрения	39	23
5	что в	23	21
6	не только	36	18
7	с точки	31	17
8	в то	10	16
9	отношении к	4	15
10	то же	16	15
11	в своем	3	14
12	но в	9	14
13	но и	19	14
14	и не	27	14
15	в качестве	9	14
16	в этом	47	12
17	в том	38	11
18	в их	4	11
19	в области	5	11
20	так и	8	10
21	все более	2	9
22	так же	26	9
23	в смысле	9	9
24	не может	23	9
25	отнюдь не	2	9
26	в себе	14	9
27	прежде всего	9	9
28	только в	24	9
29	одной стороны	7	8
30	между тем	2	8
31	в ее	7	8
32	было бы	12	8
33	в своей	4	8
34	с одной	7	8
35	к тому	13	8
36	по своему	11	7
37	также и	2	7
38	с другой	7	7
39	как и	19	7
40	так как	25	7
41	того что	27	7
42	том что	28	6
43	во всех	9	6
44	и даже	3	6
45	может быть	20	6
46	и на	4	6
47	стороны и	6	6
48	с этой	5	6
49	того чтобы	26	6
50	для того	24	6
51	на то	5	6
52	то что	40	6
53	как бы	13	6
54	вовсе не	3	6
55	но не	13	5
56	от этого	3	5
57	тем самым	14	5
58	и по	6	5
59	и потому	3	5
60	столь же	2	5
61	но если	5	5
62	этой точки	4	5
63	в той	7	5
64	как мы	24	5
65	не в	7	5
66	в виде	2	5
67	в частности	4	5
68	же как	14	5
69	одной из	4	5
70	даже в	2	4
71	сказать что	18	4
72	в каком	2	4
73	вопрос о	9	4
74	и притом	4	4
75	не имеет	6	4
76	или иной	2	4
77	можно сказать	9	4
78	то в	4	4
79	именно в	9	4
80	в процессе	12	4
81	в самом	15	4
82	но даже	2	4
83	мы не	10	4
84	в ней	5	4
85	для нас	4	4
86	по себе	5	4
87	несмотря на	2	4
88	к ней	2	4
89	в направлении	6	4
90	на всем	5	4
91	той или	2	4
92	как это	7	4
93	чем в	5	4
94	никогда не	7	3
95	с тем	8	3
96	и от	6	3
97	и для	5	3
98	и только	7	3
99	известном смысле	2	3
100	из всех	5	3
101	о том	5	3
102	очевидно что	6	3
103	новое слово	2	3
104	идет о	3	3
105	в данном	7	3
106	вообще не	6	3
107	того же	7	3
108	время в	3	3
109	в которых	3	3
110	в сфере	8	3
111	не из	2	3
112	когда он	2	3
113	можно было	7	3
114	этом смысле	2	3
115	в свою	3	3
116	и к	11	3
117	в определенном	2	3
118	в результате	3	3
119	мы можем	7	3
120	но на	3	3
121	этот факт	4	3
122	из них	2	3
123	в известном	2	3
124	в них	3	3
125	можно ли	2	3
126	с более	2	3
127	мы видели	10	3
128	что и	4	3
129	друг с	6	3
130	во второй	5	3
131	там где	7	3
132	и тем	10	3
133	по своим	2	3
134	тем что	14	3
135	этом отношении	7	3
136	не является	4	3
137	обстоит дело	2	3
138	потому что	26	3
139	она в	2	3
140	в таком	2	3
141	в психологии	5	3
142	себе в	5	3
143	представляет собой	23	3
144	заключает в	2	3
145	с другом	6	3
146	как в	7	3
147	связано с	4	3
148	как на	8	3
149	большинстве случаев	2	3
150	ее в	11	3
151	во всяком	2	3
152	известной степени	2	3
153	есть в	5	2
154	данном случае	5	2
155	представление о	8	2
156	на этот	2	2
157	если в	6	2
158	в его	7	2
159	отношений между	11	2
160	не есть	4	2
161	что это	7	2
162	и то	10	2
163	совершенно очевидно	3	2
164	что если	2	2
165	к нему	5	2
166	не могут	9	2
167	она не	7	2
168	а в	3	2
169	с этим	5	2
170	из того	7	2
171	мы должны	7	2
172	с другими	5	2
173	в котором	6	2
174	даже при	2	2
175	но как	3	2
176	как оно	2	2
177	в своих	2	2
178	от друга	3	2
179	только те	3	2
180	только к	4	2
181	в большинстве	2	2
182	и с	5	2
183	бы в	7	2
184	этот вопрос	2	2
185	в другой	4	2
186	в случае	5	2
187	что на	5	2
188	во втором	5	2
189	могут быть	7	2
190	в развитии	27	2
191	другой стороны	3	2
192	что все	6	2
193	между ними	8	2
194	в значительной	3	2
195	тогда когда	12	2
196	по своей	12	2
197	в одном	4	2
198	в сферу	3	2
199	и как	7	2
200	в порядке	3	2
201	не можем	4	2
202	мог бы	6	2
203	ко всему	2	2
204	что же	3	2
205	целый ряд	6	2
206	есть не	3	2
207	если бы	8	2
208	которого мы	2	2
209	ее от	2	2
210	иначе говоря	3	2
211	в этих	2	2
212	но также	3	2
213	в силу	21	2
214	и того	3	2
215	в других	2	2
216	а не	7	2
217	и других	5	2
218	мы видим	10	2
219	и что	14	2
220	сказывается в	2	2
221	нас к	10	2
222	и во	5	2
223	происходит в	2	2
224	и наконец	4	2
225	имеет в	4	2
226	свою очередь	3	2
227	точка зрения	2	2
228	но именно	3	2
229	и все	5	2
230	или в	2	2
231	друг от	3	2
232	наряду с	2	2
233	по сравнению	23	2
234	таким образом	38	2
235	он не	5	2
236	приводит нас	4	2
237	такой же	4	2
238	только одно	2	2
239	на основании	2	2
240	во всей	3	2
241	сравнению с	21	2
242	что эти	3	2
243	в этой	7	2
244	и наиболее	2	2
245	не означает	4	2
246	но с	4	2
247	между собой	15	2
248	всего в	2	2
249	хотя и	4	2
250	в какой	6	2
251	эти последние	2	2
252	вместе с	19	2
253	заключается в	14	2
254	он сам	2	2
255	на основе	5	2
256	и более	2	2
257	имеет место	4	2
258	нашему мнению	2	2
