N	2gram	Propp_Isto	DiskursI
1	в качестве	8	72
2	а не	18	60
3	может быть	37	56
4	не только	28	49
5	и в	40	49
6	как и	5	47
7	при этом	6	46
8	в том	12	44
9	и не	19	44
10	представляет собой	7	41
11	том что	11	40
12	в этом	13	38
13	в себе	6	37
14	в частности	3	36
15	но и	21	35
16	своего рода	2	32
17	но не	7	31
18	со стороны	3	28
19	так и	13	28
20	отличие от	3	28
21	но в	13	28
22	не может	19	27
23	в отличие	3	27
24	по своей	2	26
25	как в	7	25
26	в рамках	2	23
27	еще не	14	23
28	отнюдь не	2	23
29	а также	2	20
30	все же	17	19
31	прежде всего	15	19
32	в нем	8	19
33	в своей	2	19
34	в основе	4	18
35	по отношению	6	17
36	то же	21	17
37	с другой	8	17
38	отношению к	6	17
39	только в	16	16
40	роль в	3	15
41	в его	10	15
42	то что	17	15
43	о том	12	15
44	это не	8	14
45	не в	11	14
46	не менее	7	14
47	одной стороны	7	14
48	ни к	3	14
49	с одной	8	14
50	в целом	3	13
51	для него	2	13
52	как бы	6	13
53	в своем	5	12
54	ведет к	2	12
55	и на	6	12
56	что в	19	11
57	и как	3	11
58	как правило	4	11
59	столь же	2	11
60	не было	3	11
61	а в	15	10
62	а с	4	10
63	вследствие этого	2	10
64	также и	3	10
65	тем самым	2	9
66	в то	4	9
67	в силу	7	9
68	героя в	6	9
69	между тем	2	9
70	в них	2	9
71	уже не	3	9
72	еще в	2	9
73	себя в	2	9
74	как уже	2	8
75	к тому	6	8
76	потому что	12	8
77	не на	2	8
78	и даже	4	8
79	в этих	17	8
80	не с	3	8
81	в себя	2	8
82	в котором	5	8
83	соответствии с	2	8
84	в одном	8	8
85	из них	5	8
86	он не	10	8
87	перед нами	5	7
88	его в	15	7
89	могут быть	5	7
90	и ее	3	7
91	приводит к	3	7
92	одной из	6	7
93	и для	5	7
94	но это	8	7
95	что и	9	7
96	например в	7	7
97	в этой	9	7
98	другой стороны	7	7
99	к этому	2	7
100	в пределах	4	7
101	ни в	2	7
102	в русской	7	7
103	и его	5	7
104	таким образом	13	7
105	никогда не	25	6
106	в одной	3	6
107	не как	3	6
108	что он	32	6
109	не знает	7	6
110	одно из	2	6
111	именно в	5	6
112	тому как	3	6
113	однако в	2	6
114	что же	4	6
115	здесь не	5	6
116	в сущности	2	6
117	в истории	2	6
118	в ее	2	6
119	и то	3	6
120	одна из	4	6
121	в эпоху	2	6
122	дело в	3	6
123	во всех	3	6
124	в особенности	3	6
125	в конечном	2	6
126	в которых	2	6
127	в сказании	2	6
128	ничего не	6	5
129	к себе	2	5
