N	3gram	Vygotskiy_	Vvedenie
1	для того чтобы	19	22
2	в том что	30	15
3	о том что	10	13
4	в этом смысле	3	10
5	не может быть	8	10
6	до сих пор	4	7
7	в то же	2	6
8	к выводу что	5	6
9	в самом деле	5	6
10	то же время	2	6
11	вопрос о том	2	5
12	во всяком случае	5	5
13	на этот вопрос	5	5
14	с другой стороны	10	5
15	в том чтобы	6	5
16	на вопрос о	4	4
17	в данном случае	5	4
18	само по себе	3	4
19	в этом отношении	6	4
20	с одной стороны	14	4
21	по отношению к	11	4
22	в отличие от	3	4
23	с точки зрения	34	4
24	можно было бы	6	4
25	по сравнению с	9	4
26	вместе с тем	5	3
27	заключается в том	10	3
28	в известном смысле	3	3
29	то же самое	4	3
30	той или иной	2	3
31	одной стороны и	3	3
32	именно в этом	3	3
33	в зависимости от	8	3
34	можно сказать что	5	3
35	что может быть	2	3
36	и в самом	2	3
37	дело в том	2	3
38	сама по себе	3	3
39	в собственном смысле	8	3
40	одно и то	2	2
41	но вместе с	5	2
42	и то же	2	2
43	состоит в том	4	2
44	одной и той	2	2
45	как мы уже	4	2
46	на том что	2	2
47	и той же	2	2
48	сам по себе	3	2
49	подобно тому как	2	2
50	этой точки зрения	2	2
51	и со стороны	2	2
52	сомнений в том	2	2
53	точно так же	2	2
54	потому что он	3	2
55	в другом месте	6	2
56	и потому что	2	2
57	смысле этого слова	6	2
58	ответ на этот	3	2
59	в связи с	3	2
60	в свою очередь	3	2
61	влечет за собой	2	2
