N	2gram	Vygotskiy_	Russkaja
1	не может	30	22
2	и не	24	19
3	в том	55	17
4	в этом	21	17
5	и в	55	14
6	то что	47	13
7	точки зрения	32	11
8	то же	17	11
9	таким образом	38	11
10	в то	8	10
11	но и	12	10
12	же время	2	10
13	не только	25	9
14	том что	30	9
15	может быть	35	9
16	в себе	6	9
17	с точки	12	9
18	во всяком	9	9
19	того чтобы	13	8
20	как на	6	8
21	русской интеллигенции	2	8
22	прежде всего	5	8
23	и с	5	7
24	к тому	8	7
25	о том	11	7
26	мы должны	4	7
27	и если	4	7
28	не будет	4	7
29	отнюдь не	11	7
30	самом деле	19	7
31	с тем	11	6
32	если в	2	6
33	на самом	6	6
34	и для	9	6
35	для всех	5	6
36	в своих	12	6
37	и к	5	6
38	если бы	10	6
39	всяком случае	7	6
40	все это	11	6
41	для того	12	6
42	и при	3	6
43	что он	17	6
44	в своем	3	6
45	вопрос о	3	5
46	а в	10	5
47	на то	17	5
48	было бы	14	5
49	хотя бы	4	5
50	из которых	5	5
51	и на	6	5
52	потому что	27	5
53	при этом	28	5
54	в нем	5	5
55	в своей	6	5
56	себя и	3	5
57	конечно не	2	5
58	только в	18	5
59	никогда не	13	5
60	и только	5	5
61	он не	8	5
62	сих пор	8	5
63	между тем	6	5
64	во всех	4	5
65	по существу	6	5
66	до сих	8	5
67	а потому	5	5
68	и то	4	4
69	что в	39	4
70	но не	5	4
71	его в	3	4
72	все же	9	4
73	не могут	6	4
74	к этой	2	4
75	не в	19	4
76	как и	25	4
77	более или	3	4
78	ли это	3	4
79	тому чтобы	3	4
80	как бы	11	4
81	все что	4	4
82	можно было	4	4
83	приводит к	3	4
84	так как	28	4
85	тогда когда	7	4
86	что же	4	4
87	которой он	2	4
88	жизни и	5	4
89	в его	8	4
90	том случае	3	4
91	со стороны	5	4
92	в их	4	4
93	то ни	2	4
94	точку зрения	3	4
95	отказаться от	4	4
96	когда они	2	4
97	во всем	5	4
98	в этой	5	4
99	в совершенно	5	4
100	себе и	2	4
101	вместе с	10	4
102	от того	6	4
103	бы то	3	4
104	или менее	3	4
105	одна из	5	3
106	то это	3	3
107	том чтобы	9	3
108	и этот	3	3
109	что все	10	3
110	что это	12	3
111	точке зрения	2	3
112	но мы	3	3
113	что для	5	3
114	на том	2	3
115	в сознании	6	3
116	и сейчас	4	3
117	из этих	6	3
118	что бы	2	3
119	приходит к	5	3
120	должно быть	2	3
121	не есть	4	3
122	и потому	2	3
123	что оно	4	3
124	главным образом	3	3
125	в конце	6	3
126	из них	4	3
127	но если	2	3
128	в самом	18	3
129	случае если	2	3
130	и как	9	3
131	можно ли	2	3
132	несмотря на	8	3
133	знаем что	4	3
134	признание что	2	3
135	что и	27	3
136	конце концов	6	3
137	или в	2	3
138	сводится к	3	3
139	тем чтобы	2	3
140	из этого	5	3
141	и во	3	3
142	и по	7	3
143	связи с	2	3
144	еще не	2	3
145	того что	15	3
146	в качестве	3	3
147	что они	7	3
148	не было	5	3
149	и т	36	3
150	тем что	7	3
151	то в	2	3
152	согласиться с	2	2
153	что только	3	2
154	и о	4	2
155	и от	4	2
156	чтобы понять	4	2
157	не так	2	2
158	не к	2	2
159	с этим	7	2
160	в таких	2	2
161	тем самым	2	2
162	были бы	2	2
163	и те	5	2
164	для себя	2	2
165	тому что	7	2
166	к нему	3	2
167	указывает на	6	2
168	она не	6	2
169	из всех	4	2
170	только с	2	2
171	но в	5	2
172	того или	2	2
173	свое собственное	2	2
174	ни в	9	2
175	в котором	5	2
176	что такое	2	2
177	ничего другого	2	2
178	так же	29	2
179	их в	4	2
180	на почве	3	2
181	от этой	2	2
182	сама по	2	2
183	это в	4	2
184	в настоящее	2	2
185	людей и	2	2
186	состоит в	5	2
187	в ней	3	2
188	уже не	3	2
189	на это	2	2
190	время в	2	2
191	этот вопрос	2	2
192	в результате	4	2
193	но даже	4	2
194	настоящее время	2	2
195	и вместе	2	2
196	отношении к	3	2
197	зависимость от	2	2
198	отличается от	4	2
199	в силу	4	2
200	и даже	11	2
201	а не	18	2
202	и тот	4	2
203	для нас	5	2
204	по этому	3	2
205	на такой	2	2
206	представить себе	5	2
207	по себе	21	2
208	от него	2	2
209	мы можем	6	2
210	не можем	3	2
211	говоря о	2	2
212	целый ряд	12	2
213	точно так	6	2
214	стоит только	4	2
215	речь идет	4	2
216	зависит от	2	2
217	отметить что	2	2
218	в других	3	2
219	принадлежат к	4	2
220	и тем	5	2
221	по самому	7	2
222	к чему	2	2
223	и вот	5	2
224	и что	28	2
225	но это	3	2
226	что с	5	2
227	это только	4	2
228	все эти	7	2
229	том же	4	2
230	совершенно не	7	2
231	бы ни	2	2
232	и наконец	2	2
233	а с	2	2
234	совершенно очевидно	3	2
235	и тогда	3	2
236	в этих	6	2
237	только на	7	2
238	в частности	6	2
239	в таком	5	2
240	и есть	5	2
241	но совершенно	4	2
242	так что	8	2
243	как будто	10	2
244	на основании	7	2
245	противоречие с	4	2
246	должна быть	3	2
247	его и	4	2
248	в противоречие	3	2
249	в области	12	2
250	если же	3	2
251	это есть	6	2
252	с ним	2	2
253	у него	4	2
254	том и	4	2
255	последнее время	2	2
256	и более	3	2
257	и состоит	2	2
258	ясно что	22	2
