N	3gram	Tiupa_Hudo	Narrotol
1	в том что	15	18
2	в данном случае	3	17
3	не только в	4	13
4	по отношению к	15	11
5	дамы с собачкой	5	11
6	даме с собачкой	5	11
7	о том что	14	9
8	в даме с	4	9
9	в то же	11	8
10	тем не менее	6	8
11	в этом отношении	4	8
12	то же время	11	8
13	с анной сергеевной	4	8
14	не может быть	5	8
15	с одной стороны	4	6
16	состоит в том	3	6
17	но при этом	3	5
18	подобно тому как	4	5
19	для того чтобы	2	5
20	к тому что	8	4
21	в конечном счете	4	4
22	к себе самому	2	3
23	так и не	3	3
24	то же самое	3	3
25	в этом и	2	3
26	речь идет о	2	3
27	не случайно в	3	3
28	в первом случае	2	3
29	что у нее	2	3
30	того или иного	4	3
31	в связи с	3	3
32	по сути дела	2	3
33	с точки зрения	5	3
34	как раз в	2	3
35	пока еще не	2	3
36	в самом деле	5	3
37	несет в себе	4	3
38	до сих пор	3	3
39	на то что	2	3
40	при встрече с	2	3
41	человек в футляре	2	3
42	но еще и	2	2
43	характеры действующих лиц	2	2
44	ни о чем	3	2
45	в русской литературе	3	2
46	не только не	3	2
47	у нее тревожно	2	2
48	к анне сергеевне	5	2
49	дело не только	2	2
50	но все же	2	2
51	в магнитном поле	2	2
52	личной тайны в	5	2
53	не в том	2	2
54	дама с собачкой	4	2
55	было видно что	2	2
56	на то чтобы	2	2
57	как бы в	2	2
58	творец своего счастья	2	2
59	у него сжалось	2	2
60	по своей природе	2	2
61	в глазах автора	4	2
62	можно было бы	5	2
63	в финале рассказа	5	2
64	зрелого чеховского творчества	2	2
65	свой пустой двор	2	2
66	так же как	2	2
67	вместе с серым	2	2
68	в ее жизни	2	2
69	в городе с	6	2
70	и дело здесь	2	2
71	характер и личность	3	2
72	и т п	10	2
73	только потому что	2	2
74	в концовке рассказа	2	2
75	к себе и	2	2
76	серая от пыли	2	2
77	тому что он	4	2
78	на стороне лиды	2	2
79	а между тем	3	2
80	и в то	2	2
81	все же не	2	2
82	ему казалось что	2	2
83	что у него	2	2
84	которым можно было	2	2
85	друг для друга	3	2
86	мы узнаем что	2	2
