N	2gram	Tiupa_Hudo	Vladivir
1	и в	23	116
2	то что	5	71
3	и не	16	67
4	в году	2	65
5	не только	20	65
6	у него	2	65
7	в этом	12	53
8	в том	20	52
9	том что	9	51
10	что в	7	48
11	но и	14	47
12	в его	11	40
13	то есть	26	37
14	сказать что	4	36
15	потому что	3	33
16	еще и	2	32
17	что он	5	32
18	не может	9	31
19	о том	2	30
20	только в	7	30
21	никогда не	2	29
22	для него	5	29
23	вовсе не	2	27
24	а в	13	27
25	в то	8	25
26	но в	10	25
27	в себе	13	25
28	и то	4	25
29	и его	12	25
30	а также	6	24
31	точки зрения	11	23
32	может быть	19	23
33	он не	4	23
34	об этом	2	22
35	ни в	5	22
36	в своей	7	21
37	а именно	3	20
38	в своем	4	20
39	прежде всего	5	20
40	и что	4	20
41	и потому	2	19
42	так и	12	19
43	не менее	5	19
44	как раз	3	19
45	таким образом	3	19
46	тем не	3	19
47	не в	9	18
48	как это	7	18
49	как и	3	18
50	хотя и	4	18
51	с его	6	18
52	что и	2	17
53	в этой	2	17
54	а не	13	17
55	уже не	6	16
56	того что	5	16
57	к тому	4	16
58	для себя	4	16
59	в связи	3	15
60	несмотря на	2	15
61	то же	12	15
62	и к	3	15
63	того же	3	14
64	все эти	2	14
65	и как	4	14
66	и на	3	14
67	так же	2	13
68	можно сказать	6	13
69	не просто	2	13
70	в нем	6	12
71	и по	2	12
72	связи с	3	12
73	то в	2	12
74	и это	2	12
75	по себе	2	12
76	в отношении	4	11
77	или менее	6	11
78	и о	4	11
79	я не	2	11
80	при этом	19	11
81	все это	2	11
82	в данном	4	11
83	в которой	3	11
84	более или	6	11
85	даже в	3	10
86	такого рода	12	10
87	собственно говоря	2	10
88	к нему	3	10
89	в качестве	31	10
90	еще не	4	10
91	но не	13	10
92	в самом	7	10
93	отнюдь не	2	10
94	он и	2	10
95	с точки	3	10
96	здесь не	2	10
97	с ним	2	10
98	это не	4	9
99	для меня	2	9
100	но как	2	9
101	о чем	3	9
102	и притом	3	9
103	а с	2	9
104	а только	4	9
105	своей жизни	2	9
106	в целом	3	9
107	и сам	3	9
108	с другой	9	9
109	не будет	3	9
110	именно в	2	9
111	этом смысле	3	9
112	из этого	2	9
113	же время	7	9
114	отношения к	4	9
115	но он	3	9
116	только и	2	8
117	отношение к	7	8
118	не столько	7	8
119	xix века	2	8
120	в чем	2	8
121	себя в	8	8
122	как бы	11	8
123	из этих	3	8
124	с этой	3	8
125	в этих	4	8
126	как в	2	8
127	и для	3	8
128	со стороны	5	8
129	и особенно	2	8
130	в каком	2	7
131	к его	3	7
132	того чтобы	5	7
133	о его	2	7
134	за пределы	2	7
135	если бы	3	7
136	в одном	3	7
137	в таком	3	7
138	в нашем	2	7
139	в них	2	7
140	его в	4	6
141	в отличие	7	6
142	к своему	2	6
143	в виду	5	6
144	отличие от	7	6
145	тому что	2	6
146	так или	4	6
147	по своему	3	6
148	другой стороны	6	6
149	тем более	2	6
150	что она	2	6
151	для того	5	6
152	но только	2	6
153	не с	2	6
154	в жизни	3	6
155	или иначе	5	6
156	если мы	2	6
157	но на	2	6
158	по своей	7	6
159	начиная с	2	5
160	но она	2	5
161	и прежде	3	5
162	и тем	4	5
163	в их	5	5
164	в частности	18	5
165	говорит в	2	5
166	один из	2	5
167	место в	5	5
168	то ни	2	5
169	в области	8	5
170	и больше	2	5
171	сводится к	11	5
172	ее в	2	5
173	бы то	2	5
174	мы имеем	6	5
175	во всех	3	5
176	говорит что	2	5
177	по преимуществу	3	5
178	жизни в	2	5
179	далеко не	4	5
180	не вполне	2	5
181	в свою	3	5
182	со своей	4	5
183	и весьма	2	5
184	тем самым	5	4
185	человека и	2	4
186	как к	5	4
187	на свою	2	4
188	это и	2	4
189	не могли	2	4
190	одной из	2	4
191	это тоже	2	4
192	мог бы	3	4
193	что можно	3	4
194	так в	4	4
195	одной стороны	3	4
196	себя и	3	4
197	не все	2	4
198	в глаза	2	4
199	лишь в	7	4
200	ни к	2	4
201	не на	5	4
202	и другие	2	4
203	с одной	3	4
204	заключается в	2	4
205	и более	2	4
206	всей своей	2	4
207	их в	3	4
208	я в	13	4
209	на этом	2	4
210	и ее	3	3
211	не как	2	3
212	в другом	4	3
213	свою очередь	2	3
214	в силу	4	3
215	говоря о	3	3
216	который в	2	3
217	в стихотворении	3	3
218	роль в	2	3
219	между ними	5	3
220	жизни а	2	3
221	от своего	2	3
222	самом деле	2	3
223	к бытию	2	3
224	на котором	2	3
225	для понимания	2	3
226	человеческой жизни	3	3
227	и др	2	3
228	при всем	2	3
229	том числе	3	3
230	произведения как	3	3
231	одно и	3	3
232	с ними	2	3
233	в литературе	2	3
234	дело не	2	3
235	в противоположность	3	3
236	с их	2	3
237	с самим	2	3
238	отличается от	2	3
239	субъекта и	3	3
240	но во	2	3
241	я и	7	3
242	как говорит	3	3
243	одним из	2	3
244	отношении к	3	3
245	не могло	2	3
246	том и	2	3
247	в мире	24	3
248	всей его	2	3
249	что такое	2	3
250	строго говоря	2	3
251	на почве	4	3
252	в какой	2	3
253	оно не	2	3
254	в сторону	2	3
255	к жизни	2	3
256	и который	2	3
257	только о	2	3
258	была бы	3	3
259	быть и	2	3
260	существующее в	2	2
261	свою жизнь	2	2
262	слова не	2	2
263	не является	5	2
264	тот кто	2	2
265	ними и	2	2
266	одна из	2	2
267	ни было	2	2
268	личности с	2	2
269	к более	2	2
270	во мне	2	2
271	которого он	2	2
272	на всех	2	2
273	не всегда	2	2
274	то чему	2	2
275	в одно	2	2
276	в момент	3	2
277	объекта и	3	2
278	для такого	2	2
279	как уже	3	2
280	в произведении	3	2
281	могло быть	2	2
282	что каждый	2	2
283	к такой	2	2
284	времени в	2	2
285	мира и	2	2
286	известного рода	2	2
287	с позиций	4	2
288	однако в	4	2
289	в ее	6	2
290	той или	5	2
291	и может	2	2
292	у одного	2	2
293	известной степени	3	2
294	например в	4	2
295	этого слова	2	2
296	в основе	7	2
297	еще один	2	2
298	особого рода	8	2
299	с другими	5	2
300	в душе	9	2
301	с ее	6	2
302	никем не	2	2
303	во всей	3	2
304	при условии	2	2
305	человека с	3	2
306	в порядке	2	2
307	в самой	2	2
308	из которых	2	2
309	в русской	3	2
310	личности и	3	2
311	таком случае	2	2
312	этих двух	2	2
313	личности в	4	2
314	в той	3	2
315	субъект и	2	2
316	и того	3	2
317	говорить о	4	2
318	чем это	2	2
319	жизни но	2	2
320	в себя	4	2
