N	2gram	Voloshinov	Freidism
1	и не	10	34
2	таким образом	12	34
3	точки зрения	14	31
4	не может	16	30
5	и пр	3	29
6	может быть	14	28
7	и в	12	28
8	в этом	4	28
9	прежде всего	8	26
10	в его	2	25
11	и его	13	22
12	мы можем	2	20
13	с помощью	6	20
14	как бы	13	19
15	то что	5	17
16	так как	9	15
17	точка зрения	3	15
18	с точки	2	15
19	все эти	3	15
20	самом деле	3	14
21	так и	4	14
22	в своей	3	14
23	с ним	3	14
24	и все	2	13
25	в душе	2	13
26	но в	5	13
27	как и	5	13
28	по отношению	11	13
29	точку зрения	2	12
30	и потому	2	12
31	том что	5	12
32	то же	5	12
33	ни в	3	12
34	в самом	4	12
35	и наконец	3	12
36	для него	3	12
37	все это	3	12
38	сказать что	7	11
39	его в	4	11
40	отношению к	11	11
41	только в	6	11
42	никогда не	5	10
43	и с	3	10
44	за пределы	4	10
45	не только	4	10
46	но и	3	10
47	не в	4	10
48	он не	2	10
49	в том	6	10
50	конечно не	3	10
51	могут быть	2	9
52	к этому	2	9
53	те же	2	9
54	и др	5	9
55	к нему	4	9
56	в чем	2	9
57	уже не	4	9
58	и на	4	9
59	мы не	3	9
60	а не	5	9
61	с его	2	9
62	все же	4	8
63	еще не	3	8
64	с другими	2	8
65	в ней	6	8
66	при этом	6	8
67	в каком	3	7
68	до конца	2	7
69	в жизни	5	7
70	в то	2	7
71	в себе	3	7
72	что в	2	7
73	и ее	3	7
74	хотя бы	5	7
75	и для	3	7
76	отношение к	4	7
77	быть и	3	7
78	того что	3	7
79	но не	2	7
80	более того	2	7
81	связь с	2	7
82	в нем	6	7
83	и к	4	7
84	жизни и	4	7
85	на самом	4	6
86	но мы	2	6
87	в психике	2	6
88	мы имеем	2	6
89	не менее	3	6
90	в пределах	3	6
91	в корне	2	6
92	она не	2	6
93	можно сказать	5	6
94	и что	2	6
95	ничего не	2	5
96	можем сказать	2	5
97	и по	3	5
98	от того	4	5
99	и те	2	5
100	между ними	2	5
101	в этих	2	5
102	как это	2	5
103	внутренней речи	3	5
104	что и	2	5
105	это не	2	5
106	в процессе	6	5
107	отнюдь не	5	5
108	в себя	2	5
109	вместе с	2	5
110	данном случае	2	4
111	и вообще	3	4
112	все время	6	4
113	его к	2	4
114	так же	3	4
115	но это	2	4
116	нашего сознания	2	4
117	тем не	3	4
118	на него	2	4
119	если бы	9	4
120	в виду	5	4
121	в основном	2	4
122	это как	3	4
123	только на	3	4
124	может стать	2	4
125	как в	5	4
126	между собой	2	4
127	в своем	2	4
128	влияние на	2	4
129	едва ли	2	4
130	в котором	3	4
131	выражение в	2	4
132	по себе	3	4
133	зависимости от	4	4
134	в зависимости	2	4
135	себя и	2	4
136	то ни	3	4
137	в данном	2	4
138	слова и	6	4
139	конечно в	2	3
140	и то	2	3
141	и притом	2	3
142	социальной среды	2	3
143	независимо от	2	3
144	нуждается в	3	3
145	какой степени	2	3
146	как не	2	3
147	этих двух	2	3
148	на все	2	3
149	социального общения	4	3
150	не остается	2	3
151	такой же	2	3
152	как на	2	3
153	сих пор	3	3
154	в какой	2	3
155	ведь и	3	3
156	и следовательно	5	3
157	мы в	2	3
158	не так	2	3
159	ни на	2	3
160	и является	4	3
161	от всех	2	3
162	о том	3	3
163	оно не	2	3
164	к его	2	3
165	но для	3	3
166	что мы	5	3
167	в них	3	3
168	уже в	2	3
169	формы и	3	3
170	на это	2	3
171	из него	2	3
172	когда он	3	3
173	в условиях	2	3
174	выражение и	2	3
175	в нашем	11	3
176	социальной группы	3	3
177	до сих	3	3
178	между тем	3	3
179	бы то	3	3
180	да и	3	2
181	в отношении	2	2
182	этот внешний	2	2
183	той социальной	2	2
184	дело в	4	2
185	на один	2	2
186	как к	3	2
187	мы никогда	2	2
188	и самое	2	2
189	все они	2	2
190	он должен	3	2
191	в некоторых	3	2
192	ни было	4	2
193	и другие	2	2
194	и та	2	2
195	для нас	7	2
196	в момент	2	2
197	в такой	3	2
198	которые мы	2	2
199	с одной	2	2
200	должна быть	5	2
201	и так	2	2
202	относится к	2	2
203	не есть	2	2
204	разрыв между	2	2
205	с другой	4	2
206	зависит от	2	2
207	социальной жизни	2	2
208	но все	2	2
209	одной стороны	2	2
210	в самое	2	2
211	является для	2	2
212	свое выражение	4	2
213	тогда когда	2	2
214	художественной формы	5	2
215	вещи и	2	2
216	смысл и	2	2
217	и значение	2	2
218	там где	2	2
219	слагается из	2	2
220	из этого	3	2
221	и уже	3	2
222	же самое	2	2
223	если же	2	2
224	не к	3	2
225	ясно что	3	2
