N	2gram	Voloshinov	Istorich
1	и в	42	181
2	может быть	13	115
3	не только	28	114
4	что он	2	111
5	мы имеем	2	102
6	но и	16	85
7	в этом	10	81
8	так как	8	75
9	то что	9	73
10	таким образом	8	72
11	вместе с	5	71
12	и не	14	67
13	все же	9	65
14	мы видим	4	65
15	в этих	2	64
16	еще не	3	63
17	не может	13	61
18	так же	4	57
19	то же	16	56
20	никогда не	7	56
21	в том	3	53
22	том что	3	53
23	а в	5	52
24	потому что	7	52
25	что и	3	51
26	и здесь	3	51
27	мы видели	5	49
28	о том	4	48
29	а не	7	48
30	связь с	2	47
31	его в	4	47
32	не в	6	47
33	мы должны	10	44
34	но в	5	44
35	и пр	4	44
36	это не	3	43
37	и его	7	43
38	в нем	6	42
39	только в	7	42
40	как в	3	42
41	или в	2	39
42	в его	6	38
43	для нас	3	38
44	тем что	2	38
45	и на	7	38
46	так и	7	37
47	он не	2	37
48	уже не	4	37
49	как и	12	37
50	мы уже	11	37
51	мы можем	7	36
52	мы увидим	5	36
53	здесь мы	3	35
54	с тем	8	35
55	все эти	3	35
56	мы не	9	35
57	не всегда	2	34
58	что это	4	34
59	но не	2	34
60	видим что	2	34
61	связи с	3	34
62	об этом	3	33
63	сих пор	2	32
64	в качестве	4	32
65	представляет собой	2	31
66	ничего не	8	31
67	прежде всего	22	31
68	один из	4	31
69	с этим	2	30
70	к нему	2	30
71	но все	5	29
72	как мы	10	29
73	этом случае	3	29
74	но это	2	29
75	и с	5	28
76	того что	4	27
77	в ней	8	26
78	как это	5	26
79	на него	4	26
80	вопрос о	2	25
81	в дальнейшем	2	25
82	и он	2	25
83	было бы	7	24
84	если бы	4	24
85	что мы	11	24
86	к этому	2	24
87	все это	4	23
88	в частности	3	23
89	в этой	6	23
90	их в	3	23
91	и это	8	23
92	как бы	30	23
93	при этом	9	22
94	с ним	2	22
95	в одном	4	21
96	сказать что	3	21
97	с появлением	4	21
98	должны были	2	21
99	к тому	4	21
100	здесь не	2	21
101	связано с	2	21
102	в связи	2	21
103	другими словами	7	20
104	из них	3	20
105	видели что	3	20
106	из этих	2	20
107	и как	10	19
108	что у	3	19
109	с собой	2	19
110	в тех	3	19
111	вовсе не	2	18
112	в то	9	18
113	то мы	3	16
114	перед нами	3	16
115	и все	4	16
116	между двумя	2	16
117	в котором	3	16
118	этот вопрос	2	16
119	во всех	6	16
120	в целом	4	15
121	на его	6	15
122	в своей	2	15
123	и то	5	15
124	его и	3	15
125	в пределах	2	15
126	друг друга	2	15
127	и даже	3	15
128	в которых	2	15
129	и тем	7	15
130	увидим что	2	15
131	отношение к	2	14
132	у нас	4	14
133	но мы	2	14
134	в него	2	14
135	можно было	4	14
136	с ней	2	14
137	отношению к	2	14
138	уже видели	3	14
139	из которых	3	14
140	одной из	2	14
141	по отношению	2	14
142	и наконец	5	14
143	к своему	4	13
144	что иное	2	13
145	и для	3	13
146	и от	7	13
147	его не	2	13
148	в себе	10	13
149	не просто	4	13
150	в форме	6	13
151	таким же	2	13
152	кроме того	2	12
153	в их	2	12
154	ответ на	3	12
155	как только	4	12
156	и их	5	12
157	хотя бы	18	12
158	чаще всего	3	12
159	случаях когда	2	12
160	ни один	2	12
161	не знает	3	12
162	и вот	3	11
163	должно было	3	11
164	же мы	5	11
165	связанные с	2	11
166	если он	3	11
167	относится к	2	11
168	главным образом	3	11
169	точки зрения	11	11
170	хотя и	3	11
171	уже в	5	11
172	человека в	2	11
173	иное как	2	11
174	тех случаях	2	11
175	ясно что	2	11
176	к которому	2	11
177	не что	4	11
178	что же	8	10
179	в ее	3	10
180	только одна	2	10
181	но как	2	10
182	связанных с	5	10
183	если не	3	10
184	не знаем	4	10
185	что эти	3	10
186	не мог	3	10
187	а с	5	10
188	ли он	2	10
189	связаны с	4	10
190	в которой	7	10
191	не должен	2	10
192	о чем	2	10
193	а на	2	10
194	не было	2	10
195	себя в	4	10
196	и к	4	10
197	бы мы	3	9
198	социальной жизни	3	9
199	он должен	3	9
200	тот же	2	9
201	в основе	3	9
202	в свою	6	9
203	случай когда	2	9
204	зависимости от	7	9
205	на этот	2	9
206	зависит от	2	9
207	но для	3	9
208	жизни и	3	9
209	не будет	3	9
210	на первый	2	9
211	только на	3	9
212	себе в	2	9
213	с его	8	9
214	и так	6	9
215	целый ряд	3	9
216	тем самым	8	8
217	должен быть	2	8
218	роль в	3	8
219	у них	3	8
220	только тогда	2	8
221	для этого	2	8
222	что такое	4	8
223	или даже	2	8
224	мы будем	6	8
225	он говорит	2	8
226	смысле этого	2	8
227	на это	4	8
228	в жизни	2	8
229	же самое	5	8
230	и потому	2	8
231	не так	3	8
232	ту же	2	8
233	в зависимости	7	8
234	та же	3	8
235	в приведенных	2	8
236	которые в	2	8
237	от того	3	8
238	и эта	3	8
239	и сам	2	8
240	можно сказать	4	8
241	независимо от	5	8
242	с другими	2	8
243	не с	3	8
244	конечно не	3	8
245	на самом	3	7
246	в конце	6	7
247	с самого	4	7
248	однако в	2	7
249	того чтобы	7	7
250	себе и	2	7
251	связь между	3	7
252	есть не	2	7
253	но эта	2	7
254	когда мы	6	7
255	тому что	5	7
256	и когда	2	7
257	в начале	3	7
258	в какой	2	7
259	если мы	4	7
260	между тем	3	7
261	первый взгляд	2	7
262	совершенно не	3	7
263	и при	2	7
264	те же	5	7
265	между собой	2	7
266	был бы	2	7
267	этого слова	3	7
268	то он	3	7
269	не есть	2	7
270	в области	6	7
271	самом деле	5	7
272	что оно	3	7
273	для него	3	7
274	для того	9	6
275	нет ничего	2	6
276	равно как	2	6
277	были бы	4	6
278	ничем не	2	6
279	между ними	3	6
280	в середине	2	6
281	и уже	3	6
282	на эту	2	6
283	самого начала	4	6
284	той же	7	6
285	заметить что	3	6
286	до того	3	6
287	или как	6	6
288	также и	2	6
289	но что	3	6
290	связь и	3	6
291	из всего	2	6
292	теперь к	2	6
293	со всех	2	6
294	и тогда	2	6
295	тому же	2	6
296	к чему	2	6
297	отношения к	3	6
298	в каком	2	5
299	как нечто	2	5
300	в своих	2	5
301	как таковой	3	5
302	или иное	4	5
303	друг другу	2	5
304	художественного творчества	5	5
305	по своей	2	5
306	по своему	3	5
307	для них	2	5
308	эти слова	9	5
309	но при	3	5
310	это же	2	5
311	бы в	6	5
312	для наших	3	5
313	ее с	2	5
314	наших целей	2	5
315	мы легко	3	5
316	несмотря на	3	5
317	мы в	3	5
318	но даже	2	5
319	в виду	3	5
320	как уже	2	5
321	в нашей	2	5
322	еще более	2	5
323	этом мы	3	5
324	нас не	2	5
325	да и	4	5
326	ответить на	2	4
327	и вообще	2	4
328	все время	5	4
329	находятся в	2	4
330	в наших	2	4
331	о происхождении	2	4
332	при которых	2	4
333	во второй	3	4
334	каждый из	2	4
335	в разных	3	4
336	эти три	2	4
337	и больше	2	4
338	не будут	2	4
339	слова в	6	4
340	не существует	4	4
341	перед ним	3	4
342	что было	3	4
343	очевидно что	2	4
344	человека и	2	4
345	и этот	2	4
346	к рассмотрению	2	4
347	но вот	3	4
348	как не	2	4
349	отнюдь не	10	4
350	с точки	5	4
351	еще и	2	4
352	из трех	2	4
353	войти в	2	4
354	и те	2	4
355	мы найдем	2	4
356	ни к	2	4
357	человека с	2	4
358	в самом	5	4
359	перейти к	2	4
360	весь комплекс	2	4
361	что именно	4	4
362	и поэтому	3	3
363	точку зрения	6	3
364	своей жизни	5	3
365	точка зрения	4	3
366	представить себе	3	3
367	именно с	2	3
368	в предыдущей	2	3
369	так сказать	4	3
370	оно означает	2	3
371	к нашей	2	3
372	о них	2	3
373	вряд ли	3	3
374	на эти	2	3
375	первобытного человека	2	3
376	как таковое	2	3
377	долгое время	3	3
378	опять не	2	3
379	все то	2	3
380	должно быть	2	3
381	на одном	2	3
382	вследствие этого	3	3
383	тем же	4	3
384	из двух	2	3
385	всего в	4	3
386	больше и	2	3
387	нам в	3	3
388	выражения как	2	3
389	и нет	2	3
390	в языке	2	3
391	для всех	2	3
392	и эту	2	3
393	вошел в	2	3
394	останавливаться на	2	3
395	с природой	2	3
396	подойти к	2	3
397	только он	3	3
398	почему же	2	3
399	даже и	2	3
400	и той	7	3
401	не обладает	2	3
402	бы не	2	3
403	приближается к	3	3
404	язык и	9	3
405	в каждом	4	2
406	свою очередь	4	2
407	материал для	2	2
408	будем называть	2	2
409	значение и	2	2
410	у себя	2	2
411	лишь в	4	2
412	они еще	2	2
413	от которых	2	2
414	в нашем	5	2
415	эти вопросы	2	2
416	тем и	2	2
417	с помощью	6	2
418	за столом	2	2
419	одной и	4	2
420	итак мы	2	2
421	помнить что	2	2
422	к той	3	2
423	легче всего	2	2
424	был и	2	2
425	как например	2	2
426	человек с	2	2
427	и конечно	2	2
428	самое время	2	2
429	все больше	2	2
430	то или	4	2
431	уяснить себе	2	2
432	из героев	2	2
433	при всем	2	2
434	в мире	2	2
435	он сказал	2	2
436	как с	2	2
437	мы ни	3	2
438	не из	2	2
439	разве не	2	2
440	человек не	2	2
441	забудем что	3	2
442	не к	4	2
443	приведенных нами	2	2
444	и следовательно	5	2
445	в процессе	6	2
446	о своей	4	2
447	здесь происходит	2	2
448	даже на	2	2
449	с кем	2	2
450	какую роль	3	2
451	другого человека	2	2
452	предположим что	3	2
453	которой мы	4	2
454	одно и	6	2
455	мы имели	2	2
456	с развитием	2	2
457	в данной	4	2
458	как нет	2	2
459	всех его	2	2
460	или иных	3	2
461	бы нам	2	2
462	от лица	2	2
463	нужно было	2	2
464	того или	5	2
465	только потому	2	2
466	не забудем	4	2
467	место в	2	2
468	и несколько	2	2
469	в сознании	5	2
470	хозяйственной и	2	2
471	глаза и	2	2
472	этот процесс	2	2
473	не нужно	2	2
474	где и	2	2
475	или несколько	2	2
476	к миру	2	2
477	которые связаны	3	2
478	нет и	3	2
479	не должно	2	2
480	природы и	2	2
