N	2gram	Voloshinov	Analitik
1	не только	28	71
2	и в	42	66
3	в качестве	4	61
4	но и	16	57
5	в том	3	52
6	может быть	13	52
7	в частности	3	51
8	в этом	10	51
9	как и	12	50
10	и не	14	48
11	а не	7	42
12	том что	3	40
13	при этом	9	40
14	так и	7	35
15	то есть	5	35
16	в мире	2	31
17	представляет собой	2	30
18	не может	13	29
19	как бы	30	29
20	отнюдь не	10	29
21	а в	5	28
22	в его	6	27
23	и его	7	27
24	не в	6	26
25	но не	2	26
26	в себе	10	24
27	к тому	4	22
28	и даже	3	22
29	в этой	6	22
30	лишь в	4	21
31	и т.п	25	20
32	о том	4	20
33	по отношению	2	19
34	но в	5	19
35	в своей	2	19
36	то же	16	19
37	в самом	5	19
38	с его	8	19
39	в то	9	18
40	отношению к	2	18
41	тем самым	8	17
42	или иной	6	17
43	в целом	4	17
44	только в	7	17
45	то что	9	16
46	в пределах	2	16
47	что и	3	16
48	не есть	2	15
49	в их	2	15
50	прежде всего	22	15
51	литературное произведение	2	15
52	уже не	4	15
53	и на	7	15
54	между тем	3	15
55	той или	4	14
56	мы имеем	2	14
57	себя в	4	14
58	я и	2	14
59	же время	7	14
60	ничего не	8	13
61	точки зрения	11	13
62	в начале	3	13
63	этого слова	3	13
64	для него	3	13
65	он не	2	13
66	тому же	2	13
67	никогда не	7	12
68	и к	4	12
69	есть не	2	12
70	как это	5	12
71	в первой	2	12
72	еще не	3	12
73	как в	3	12
74	внутренней речи	18	12
75	и сам	2	12
76	в свою	6	11
77	это не	3	11
78	во второй	3	11
79	нуждается в	3	11
80	по своей	2	11
81	и как	10	11
82	на наш	2	11
83	не с	3	11
84	можно сказать	4	11
85	той же	7	11
86	в той	5	11
87	в конце	6	10
88	все же	9	10
89	однако в	2	10
90	один из	4	10
91	было бы	7	10
92	того или	5	10
93	здесь не	2	10
94	отношения к	3	10
95	того что	4	9
96	как уже	2	9
97	свою очередь	4	9
98	или иного	5	9
99	во всех	6	9
100	таким образом	8	9
101	вместе с	5	9
102	перед нами	3	8
103	о чем	2	8
104	роль в	3	8
105	не всегда	2	8
106	что он	2	8
107	одной из	2	8
108	и все	4	8
109	этом отношении	2	8
110	хотя и	3	8
111	в основе	3	8
112	между двумя	2	8
113	если бы	4	8
114	не является	5	8
115	времени и	2	8
116	с точки	5	8
117	с ним	2	8
118	иное как	2	7
119	и тем	7	7
120	место в	2	7
121	на его	6	7
122	в ее	3	7
123	все это	4	7
124	несмотря на	3	7
125	что иное	2	7
126	и для	3	7
127	и является	5	7
128	и т.д	21	7
129	в одном	4	7
130	как мы	10	7
131	в нашем	5	7
132	не мог	3	7
133	его в	4	6
134	для всех	2	6
135	вопроса о	4	6
136	не что	4	6
137	ли не	2	6
138	должен быть	2	6
139	не знает	3	6
140	те же	5	6
141	в нем	6	6
142	ответ на	3	6
143	не будет	3	6
144	или в	2	6
145	и то	5	6
146	хотя бы	18	6
147	в сознании	5	6
148	из этих	2	6
149	с самим	2	6
150	художественного высказывания	2	6
151	вследствие этого	3	6
152	из которых	3	6
153	из них	3	6
154	уже в	5	6
155	вовсе не	2	6
156	и потому	2	5
157	но как	2	5
158	каждый из	2	5
159	совершенно не	3	5
160	самом деле	5	5
161	а с	5	5
162	не так	3	5
163	как предмет	3	5
164	все эти	3	5
165	мы не	9	5
166	этом случае	3	5
167	тот же	2	5
168	и здесь	3	5
169	да и	4	5
170	к этому	2	5
171	с другими	2	5
172	и он	2	5
173	для того	9	5
174	и их	5	5
175	в этих	2	5
176	тем что	2	5
177	еще и	2	5
178	в котором	3	5
179	в слове	4	5
180	высказывания в	3	5
181	что мы	11	5
182	таким же	2	5
183	в отношении	2	4
184	в области	6	4
185	в каждом	4	4
186	отношение к	2	4
187	были бы	4	4
188	только на	3	4
189	его и	3	4
190	к нему	2	4
191	потому что	7	4
192	связь с	2	4
193	из трех	2	4
194	его не	2	4
195	что же	8	4
196	о своей	4	4
197	того чтобы	7	4
198	и тогда	2	4
199	бы и	2	4
200	сказать что	3	4
201	и от	7	4
202	по своему	3	4
203	значительной степени	2	4
204	но при	3	4
205	не становится	3	4
206	с этим	2	4
207	но это	2	4
208	бы в	6	4
209	в которой	7	4
210	о своем	3	4
211	об этом	3	4
212	на него	4	4
213	человека в	2	4
214	в значительной	2	4
215	не должен	2	4
216	не должно	2	4
217	мы уже	11	4
218	между ними	3	4
219	или иных	3	4
220	в своих	2	4
221	в устах	3	4
222	смысл его	2	4
223	тех или	4	4
224	не было	2	4
225	высказывания и	3	4
226	или даже	2	4
227	бы не	2	4
228	на самом	3	3
229	вопрос о	2	3
230	очевидно что	2	3
231	которые в	2	3
232	мы должны	10	3
233	слова как	4	3
234	человека и	2	3
235	в виду	3	3
236	к своему	4	3
237	одной и	4	3
238	всего в	4	3
239	себе в	2	3
240	ведь и	2	3
241	с тем	8	3
242	речи и	6	3
243	гораздо более	2	3
244	в ней	8	3
245	не говоря	2	3
246	быть может	3	3
247	и те	2	3
248	между собой	2	3
249	языка и	4	3
250	ли он	2	3
251	в зависимости	7	3
252	во внутренней	4	3
253	в тех	3	3
254	связи с	3	3
255	в связи	2	3
256	и больше	2	3
257	к миру	2	3
258	иметь дело	3	3
259	для этого	2	3
260	и той	7	3
261	независимо от	5	3
262	так как	8	3
263	так сказать	4	3
264	в словах	4	3
265	можно было	4	3
266	должно быть	2	3
267	и всего	2	3
268	зависимости от	7	3
269	тот или	2	3
270	и наконец	5	3
271	в жизни	2	3
272	ни к	2	3
273	может показаться	3	3
274	в какой	2	3
275	на этот	2	3
276	то он	3	3
277	при условии	2	3
278	человека с	2	3
279	всякое высказывание	3	3
280	одни и	2	3
281	также и	2	3
282	что у	3	3
283	и с	5	3
284	если не	3	3
285	жизни и	3	3
286	слова в	6	3
287	же самое	5	3
288	не к	4	3
289	и внешней	3	3
290	и без	4	3
291	первый взгляд	2	2
292	но мы	2	2
293	слова не	2	2
294	так же	4	2
295	для нас	3	2
296	в процессе	6	2
297	на эту	2	2
298	формы высказывания	2	2
299	своего героя	2	2
300	долгое время	3	2
301	бы мы	3	2
302	общения людей	2	2
303	к которому	2	2
304	что именно	4	2
305	от лица	2	2
306	к чему	2	2
307	том же	2	2
308	высказывания как	3	2
309	и при	2	2
310	когда мы	6	2
311	своей жизни	5	2
312	зрения в	4	2
313	между внутренней	2	2
314	должна была	2	2
315	в разных	3	2
316	с появлением	4	2
317	иными словами	2	2
318	тому что	5	2
319	тех случаях	2	2
320	жизни это	3	2
321	и ту	2	2
322	смысле этого	2	2
323	художественное творчество	3	2
324	как нечто	2	2
325	в нас	2	2
326	войти в	2	2
327	здесь мы	3	2
328	всех своих	4	2
329	слов и	7	2
330	и ситуации	2	2
331	но эта	2	2
332	одно и	6	2
333	мы видим	4	2
334	что это	4	2
335	на два	2	2
336	нет ничего	2	2
337	а на	2	2
338	на это	4	2
339	внутренней и	3	2
340	и конечно	2	2
341	и слово	3	2
342	мы можем	7	2
343	его внутренней	4	2
344	этой второй	2	2
345	прежде чем	2	2
346	либо в	2	2
347	на первый	2	2
348	та же	3	2
349	и вот	3	2
350	да еще	2	2
351	но ведь	6	2
352	у нас	4	2
353	сих пор	2	2
354	речевого общения	8	2
355	случаях когда	2	2
356	мертвых душ	3	2
357	понимание и	2	2
358	со всех	2	2
359	нет и	3	2
360	связаны с	4	2
361	в дальнейшем	2	2
362	самое время	2	2
363	их в	3	2
364	зависит от	2	2
365	еще более	2	2
366	языка в	2	2
367	этот вопрос	2	2
368	слова о	3	2
369	если он	3	2
370	забывать что	2	2
371	перед ним	3	2
372	не просто	4	2
373	в форме	6	2
374	внутренней жизни	3	2
375	связь между	3	2
376	мы будем	6	2
377	художественного творчества	5	2
378	тем же	4	2
