N	3gram	Propp_Isto	Myslijsy
1	в том что	6	47
2	по отношению к	6	26
3	не может быть	8	19
4	тем не менее	7	18
5	и т д	35	15
6	мере того как	4	14
7	само по себе	2	14
8	по мере того	4	14
9	с другой стороны	7	12
10	более или менее	5	12
11	до сих пор	11	12
12	подобно тому как	3	11
13	в то время	3	10
14	с одной стороны	7	10
15	мы не можем	3	9
16	о том что	5	9
17	на то что	5	9
18	но и в	4	9
19	на самом деле	2	8
20	с тем что	3	8
21	вместе с тем	7	8
22	в этом случае	3	8
23	не только в	5	7
24	то же самое	3	6
25	после того как	2	6
26	с самого начала	4	6
27	по себе а	2	5
28	может быть назван	2	5
29	то что в	2	5
30	по его мнению	2	4
31	и тот же	2	4
32	вопрос о том	2	4
33	мы видели что	3	4
34	не что иное	3	4
35	то время как	3	4
36	один и тот	2	4
37	на этот вопрос	2	4
38	что иное как	3	4
39	дело в том	3	4
40	бы то ни	2	3
41	так как оно	2	3
42	на первых порах	2	3
43	таким образом мы	3	3
44	если бы мы	2	3
45	могли бы быть	2	3
46	что он не	4	3
47	но так как	2	3
48	можно было бы	5	3
49	на первый взгляд	2	3
50	точно так же	8	3
51	потому что он	2	3
52	в большинстве случаев	4	3
53	в связи с	5	3
54	не вдаваясь в	2	3
55	со всех сторон	4	3
56	мы увидим что	8	3
57	в некоторых случаях	2	2
58	так же как	6	2
59	выше мы видели	3	2
60	т д то	2	2
61	то что она	2	2
62	уже с самого	2	2
63	мы должны будем	4	2
64	то ни было	2	2
65	в таких случаях	4	2
66	так как в	2	2
67	о том как	2	2
68	для нас не	2	2
69	так же и	2	2
70	а может быть	2	2
71	в этих случаях	10	2
72	но все же	7	2
73	же самое что	2	2
