N	2gram	Bakhtin_Pr	Russkaja
1	не может	31	22
2	и не	66	19
3	в том	17	17
4	в этом	40	17
5	с другом	4	14
6	и в	59	14
7	друг с	4	14
8	то что	21	13
9	точки зрения	36	11
10	то же	15	11
11	таким образом	22	11
12	в то	15	10
13	но и	22	10
14	же время	10	10
15	не только	26	9
16	том что	15	9
17	может быть	38	9
18	в себе	9	9
19	с точки	21	9
20	во всяком	5	9
21	того чтобы	5	8
22	как на	4	8
23	прежде всего	17	8
24	и с	10	7
25	о том	5	7
26	в данном	3	7
27	мы должны	6	7
28	самом деле	9	7
29	на самом	5	6
30	и для	5	6
31	в своих	5	6
32	и к	5	6
33	если бы	12	6
34	всяком случае	3	6
35	все это	12	6
36	для того	3	6
37	что он	16	6
38	в своем	12	6
39	для него	23	6
40	вопрос о	4	5
41	или иной	3	5
42	а в	9	5
43	было бы	10	5
44	хотя бы	5	5
45	из которых	3	5
46	и на	15	5
47	потому что	20	5
48	при этом	5	5
49	в нем	38	5
50	жизни в	3	5
51	в своей	17	5
52	себя и	4	5
53	конечно не	7	5
54	только в	15	5
55	никогда не	19	5
56	и только	2	5
57	он не	11	5
58	сих пор	3	5
59	между тем	5	5
60	во всех	8	5
61	по существу	5	5
62	до сих	3	5
63	а потому	4	5
64	что в	14	4
65	но не	13	4
66	его в	6	4
67	все же	9	4
68	себя в	5	4
69	не могут	6	4
70	не в	10	4
71	как и	21	4
72	в мире	10	4
73	как бы	40	4
74	все что	6	4
75	можно было	5	4
76	а лишь	3	4
77	приводит к	4	4
78	так как	11	4
79	тогда когда	2	4
80	что же	5	4
81	и т.д	2	4
82	жизни и	21	4
83	в его	44	4
84	со стороны	6	4
85	в их	5	4
86	то ни	3	4
87	точку зрения	9	4
88	в этой	5	4
89	в совершенно	2	4
90	себе и	3	4
91	вместе с	2	4
92	от того	4	4
93	в другое	3	4
94	бы то	3	4
95	данном случае	3	3
96	да и	3	3
97	все они	4	3
98	одна из	4	3
99	для этого	4	3
100	в большинстве	3	3
101	что все	5	3
102	точке зрения	5	3
103	лучшем случае	3	3
104	что для	4	3
105	в сознании	4	3
106	именно в	8	3
107	из этих	2	3
108	во что	2	3
109	ни одна	2	3
110	должно быть	4	3
111	не есть	2	3
112	всех этих	3	3
113	и потому	9	3
114	что оно	2	3
115	в конце	9	3
116	из них	8	3
117	ко всем	2	3
118	в самом	19	3
119	и как	10	3
120	в лучшем	3	3
121	несмотря на	7	3
122	для них	3	3
123	так чтобы	3	3
124	что и	10	3
125	конце концов	7	3
126	или в	2	3
127	лишь в	4	3
128	он сам	9	3
129	таким же	4	3
130	и во	2	3
131	говорить о	3	3
132	той или	3	3
133	и по	4	3
134	еще не	11	3
135	того что	4	3
136	что они	3	3
137	друг друга	10	3
138	не было	5	3
139	что может	2	3
140	тем что	5	3
141	ибо в	2	3
142	не о	3	2
143	и о	5	2
144	и от	3	2
145	не так	3	2
146	с этим	2	2
147	есть и	2	2
148	тем самым	3	2
149	были бы	5	2
150	следовательно и	2	2
151	большинстве случаев	3	2
152	ее в	2	2
153	для себя	5	2
154	при полном	2	2
155	тому что	3	2
156	к нему	13	2
157	чтобы в	2	2
158	она не	9	2
159	только с	2	2
160	но в	7	2
161	ни в	5	2
162	в котором	6	2
163	остается в	2	2
164	так же	10	2
165	их в	8	2
166	на себя	3	2
167	на почве	5	2
168	в начале	3	2
169	от друга	2	2
170	сама по	3	2
171	это в	3	2
172	и человек	2	2
173	людей и	2	2
174	даже и	2	2
175	в ней	8	2
176	уже не	14	2
177	на которой	2	2
178	на это	2	2
179	этот вопрос	3	2
180	в результате	6	2
181	благодаря этому	2	2
182	по отношению	17	2
183	но для	2	2
184	с самим	3	2
185	отношении к	3	2
186	отличается от	3	2
187	если не	2	2
188	и даже	4	2
189	а не	30	2
190	для нас	3	2
191	себя как	5	2
192	по этому	2	2
193	по себе	13	2
194	от него	3	2
195	мы можем	3	2
196	нисколько не	2	2
197	точно так	2	2
198	место в	2	2
199	к себе	2	2
200	проявляется в	2	2
201	отметить что	2	2
202	говорили в	2	2
203	и тем	2	2
204	другом случае	2	2
205	и вот	4	2
206	и что	2	2
207	но это	7	2
208	все эти	12	2
209	совершенно не	2	2
210	только для	2	2
211	и наконец	5	2
212	а с	4	2
213	является не	3	2
214	в этих	5	2
215	друг от	2	2
216	в частности	2	2
217	себя на	2	2
218	в таком	2	2
219	и есть	6	2
220	так что	3	2
221	как будто	4	2
222	друг другу	3	2
223	именно на	2	2
224	должна быть	4	2
225	его и	4	2
226	отношения к	4	2
227	в области	3	2
228	если же	3	2
229	всем этим	2	2
230	или нескольких	2	2
231	с ним	13	2
232	у него	9	2
233	к той	2	2
234	мы уже	4	2
235	в мировоззрении	3	2
236	том и	2	2
237	и более	2	2
238	ее он	3	2
