N	2gram	Voloshinov	Literetu
1	и не	4	47
2	не только	7	46
3	и в	16	44
4	может быть	17	43
5	при этом	6	41
6	но и	4	41
7	в том	3	39
8	в этом	9	38
9	том что	3	32
10	в частности	2	30
11	то что	3	29
12	то же	2	26
13	как и	2	23
14	так и	4	22
15	не может	8	22
16	я и	6	21
17	и т.п	2	20
18	прежде всего	9	19
19	как бы	5	18
20	точки зрения	8	17
21	в его	4	17
22	в этой	4	16
23	в жизни	2	16
24	не менее	2	15
25	только в	4	15
26	что он	2	14
27	и даже	4	14
28	как это	3	13
29	и его	8	13
30	к себе	3	12
31	в своей	2	12
32	еще не	5	12
33	о том	2	12
34	никогда не	2	11
35	с его	7	11
36	а в	3	11
37	в конечном	3	11
38	в основе	3	11
39	вместе с	3	11
40	в области	3	10
41	что в	3	10
42	отнюдь не	4	10
43	конечном счете	2	10
44	и на	4	10
45	жизни и	3	10
46	один из	2	9
47	в начале	2	9
48	с этой	2	9
49	едва ли	3	8
50	быть может	2	8
51	но в	4	8
52	того же	2	8
53	что не	2	8
54	для него	6	8
55	и как	3	8
56	с точки	6	8
57	художественного творчества	4	8
58	для всех	4	7
59	и других	2	7
60	для этого	2	7
61	и для	2	7
62	в самом	2	7
63	и с	8	7
64	в одном	3	7
65	в нем	4	7
66	он не	2	7
67	его в	4	6
68	при всей	2	6
69	самом деле	6	6
70	и др	3	6
71	было бы	2	6
72	во всех	3	6
73	с ее	4	6
74	и наконец	4	6
75	и только	9	6
76	у него	2	6
77	так как	4	5
78	не знает	2	5
79	что и	2	5
80	себя и	2	5
81	хотя бы	4	5
82	по аналогии	2	5
83	мы не	2	5
84	ни было	2	5
85	и к	6	5
86	для нас	2	4
87	нуждается в	5	4
88	только для	5	4
89	быть это	3	4
90	только на	3	4
91	и все	4	4
92	ту же	2	4
93	а потому	4	4
94	могут быть	3	4
95	в них	2	4
96	аналогии с	2	4
97	во всей	2	4
98	как мы	4	4
99	во всяком	3	4
100	тех же	3	4
101	но это	2	4
102	за пределы	2	4
103	к этому	2	4
104	сводится к	2	4
105	и вот	3	4
106	совершенно не	8	4
107	со всеми	2	4
108	в пределах	2	4
109	можно сказать	4	4
110	на этом	3	4
111	таким образом	9	4
112	и есть	3	4
113	отношения к	3	4
114	на самом	4	3
115	и потому	3	3
116	так же	2	3
117	но как	2	3
118	крайней мере	3	3
119	отношение к	5	3
120	за счет	2	3
121	из тех	2	3
122	своей жизни	2	3
123	а на	2	3
124	и о	2	3
125	в душе	2	3
126	они не	2	3
127	же как	2	3
128	все эти	5	3
129	не на	2	3
130	во время	3	3
131	ее в	2	3
132	на два	2	3
133	только то	2	3
134	сознания и	2	3
135	с их	3	3
136	мысли и	4	3
137	в этот	2	3
138	так называемый	2	3
139	он ищет	2	3
140	в этих	3	3
141	по крайней	3	3
142	в чем	5	3
143	что такое	5	3
144	не есть	2	3
145	путь к	2	3
146	в сознание	7	3
147	в итоге	2	3
148	всяком случае	3	3
149	все что	4	3
150	говорить о	2	3
151	мира и	3	3
152	с ним	2	3
153	для меня	2	2
154	если б	3	2
155	и притом	3	2
156	есть и	2	2
157	всех других	2	2
158	в свое	2	2
159	это последнее	2	2
160	в него	5	2
161	в общем	3	2
162	но мы	4	2
163	что на	2	2
164	всей жизни	2	2
165	и художественного	3	2
166	с ними	4	2
167	и по	2	2
168	и ее	4	2
169	всю жизнь	2	2
170	только как	3	2
171	сказать что	7	2
172	кажется что	2	2
173	к мировой	2	2
174	все то	2	2
175	нашего времени	2	2
176	и мы	2	2
177	с другими	3	2
178	из этих	2	2
179	между собою	2	2
180	на протяжении	2	2
181	есть в	2	2
182	нет и	2	2
183	как с	2	2
184	оно не	2	2
185	в большинстве	3	2
186	в историю	2	2
187	не можем	2	2
188	можно назвать	2	2
189	и теперь	3	2
190	реальности и	3	2
191	является по	2	2
192	на первый	2	2
193	на основе	2	2
194	но зато	2	2
