N	2gram	Tiupa_Narr	Hudozhes
1	в качестве	27	31
2	то есть	15	26
3	в мире	8	24
4	и в	22	23
5	не только	50	20
6	состоит в	19	20
7	в том	20	20
8	может быть	24	19
9	при этом	31	19
10	в частности	23	18
11	и не	34	16
12	тогда как	23	15
13	внутренней речи	3	14
14	но и	39	14
15	в рамках	6	13
16	а в	19	13
17	в себе	14	13
18	я в	7	13
19	но не	7	13
20	в тексте	17	13
21	а не	27	13
22	то же	12	12
23	такого рода	17	12
24	в этом	23	12
25	и его	12	12
26	так и	12	12
27	как бы	11	11
28	точки зрения	8	11
29	представляет собой	21	11
30	в его	12	11
31	сводится к	10	11
32	но в	10	10
33	по отношению	5	10
34	отношению к	5	10
35	не в	12	9
36	в душе	3	9
37	или иной	6	9
38	том что	15	9
39	коммуникативного события	9	9
40	художественного письма	4	9
41	присутствия в	3	9
42	не может	16	9
43	с другой	6	9
44	не сводится	8	9
45	своего рода	17	9
46	в то	9	8
47	себя в	4	8
48	в принципе	6	8
49	в области	4	8
50	в самом	8	7
51	и т.п	11	7
52	по своей	3	7
53	отношение к	2	7
54	внутреннего зрения	2	7
55	лишь в	3	7
56	в своей	8	7
57	только в	23	7
58	же время	7	7
59	как это	7	7
60	что в	6	7
61	отличие от	6	7
62	в отличие	6	7
63	не столько	2	7
64	в состав	5	6
65	всего лишь	8	6
66	более или	2	6
67	мы имеем	6	6
68	уже не	11	6
69	другой стороны	2	6
70	по сути	3	6
71	приводит к	2	6
72	а также	11	6
73	присутствия я	2	6
74	в нем	9	6
75	с ее	3	6
76	можно сказать	11	6
77	в ее	4	6
78	с его	6	6
79	или менее	2	6
80	тем самым	9	5
81	высказывания в	3	5
82	той или	7	5
83	или иначе	2	5
84	самим собой	3	5
85	конечном счете	4	5
86	в конечном	6	5
87	между ними	3	5
88	место в	3	5
89	как к	3	5
90	иначе говоря	14	5
91	для того	4	5
92	того чтобы	7	5
93	в виду	2	5
94	кто говорит	2	5
95	в ходе	4	5
96	а на	2	5
97	со стороны	14	5
98	не является	7	5
99	героя и	4	5
100	что он	7	5
101	то что	14	5
102	не менее	6	5
103	прежде всего	7	5
104	того что	7	5
105	мыслится как	2	5
106	для него	8	5
107	или иным	2	4
108	в слове	4	4
109	личности в	2	4
110	и то	3	4
111	сказать что	5	4
112	или иного	3	4
113	далеко не	6	4
114	это не	6	4
115	для себя	3	4
116	так в	4	4
117	того или	3	4
118	к тому	13	4
119	между тем	5	4
120	во времени	9	4
121	входит в	2	4
122	в данном	17	4
123	и т.д	7	4
124	во втором	6	4
125	жизни как	2	4
126	в форме	7	4
127	в другом	5	4
128	не знает	2	4
129	однако в	4	4
130	в силу	5	4
131	и как	4	4
132	еще не	6	4
133	и тем	9	4
134	внутренней заданности	2	4
135	сознания в	3	4
136	в этих	3	4
137	он не	8	4
138	не следует	3	4
139	и о	4	4
140	например в	2	4
141	в себя	3	4
142	в своем	7	4
143	хотя и	8	4
144	со своей	3	4
145	одного сознания	2	3
146	в жизни	9	3
147	к нему	5	3
148	и для	4	3
149	по своему	3	3
150	одно и	2	3
151	и притом	3	3
152	в произведении	2	3
153	и ее	3	3
154	не случайно	2	3
155	за пределами	3	3
156	автора и	2	3
157	в романе	3	3
158	в точке	2	3
159	в роли	2	3
160	чем и	2	3
161	читателя в	4	3
162	следует подчеркнуть	3	3
163	как и	15	3
164	того же	2	3
165	их в	4	3
166	говоря о	2	3
167	сводятся к	4	3
168	потому что	7	3
169	о чем	6	3
170	одной стороны	5	3
171	слова в	4	3
172	в русской	3	3
173	в целом	5	3
174	текста как	2	3
175	являет собой	5	3
176	к его	5	3
177	в свою	4	3
178	человеческой жизни	3	3
179	и к	7	3
180	во всех	2	3
181	одного и	2	3
182	картины мира	3	3
183	тем не	7	3
184	в культуре	3	3
185	а именно	2	3
186	субъекта и	2	3
187	из этих	6	3
188	связи с	3	3
189	и на	5	3
190	с языком	2	3
191	тому как	4	3
192	если бы	9	3
193	в той	4	3
194	не будет	2	3
195	как раз	9	3
196	с точки	2	3
197	сути дела	2	3
198	и адресата	2	3
199	для автора	2	3
200	и того	5	3
201	подобно тому	4	3
202	не обязательно	3	3
203	или даже	3	3
204	с этой	3	3
205	в связи	3	3
206	таким образом	5	3
207	в таком	4	3
208	и сам	4	3
209	в которой	2	3
210	в рассказе	10	3
211	и составляет	2	3
212	как правило	8	3
213	в пределах	2	3
214	в одном	5	3
215	художественного целого	2	3
216	с одной	5	3
217	текста в	4	3
218	человеческого я	6	3
219	но он	2	3
220	имеет место	4	3
221	и состоит	6	3
222	никогда не	8	2
223	о том	5	2
224	одной из	2	2
225	в литературе	8	2
226	жизни но	3	2
227	поскольку не	2	2
228	одна из	5	2
229	как в	9	2
230	начиная с	3	2
231	тот кто	2	2
232	одно из	2	2
233	говоря и	2	2
234	в повести	2	2
235	создает эффект	3	2
236	тому что	4	2
237	и потому	2	2
238	а для	4	2
239	коммуникативное событие	6	2
240	то в	4	2
241	свою жизнь	2	2
242	в молчание	2	2
243	речевой деятельности	2	2
244	идет о	3	2
245	могло быть	2	2
246	человеческого бытия	2	2
247	столь же	6	2
248	в чем	3	2
249	или в	7	2
250	системы эпизодов	2	2
251	строго говоря	2	2
252	вступает в	2	2
253	именно в	5	2
254	о жизни	2	2
255	жизни в	7	2
256	но как	3	2
257	к герою	2	2
258	все эти	3	2
259	было и	2	2
260	тем более	2	2
261	личности как	2	2
262	времени в	3	2
263	не всегда	4	2
264	о себе	2	2
265	мира и	2	2
266	не все	2	2
267	вслед за	4	2
268	времени и	9	2
269	структуре текста	2	2
270	оно не	4	2
271	что она	3	2
272	быть и	3	2
273	дело не	3	2
274	и конец	3	2
275	уже говорилось	2	2
276	значения и	2	2
277	могут служить	2	2
278	так же	2	2
279	об этом	8	2
280	может служить	5	2
281	свою очередь	2	2
282	войне и	2	2
283	и по	3	2
284	между собой	3	2
285	всякий раз	2	2
286	он и	2	2
287	я не	5	2
288	в известном	4	2
289	в итоге	4	2
290	в войне	2	2
291	отнюдь не	6	2
292	один из	8	2
293	собственно говоря	3	2
294	текста так	2	2
295	по себе	4	2
296	которая не	3	2
297	в пространстве	3	2
298	не вполне	3	2
299	восприниматься как	2	2
300	и мире	2	2
301	речь идет	3	2
302	не могло	3	2
303	классического реализма	4	2
304	ведет к	3	2
305	и рецептивного	2	2
306	роль в	4	2
307	к жизни	3	2
308	тем или	2	2
309	это и	2	2
310	равной степени	3	2
311	события в	3	2
312	мира в	4	2
313	к другому	2	2
314	с ними	5	2
315	между двумя	6	2
316	о его	3	2
317	что и	3	2
318	большей части	5	2
319	в году	2	2
320	художественного высказывания	2	2
321	в равной	3	2
322	одним из	2	2
323	не просто	2	2
324	к своему	2	2
325	более не	3	2
326	или напротив	3	2
327	новейшего времени	2	2
328	может оказаться	2	2
329	по мысли	8	2
330	нового времени	2	2
331	в формах	2	2
332	в случае	4	2
333	своей жизни	2	2
334	самом деле	4	2
335	в финале	3	2
336	и более	2	2
337	в нашем	4	2
338	в этой	8	2
339	человеческих отношений	2	2
340	жизни то	2	2
341	в организации	2	2
342	по большей	5	2
343	а с	2	2
344	в кадры	3	2
345	жизни а	4	2
346	с ним	6	2
347	что может	2	2
348	превращается в	2	2
349	который в	2	2
350	для обозначения	2	2
351	этих двух	2	2
352	в какой	2	2
353	начало и	3	2
354	вовсе не	2	2
355	в аспекте	3	2
356	чем это	2	2
357	имеем дело	4	2
358	является искусством	2	2
359	с читателем	2	2
360	у него	13	2
361	известном смысле	4	2
362	при всей	5	2
363	участок текста	3	2
