N	2gram	Potebnia_M	Problema
1	и в	48	182
2	то есть	53	165
3	и не	28	152
4	вовсе не	13	145
5	то что	37	144
6	не есть	24	113
7	не только	32	104
8	потому что	82	89
9	в этом	19	88
10	может быть	46	82
11	том что	28	81
12	в том	47	81
13	только в	29	73
14	сказать что	8	72
15	но и	30	70
16	в виде	3	69
17	у нас	2	68
18	и даже	3	66
19	по себе	26	64
20	не менее	9	58
21	о том	7	57
22	так и	17	56
23	тем не	7	56
24	а не	22	56
25	но в	8	55
26	так что	14	52
27	ни в	2	51
28	для нас	40	50
29	и вообще	4	48
30	в себе	26	48
31	при помощи	2	47
32	было бы	16	46
33	в своей	2	45
34	прежде всего	6	45
35	что в	30	44
36	в его	6	44
37	не в	24	43
38	таким образом	24	42
39	то же	35	42
40	если мы	2	42
41	так как	20	40
42	что мы	16	40
43	и то	13	40
44	что он	8	40
45	и что	13	40
46	не может	18	39
47	в этой	3	39
48	и тем	8	39
49	во всяком	4	39
50	как бы	10	39
51	в данном	3	38
52	никак не	3	37
53	хотя бы	3	37
54	того что	24	37
55	в нем	16	37
56	еще не	9	36
57	есть нечто	6	36
58	точки зрения	4	36
59	и все	5	36
60	и т	12	35
61	когда мы	4	35
62	и с	4	34
63	указывает на	8	34
64	как и	22	34
65	уже не	11	34
66	в таком	6	33
67	т д	5	33
68	же самое	3	33
69	в то	16	32
70	но не	8	32
71	в своем	6	31
72	связи с	6	31
73	все это	4	31
74	что такое	2	31
75	так же	6	31
76	но это	9	31
77	с другой	8	30
78	как мы	8	29
79	художественный образ	2	29
80	перед нами	3	29
81	все же	3	29
82	об этом	4	29
83	можно сказать	4	29
84	данном случае	3	28
85	и о	6	28
86	что же	3	28
87	есть только	9	28
88	мы не	17	28
89	а в	14	28
90	и как	8	27
91	и это	6	27
92	хотя и	3	27
93	ничего общего	2	27
94	по крайней	8	26
95	вместе с	22	26
96	это не	2	26
97	крайней мере	8	26
98	да и	2	26
99	другой стороны	4	26
100	и его	4	26
101	тем самым	11	25
102	с точки	3	25
103	и на	5	25
104	мы можем	13	25
105	всяком случае	3	25
106	на самом	4	24
107	тем более	9	24
108	не имеет	10	24
109	с тем	9	24
110	и вполне	2	24
111	и притом	3	23
112	а только	7	23
113	тут же	2	23
114	на то	6	23
115	таком случае	2	23
116	есть не	9	23
117	при этом	6	23
118	по своему	2	23
119	то и	10	23
120	никогда не	2	22
121	и если	4	22
122	сам по	9	22
123	его в	6	22
124	и есть	4	22
125	только на	4	22
126	нет ничего	2	22
127	значит что	2	22
128	что и	16	22
129	и от	5	22
130	другими словами	3	22
131	есть в	6	22
132	и к	5	22
133	мы должны	6	21
134	и без	9	21
135	для себя	3	21
136	сама по	3	21
137	в самом	11	21
138	говорить о	6	21
139	и только	5	21
140	и потому	9	20
141	как о	3	20
142	но как	2	20
143	для того	8	20
144	именно в	5	20
145	несмотря на	2	20
146	или в	4	20
147	тем что	13	20
148	в каком	8	19
149	но если	2	19
150	как нечто	3	19
151	если бы	20	19
152	но только	3	19
153	то это	9	19
154	если не	6	19
155	он не	4	19
156	с ним	10	19
157	уже в	10	19
158	самом деле	5	19
159	в них	9	19
160	как в	17	19
161	этом смысле	2	19
162	жизни и	3	19
163	того же	5	18
164	не будет	4	18
165	того чтобы	5	18
166	в ее	3	18
167	в этих	2	18
168	не было	12	18
169	не существует	5	18
170	в ней	11	18
171	ни о	3	17
172	мы уже	5	17
173	и здесь	3	17
174	но уже	2	17
175	в языке	19	17
176	без всякого	2	17
177	это и	2	17
178	совсем не	2	17
179	что они	2	17
180	есть именно	2	17
181	но даже	3	16
182	к тому	9	16
183	но все	2	16
184	художественного произведения	6	16
185	же в	3	16
186	между собою	13	16
187	в одно	8	16
188	далеко не	5	16
189	точно так	15	16
190	что она	4	16
191	в чем	6	15
192	и более	4	15
193	у него	3	15
194	что не	12	15
195	с этим	12	15
196	в той	2	15
197	что все	5	14
198	за пределы	2	14
199	людей и	2	14
200	все равно	5	14
201	сих пор	4	14
202	нас в	3	14
203	искусства и	3	14
204	этом случае	2	14
205	в котором	7	14
206	а это	2	14
207	с другими	9	14
208	только о	2	14
209	до сих	4	14
210	только при	2	13
211	который в	2	13
212	здесь только	4	13
213	в других	3	13
214	в их	2	13
215	бы и	4	13
216	действительности и	3	13
217	тому что	6	13
218	в области	3	13
219	есть ни	4	13
220	мы в	3	13
221	же и	3	13
222	сами по	3	13
223	из них	11	13
224	так или	2	12
225	что этот	2	12
226	не говоря	3	12
227	в которой	9	12
228	с одной	8	12
229	или по	2	12
230	в целом	5	12
231	что это	6	12
232	в начале	3	12
233	каждый раз	3	12
234	время как	3	12
235	в смысле	4	12
236	он сам	2	12
237	то время	7	12
238	и следовательно	3	11
239	могли бы	3	11
240	в истории	2	11
241	мы говорим	2	11
242	только не	5	11
243	тот же	2	11
244	в таких	4	11
245	не могут	7	11
246	одной стороны	4	11
247	по этому	2	11
248	и тогда	4	11
249	имеет значение	6	11
250	бы то	2	11
251	по поводу	8	11
252	и другое	3	11
253	и их	4	11
254	к нему	7	11
255	что его	3	11
256	заключается в	2	11
257	в искусстве	6	11
258	указание на	2	11
259	и сама	2	10
260	от нас	4	10
261	не то	6	10
262	один из	7	10
263	быть только	5	10
264	слова и	8	10
265	что у	4	10
266	что для	5	10
267	собственно говоря	2	10
268	в одном	4	10
269	которые мы	3	10
270	или менее	6	10
271	то или	2	10
272	что оно	12	10
273	внимание на	2	10
274	относится к	6	10
275	бы не	6	10
276	художественное произведение	6	10
277	есть то	3	10
278	более или	6	10
279	но он	3	10
280	вопрос о	2	9
281	человеческой жизни	3	9
282	тогда когда	20	9
283	здесь как	3	9
284	только тогда	13	9
285	она не	4	9
286	между прочим	5	9
287	представить себе	5	9
288	в буквальном	2	9
289	языка и	5	9
290	а может	2	9
291	был бы	2	9
292	и до	2	9
293	в сравнении	4	9
294	только для	3	9
295	и наконец	3	9
296	то он	2	9
297	в своих	2	9
298	их в	3	9
299	на себе	3	9
300	как знак	2	9
301	вообще и	2	9
302	но эта	3	9
303	нет и	2	9
304	известного рода	2	9
305	в которых	5	9
306	что даже	5	9
307	того как	10	9
308	что если	5	9
309	бы в	3	9
310	это было	3	9
311	о котором	2	9
312	бы мы	2	8
313	а потом	2	8
314	от всего	4	8
315	от этого	2	8
316	на его	4	8
317	иметь в	2	8
318	и по	5	8
319	никто не	5	8
320	для него	14	8
321	если в	2	8
322	не все	5	8
323	только что	12	8
324	с этой	2	8
325	в силу	7	8
326	и понятие	2	8
327	входит в	3	8
328	тем же	6	8
329	к его	2	8
330	том как	3	8
331	в сознании	36	8
332	а то	2	8
333	из этих	10	8
334	только потому	8	8
335	которое мы	2	8
336	если и	2	8
337	и при	5	8
338	ни было	2	8
339	во всем	2	8
340	конечно не	2	8
341	что при	3	8
342	находятся в	3	7
343	что на	3	7
344	в понятии	2	7
345	друг друга	6	7
346	времени и	2	7
347	это только	2	7
348	и значение	2	7
349	а с	4	7
350	одной из	3	7
351	она есть	2	7
352	а а	2	7
353	сознания и	2	7
354	его как	3	7
355	с понятием	3	7
356	в какой	3	7
357	в такой	2	7
358	оно не	7	7
359	но никак	2	7
360	все в	3	7
361	даже в	3	7
362	из себя	3	7
363	в науке	3	7
364	в это	2	7
365	даже не	2	7
366	эта последняя	4	7
367	но что	4	7
