N	3gram	Vygotskiy_	Freidism
1	с точки зрения	12	15
2	не может быть	14	14
3	в самом деле	13	10
4	в том что	21	9
5	во всяком случае	7	8
6	в то же	2	6
7	мы знаем что	3	6
8	то же время	2	6
9	можно сказать что	2	5
10	в таком случае	3	4
11	тем не менее	6	4
12	в этом отношении	7	4
13	сам по себе	4	4
14	не могут быть	2	4
15	мы увидим что	2	4
16	в зависимости от	6	4
17	на самом деле	6	4
18	в свою очередь	3	4
19	все то что	3	3
20	мы не можем	2	3
21	и той же	5	3
22	бы то ни	2	3
23	и тот же	2	3
24	о том что	9	3
25	в собственном смысле	3	3
26	так и в	2	3
27	один и тот	2	3
28	для того чтобы	11	3
29	только то что	2	3
30	в конечном счете	6	3
31	к тому чтобы	3	3
32	и не может	2	3
33	до сих пор	8	3
34	одной и той	5	3
35	мы видели что	2	3
36	то же самое	8	2
37	в применении к	2	2
38	благодаря тому что	2	2
39	том что он	2	2
40	к тому что	2	2
41	ни в какой	3	2
42	и тем не	2	2
43	том что она	5	2
44	мы никогда не	5	2
45	то или иное	2	2
46	таким образом в	2	2
47	тех же самых	2	2
48	заключается в том	13	2
49	в отличие от	4	2
50	в конце концов	6	2
51	с одной стороны	6	2
52	что и в	5	2
53	в чем же	2	2
54	в этом смысле	3	2
55	выходит за пределы	2	2
56	он не только	3	2
