N	3gram	Vygotskiy_	Psycholo
1	в том что	33	78
2	для того чтобы	20	70
3	на то что	5	55
4	в самом деле	6	51
5	заключается в том	12	36
6	о том что	7	34
7	то же самое	7	31
8	с точки зрения	12	29
9	с одной стороны	10	28
10	в сущности говоря	5	24
11	до сих пор	3	23
12	не может быть	4	23
13	к тому что	5	20
14	с другой стороны	8	20
15	в том чтобы	3	20
16	на самом деле	3	17
17	с самого начала	8	16
18	не только не	7	16
19	мы видим что	2	16
20	в зависимости от	2	15
21	во всяком случае	2	14
22	так же как	9	14
23	в этом отношении	7	14
24	в то время	4	14
25	само по себе	2	14
26	можно было бы	8	13
27	то время как	4	13
28	в конце концов	2	12
29	одной и той	3	12
30	этой точки зрения	7	12
31	и той же	3	12
32	то что он	3	11
33	подобно тому как	6	11
34	по сравнению с	9	11
35	только в том	2	10
36	с этой точки	7	10
37	вместе с тем	4	10
38	к тому чтобы	4	10
39	том что он	3	10
40	и то что	6	10
41	потому что в	4	9
42	не в состоянии	6	9
43	что он не	3	9
44	потому что он	7	9
45	никак не может	2	9
46	мы могли бы	15	9
47	в данном случае	3	9
48	таким образом что	2	9
49	в отличие от	3	9
50	и что в	2	9
51	не то что	4	9
52	мы знаем что	2	8
53	друг с другом	10	8
54	смысле этого слова	2	8
55	с тем что	3	8
56	бы сказать что	3	7
57	на этот вопрос	5	7
58	а с другой	3	7
59	состоит в том	7	7
60	именно то что	3	7
61	так как это	3	7
62	в свою очередь	4	7
63	можно сказать что	7	7
64	только то что	2	7
65	психологической точки зрения	2	7
66	в этом смысле	5	7
67	сама по себе	4	6
68	не что иное	2	6
69	именно потому что	3	6
70	так как она	2	6
71	что иное как	2	6
72	мы не можем	2	6
73	и что следовательно	2	6
74	друг к другу	3	6
75	и тот же	5	6
76	в лучшем случае	3	5
77	мы видели что	2	5
78	в собственном смысле	2	5
79	те же самые	4	5
80	же как и	2	5
81	ту же самую	3	5
82	о том как	3	5
83	мы видим в	2	5
84	показывает что в	3	5
85	один и тот	5	5
86	и в частности	3	5
87	вместо того чтобы	5	5
88	эта точка зрения	2	4
89	самом деле если	2	4
90	таким образом мы	2	4
91	все более и	3	4
92	лежит в основе	2	4
93	вопрос о том	4	4
94	от того что	6	4
95	в настоящее время	2	4
96	мы уже говорили	2	4
97	более и более	3	4
98	из того что	4	4
99	и не может	3	4
100	одного и того	8	4
101	таким образом в	2	4
102	в этой области	3	4
103	том что в	2	4
104	только тогда когда	2	4
105	принять во внимание	3	4
106	и того же	8	4
107	же самое что	2	4
108	то и другое	2	3
109	нам думается что	5	3
110	ничего общего с	3	3
111	несмотря на то	2	3
112	ответ на этот	2	3
113	потому что и	2	3
114	к выводу что	3	3
115	но он не	5	3
116	в этом случае	5	3
117	не могут быть	3	3
118	могли бы сказать	3	3
119	того чтобы сделать	2	3
120	того же самого	4	3
121	по аналогии с	2	3
122	то обстоятельство что	5	3
123	как это мы	2	3
124	по отношению к	19	3
125	тому что он	4	3
126	является то что	3	3
127	и в другом	3	3
128	друг от друга	5	3
129	мы будем иметь	2	3
130	в высшей степени	3	3
131	как мы видели	4	2
132	в первом случае	2	2
133	но при этом	2	2
134	но вместе с	3	2
135	на всем протяжении	5	2
136	именно в этом	3	2
137	кроме того что	2	2
138	но в этом	2	2
139	к этому вопросу	2	2
140	есть не что	2	2
141	в связи с	6	2
142	не иначе как	3	2
143	мере в какой	3	2
144	по своему значению	2	2
145	не до конца	2	2
146	все эти три	2	2
147	самой своей природе	2	2
148	тех или иных	2	2
149	что он должен	2	2
150	а не как	2	2
151	и что оно	2	2
152	в такой же	3	2
153	согласно этой теории	2	2
154	на первый план	2	2
155	мы не станем	2	2
156	это значит что	4	2
157	доказательство того что	2	2
158	кто не знает	2	2
159	совершенно другим путем	2	2
160	того факта что	3	2
161	не может не	3	2
162	в одинаковой мере	2	2
163	по самой своей	2	2
164	к одному и	3	2
165	тем или иным	2	2
166	одной стороны и	2	2
167	и тем самым	3	2
168	такой же мере	3	2
169	когда мы говорим	2	2
170	если бы оно	3	2
171	в той же	3	2
172	если принять во	2	2
173	мы имеем дело	2	2
174	на каждом шагу	3	2
