N	3gram	Vygotskiy_	Freidism
1	с точки зрения	34	15
2	не может быть	8	14
3	по отношению к	11	11
4	в самом деле	5	10
5	в том что	30	9
6	во всяком случае	5	8
7	в то же	2	6
8	в высшей степени	7	6
9	то же время	2	6
10	можно сказать что	5	5
11	как мы уже	4	5
12	с самого начала	9	5
13	на первый план	3	4
14	по ту сторону	2	4
15	в этом отношении	6	4
16	сам по себе	3	4
17	мы увидим что	2	4
18	в данном случае	5	4
19	в зависимости от	8	4
20	на самом деле	3	4
21	в свою очередь	3	4
22	с помощью которых	2	4
23	мы не можем	3	3
24	и той же	2	3
25	на этот вопрос	5	3
26	о том что	10	3
27	в собственном смысле	8	3
28	для того чтобы	19	3
29	только то что	2	3
30	в конечном счете	4	3
31	к тому чтобы	2	3
32	до сих пор	4	3
33	одной и той	2	3
34	если бы он	3	3
35	мы видели что	4	3
36	но вместе с	5	2
37	то же самое	4	2
38	благодаря тому что	3	2
39	а с другой	6	2
40	том что он	2	2
41	к тому что	3	2
42	ни в какой	2	2
43	в другом месте	6	2
44	то обстоятельство что	2	2
45	заключается в том	10	2
46	в отличие от	3	2
47	мы могли бы	9	2
48	с одной стороны	14	2
49	в этом смысле	3	2
