N	2gram	Bakhtin_Fr	Morfolog
1	может быть	10	61
2	таким образом	22	26
3	так как	7	20
4	мы имеем	2	19
5	не может	5	19
6	в этом	28	18
7	в этих	8	17
8	и в	68	17
9	и не	25	16
10	мы видим	9	15
11	перед нами	4	14
12	с этим	2	14
13	прежде всего	23	14
14	и др	9	12
15	связи с	8	12
16	видим что	2	12
17	а не	6	11
18	мы увидим	3	10
19	то же	14	10
20	в том	12	10
21	то что	11	10
22	так и	8	10
23	что в	14	10
24	что и	3	10
25	а затем	2	10
26	в связи	7	10
27	все же	6	9
28	но и	17	9
29	с другой	8	9
30	не только	21	8
31	но не	4	8
32	а в	3	8
33	имеем в	2	8
34	мы не	3	8
35	в качестве	2	8
36	как мы	18	8
37	том что	6	7
38	по отношению	3	7
39	или же	2	7
40	не менее	2	7
41	отношению к	2	7
42	а также	6	7
43	и здесь	5	7
44	точки зрения	8	7
45	один из	9	7
46	потому что	3	7
47	очень часто	2	6
48	это не	5	6
49	но это	5	6
50	во всех	8	6
51	и как	5	6
52	или в	3	6
53	во время	17	6
54	и другие	4	6
55	также и	6	6
56	подобно тому	2	6
57	в нашем	5	6
58	о том	5	6
59	с точки	4	6
60	в форме	3	6
61	как бы	7	6
62	вовсе не	18	6
63	одна из	3	5
64	ничего не	4	5
65	они и	4	5
66	и ее	3	5
67	хотя бы	2	5
68	было бы	4	5
69	об этом	3	5
70	со стороны	2	5
71	что он	7	5
72	как в	4	5
73	далеко не	3	5
74	прежде чем	2	5
75	между тем	3	5
76	в целом	3	5
77	видно что	4	5
78	главным образом	3	5
79	другой стороны	5	5
80	на его	4	5
81	тому как	2	5
82	там где	6	5
83	в других	4	5
84	все эти	16	5
85	что они	3	5
86	он не	11	5
87	хотя и	2	5
88	этот момент	2	5
89	сказать что	3	4
90	на самом	7	4
91	его в	7	4
92	так же	3	4
93	в то	14	4
94	можно было	3	4
95	к этому	6	4
96	есть и	4	4
97	тем что	6	4
98	еще не	3	4
99	самом деле	5	4
100	из них	8	4
101	но в	20	4
102	на котором	2	4
103	но все	5	4
104	и для	6	4
105	как и	17	4
106	входит в	2	4
107	уже не	2	4
108	и к	4	4
109	на этом	3	4
110	смысле слова	5	4
111	того чтобы	6	4
112	о его	2	4
113	мы уже	19	4
114	в таких	3	3
115	некоторые из	4	3
116	то в	2	3
117	но эти	4	3
118	но как	5	3
119	здесь не	5	3
120	в настоящее	2	3
121	в которой	6	3
122	это было	2	3
123	что это	4	3
124	и их	5	3
125	и у	2	3
126	одному из	2	3
127	друг друга	2	3
128	если бы	3	3
129	в последнем	2	3
130	в виде	2	3
131	это и	4	3
132	кроме того	5	3
133	связана с	4	3
134	сам он	3	3
135	имеется в	2	3
136	не в	2	3
137	для того	5	3
138	и при	2	3
139	у нас	4	3
140	в один	2	3
141	того что	3	3
142	здесь мы	3	3
143	так например	2	3
144	для этой	3	3
145	к нему	4	3
146	это уже	2	3
147	они не	4	3
148	ни в	6	3
149	с того	2	3
150	в большинстве	3	3
151	настоящее время	2	3
152	большинстве случаев	3	3
153	в начале	5	3
154	и что	2	3
155	и по	4	3
156	же в	2	3
157	и его	26	3
158	только в	9	3
159	в сущности	15	3
160	и есть	5	3
161	в этой	15	3
162	по всему	2	3
163	с его	6	3
164	их как	2	2
165	данном случае	3	2
166	в доме	3	2
167	себя в	2	2
168	в данном	5	2
169	мы пока	2	2
170	из этих	2	2
171	этого нельзя	3	2
172	одной стороны	4	2
173	со смертью	3	2
174	дело не	3	2
175	живой и	2	2
176	во второй	2	2
177	в другом	3	2
178	также в	2	2
179	нашу задачу	2	2
180	и даже	7	2
181	и тот	4	2
182	роль в	7	2
183	в числе	3	2
184	очень важный	2	2
185	играют в	2	2
186	нельзя было	3	2
187	превращается в	4	2
188	этом отношении	4	2
189	не на	2	2
190	в частности	4	2
191	только для	6	2
192	одним из	2	2
193	и за	3	2
194	вот как	4	2
195	носит характер	2	2
196	право на	2	2
197	в чем	3	2
198	наших дней	5	2
199	с одной	5	2
200	и более	2	2
201	и дает	2	2
202	одной из	3	2
203	без всякой	2	2
204	не так	3	2
205	и этот	2	2
206	их в	7	2
207	ни одной	2	2
208	в своих	7	2
209	здесь только	3	2
210	в различных	2	2
211	быть и	2	2
212	но они	4	2
213	же они	2	2
214	не входит	2	2
215	но здесь	3	2
216	в основу	2	2
217	в одной	3	2
218	всяком случае	2	2
219	до наших	5	2
220	как они	2	2
221	должны быть	2	2
222	вряд ли	3	2
223	что эта	2	2
224	все это	6	2
225	в основе	7	2
226	у него	14	2
227	как будто	2	2
228	например в	2	2
229	можно сказать	2	2
230	но оно	2	2
231	из его	2	2
232	который в	2	2
233	момент в	2	2
234	для него	7	2
235	в одном	7	2
236	во всяком	2	2
237	по своему	3	2
238	тем же	2	2
239	чем в	2	2
