N	2gram	Voloshinov	Problema
1	и в	42	182
2	то есть	5	165
3	и не	14	152
4	вовсе не	2	145
5	то что	9	144
6	не есть	2	113
7	не только	28	104
8	потому что	7	89
9	в этом	10	88
10	может быть	13	82
11	том что	3	81
12	в том	3	81
13	не просто	4	80
14	только в	7	73
15	сказать что	3	72
16	но и	16	70
17	у нас	4	68
18	также и	2	68
19	и даже	3	66
20	даже и	2	63
21	о том	4	57
22	так и	7	56
23	а не	7	56
24	но в	5	55
25	для нас	3	50
26	и вообще	2	48
27	отнюдь не	10	48
28	в себе	10	48
29	было бы	7	46
30	в своей	2	45
31	прежде всего	22	45
32	в его	6	44
33	все эти	3	43
34	не в	6	43
35	таким образом	8	42
36	то же	16	42
37	если мы	4	42
38	так как	8	40
39	что мы	11	40
40	и то	5	40
41	что он	2	40
42	не может	13	39
43	в этой	6	39
44	и тем	7	39
45	как бы	30	39
46	той или	4	38
47	хотя бы	18	37
48	того что	4	37
49	в нем	6	37
50	еще не	3	36
51	точки зрения	11	36
52	и все	4	36
53	когда мы	6	35
54	в виду	3	34
55	и с	5	34
56	как и	12	34
57	уже не	4	34
58	не является	5	33
59	или иной	6	33
60	же самое	5	33
61	в то	9	32
62	здесь не	2	32
63	но не	2	32
64	в конце	6	31
65	связи с	3	31
66	все это	4	31
67	что такое	4	31
68	так же	4	31
69	но это	2	31
70	ясно что	2	30
71	и для	3	30
72	как мы	10	29
73	перед нами	3	29
74	все же	9	29
75	об этом	3	29
76	в связи	2	29
77	можно сказать	4	29
78	что же	8	28
79	мы не	9	28
80	а в	5	28
81	и как	10	27
82	ничего не	8	27
83	и это	8	27
84	хотя и	3	27
85	еще и	2	26
86	знак и	2	26
87	вместе с	5	26
88	это не	3	26
89	да и	4	26
90	и его	7	26
91	тем самым	8	25
92	с точки	5	25
93	и на	7	25
94	мы можем	7	25
95	на самом	3	24
96	с тем	8	24
97	в нашем	5	24
98	есть не	2	23
99	при этом	9	23
100	конце концов	3	23
101	в качестве	4	23
102	по своему	3	23
103	никогда не	7	22
104	и является	5	22
105	его в	4	22
106	только на	3	22
107	нет ничего	2	22
108	что и	3	22
109	и от	7	22
110	другими словами	7	22
111	и к	4	22
112	мы должны	10	21
113	и без	4	21
114	в самом	5	21
115	и потому	2	20
116	но как	2	20
117	для того	9	20
