N	2gram	Propp_Isto	RusskieA
1	и в	41	79
2	в том	14	64
3	том что	18	59
4	что в	21	57
5	т е	34	54
6	не только	30	41
7	во время	7	38
8	так как	21	34
9	в этом	19	33
10	и другие	10	33
11	как бы	8	31
12	но и	20	31
13	в других	6	30
14	как и	8	28
15	может быть	19	28
16	и на	12	28
17	одна из	7	24
18	и т	29	23
19	о том	15	23
20	при этом	7	22
21	т д	25	21
22	это не	14	20
23	е в	2	20
24	как мы	6	20
25	а в	12	20
26	там же	3	20
27	из них	2	19
28	представляют собой	5	18
29	все это	9	18
30	с тем	8	17
31	потому что	13	17
32	показывает что	12	17
33	то что	12	17
34	об этом	7	17
35	таким образом	15	17
36	вместе с	17	17
37	мы не	10	16
38	во многих	2	16
39	один из	7	15
40	у нас	4	14
41	мы видели	17	14
42	для нас	8	14
43	не менее	5	14
44	в них	4	14
45	как это	6	14
46	тем не	4	14
47	и не	12	14
48	и с	4	14
49	и что	15	14
50	так что	6	13
51	и по	7	13
52	к этому	5	13
53	не может	19	13
54	еще не	13	13
55	как в	17	13
56	уже не	8	13
57	в которых	2	13
58	в день	2	13
59	в некоторых	2	13
60	этот обряд	2	12
61	в виде	5	12
62	этом случае	4	12
63	мы имеем	27	12
64	тем что	11	12
65	а на	2	11
66	следующим образом	4	11
67	но это	5	11
68	мы увидим	6	11
69	не имеет	6	11
70	далеко не	3	11
71	в лесу	3	11
72	его в	7	10
73	и других	2	10
74	так и	8	10
75	по существу	5	10
76	так например	5	10
77	все же	14	10
78	что и	13	10
79	а также	2	10
80	том чтобы	3	10
81	представляет собой	8	10
82	или в	11	10
83	данном случае	7	9
84	о чем	2	9
85	но в	7	9
86	и все	6	9
87	что они	5	9
88	того как	5	9
89	с ней	4	9
90	то же	12	9
91	но не	8	9
92	видно что	7	9
93	земли и	3	9
94	так же	6	8
95	после этого	8	8
96	того что	7	8
97	в данном	8	8
98	на себя	3	8
99	их в	3	8
100	связи с	3	8
101	представление о	9	8
102	что это	6	8
103	не все	4	8
104	во всех	8	8
105	ее в	3	8
106	для того	2	8
107	в этих	16	8
108	что по	2	8
109	в своем	3	7
110	мы должны	7	7
111	ничего не	7	7
112	начиная с	2	7
113	в свете	4	7
114	не в	12	7
115	главным образом	3	7
116	а с	3	7
117	в руках	2	7
118	к нему	8	7
119	предположить что	6	7
120	по этому	3	7
121	было бы	4	7
122	из этих	6	7
123	в это	3	7
124	и как	3	7
125	мы рассмотрим	6	7
126	еще в	3	7
127	не можем	3	7
128	не совсем	3	7
129	только в	10	7
130	связанные с	3	7
131	как будто	4	7
132	а не	9	7
133	с собой	7	6
134	в этой	2	6
135	не будем	2	6
136	должно было	2	6
137	должны были	4	6
138	и у	3	6
139	друг друга	2	6
140	в их	4	6
141	не всегда	6	6
142	только на	2	6
143	тому что	2	6
144	она не	3	6
145	к тому	4	6
146	что этот	4	6
147	в нем	12	6
148	так в	10	6
149	же как	6	6
150	с ними	2	6
151	все эти	8	6
152	связаны с	4	6
153	этого обычая	4	6
154	в качестве	5	6
155	но она	2	6
156	в одном	2	6
157	выше мы	4	6
158	что она	6	6
159	эти представления	7	6
160	и о	2	6
161	при изучении	2	6
162	и сл	2	6
163	что здесь	10	6
164	должен был	2	6
165	на земле	6	6
166	но они	4	6
167	или с	2	6
168	после того	6	6
169	и пр	2	6
170	и более	2	6
171	в обряде	3	6
172	видели что	4	6
173	этого обряда	2	6
174	после чего	5	6
175	вопрос о	6	5
176	в тех	8	5
177	вплоть до	2	5
178	их на	2	5
179	к себе	4	5
180	но если	2	5
181	нас к	5	5
182	тогда когда	3	5
183	что он	29	5
184	это представление	12	5
185	прежде всего	6	5
186	и др	4	5
187	к ним	3	5
188	с этим	3	5
189	в то	6	5
190	в народе	3	5
191	в целом	2	5
192	некоторые другие	2	5
193	кладут в	2	5
194	тогда как	4	5
195	в связи	3	5
196	там где	7	5
197	не было	3	5
198	например в	6	5
199	тот же	2	5
200	в его	4	5
201	то и	6	5
202	его с	2	5
203	можно было	3	5
204	в особенности	2	5
205	в русских	3	5
206	стоит в	3	5
207	чаще всего	8	5
208	в целях	2	5
209	не с	2	5
210	с целью	2	5
211	с другой	20	5
212	эти обряды	2	5
213	или даже	3	5
214	с ним	9	5
215	мы уже	10	5
216	этих случаях	18	5
217	в таких	3	4
218	показывают что	7	4
219	которые в	3	4
220	если в	3	4
221	и ее	6	4
222	но есть	5	4
223	он же	2	4
224	у них	3	4
225	и при	2	4
226	нас не	2	4
227	связано с	7	4
228	таким же	2	4
229	в руки	2	4
230	здесь мы	11	4
231	от них	2	4
232	своего рода	7	4
233	но эти	3	4
234	в основном	2	4
235	и там	6	4
236	в образе	4	4
237	не столько	4	4
238	могут быть	3	4
239	и под	3	4
240	на землю	4	4
241	и до	2	4
242	во всяком	3	4
243	в основе	2	4
244	и от	5	4
245	дело не	5	4
246	по всей	2	4
247	к ней	3	4
248	за ним	3	4
249	и здесь	13	4
250	не просто	3	4
251	кроме того	6	4
252	та же	5	4
253	из земли	3	4
254	она в	4	4
255	приводит нас	2	4
256	что иное	2	4
257	такой же	3	4
258	и из	2	4
259	но все	5	4
260	что у	6	4
261	не подтверждается	2	4
262	их не	3	4
263	для объяснения	3	4
264	именно в	2	4
265	в котором	3	4
266	девушки в	2	4
267	этот вопрос	3	4
268	уже в	4	4
269	в ней	4	4
270	всяком случае	3	4
271	то время	4	4
272	в середине	2	4
273	во всем	2	4
274	и после	2	4
275	женщины и	2	4
276	но он	4	4
277	никогда не	16	3
278	на глазах	2	3
279	под землей	6	3
280	всех этих	6	3
281	ее и	2	3
282	на колени	2	3
283	интересами и	2	3
284	его к	2	3
285	смерти и	2	3
286	том как	3	3
287	в одной	3	3
288	и через	2	3
289	в форме	4	3
290	есть и	6	3
291	тут же	2	3
292	как он	11	3
293	раньше чем	4	3
294	в одно	2	3
295	мы здесь	3	3
296	возможно что	4	3
297	или менее	3	3
298	и такие	3	3
299	представления о	13	3
300	и другое	4	3
301	мы знаем	4	3
302	в отдельности	3	3
303	ноги и	2	3
304	и это	9	3
305	более или	3	3
306	на другой	2	3
307	точки зрения	4	3
308	можно предположить	3	3
309	этот случай	16	3
310	связь с	7	3
311	в различных	3	3
312	живет в	2	3
313	и те	2	3
314	такое же	3	3
315	же не	2	3
316	в области	3	3
317	по наблюдениям	2	3
318	и некоторые	2	3
319	в ее	3	3
320	но вместе	2	3
321	сюда же	2	3
322	в своей	4	3
323	он был	2	3
324	смерти в	2	3
325	в другое	2	3
326	из самых	2	3
327	нечто вроде	4	3
328	хотя и	3	3
329	увидим что	2	3
330	и то	3	3
331	с водой	2	3
332	совершенно очевидно	2	3
333	такое объяснение	3	3
334	независимо от	3	3
335	домой и	2	3
336	ее на	5	3
337	говорилось выше	3	3
338	это в	3	3
339	по отношению	3	3
340	и наоборот	2	3
341	в которой	2	3
342	которые не	2	3
343	от этого	2	3
344	на него	3	3
345	в эту	3	3
346	если бы	3	3
347	известно что	3	3
348	на небо	10	3
349	на первый	6	3
350	для этой	2	3
351	а именно	12	3
352	нами выше	3	3
353	окно и	2	3
354	можно сделать	2	3
355	представлений о	4	3
356	отношению к	3	3
357	сих пор	5	3
358	в воде	2	3
359	с одной	12	3
360	это конечно	2	3
361	на этот	4	3
362	восходит к	3	3
363	ее к	2	3
364	думать что	3	3
365	на то	5	3
366	такая форма	2	3
367	представления не	3	3
368	все что	4	3
369	в русской	8	3
370	когда он	5	3
371	и этим	7	3
372	из которых	3	3
373	эта связь	7	3
374	находится в	2	3
375	довольно много	2	3
376	сводится к	3	3
377	говорит о	2	3
378	здесь не	4	3
379	и его	11	3
380	по его	2	3
381	как на	3	3
382	как только	5	3
383	что именно	2	3
384	уже видели	3	3
385	по содержанию	2	3
386	до сих	4	3
387	наши наблюдения	2	2
388	очень ясно	4	2
389	здесь имеем	3	2
390	в золотой	4	2
391	только у	2	2
392	например на	2	2
393	не имеют	3	2
394	в себе	3	2
395	от него	6	2
396	всей европе	2	2
397	он показывает	7	2
398	заключить что	2	2
399	перед нами	4	2
400	этим не	2	2
401	не дают	2	2
402	царство мертвых	5	2
403	у некоторых	2	2
404	в силу	2	2
405	в конце	4	2
406	отношение к	6	2
407	и наконец	6	2
408	что между	4	2
409	должен быть	2	2
410	и тем	4	2
411	а как	2	2
412	же можно	4	2
413	в частности	3	2
414	на место	2	2
415	в один	2	2
416	в ряд	3	2
417	себе в	3	2
418	мертвых и	3	2
419	не так	4	2
420	в реках	2	2
421	эти материалы	4	2
422	в него	4	2
423	тот кто	5	2
424	но так	4	2
425	но мы	3	2
426	приведенные материалы	3	2
427	участие в	2	2
428	к этой	2	2
429	они не	4	2
430	этим объясняется	2	2
431	в более	3	2
432	ту же	3	2
433	не единственная	2	2
434	тех случаях	7	2
435	глухую полночь	2	2
436	характер в	2	2
437	одной стороны	12	2
438	в приведенных	3	2
439	такие представления	2	2
440	ответ на	6	2
441	между прочим	3	2
442	очень много	2	2
443	сказки о	2	2
444	не говорится	3	2
445	к заключению	2	2
446	в сказке	57	2
447	и свои	2	2
448	между двумя	2	2
449	описывается как	3	2
450	когда в	3	2
451	мы видим	14	2
452	и когда	2	2
453	и дело	2	2
454	под влиянием	2	2
455	случаях когда	7	2
456	этой связи	2	2
457	силу и	3	2
458	в дальнейшем	3	2
459	что эти	4	2
460	можно сказать	3	2
461	обращается к	4	2
462	три раза	2	2
463	относится к	2	2
464	на ту	2	2
465	с его	4	2
466	некоторое время	2	2
467	в одну	3	2
468	сказать что	5	2
469	он не	8	2
470	нет в	2	2
471	что если	2	2
472	когда мы	2	2
473	на ней	5	2
474	право на	5	2
475	в сказках	4	2
476	другой стороны	17	2
477	значит что	3	2
478	и он	8	2
479	в начале	2	2
480	тем более	2	2
481	огонь и	3	2
482	его как	2	2
483	обе стороны	2	2
484	этом и	2	2
485	и даже	3	2
486	мы можем	11	2
487	случаи когда	4	2
488	чтобы получить	2	2
489	не будут	2	2
490	становится ясным	2	2
491	ее с	2	2
492	с этой	7	2
493	не ясно	2	2
494	как у	2	2
495	в античности	5	2
496	по всему	3	2
497	быть только	2	2
498	не могло	2	2
499	на западе	2	2
500	на тот	2	2
501	с обрядами	2	2
502	в жизни	2	2
503	вытекает из	2	2
504	но тем	2	2
505	ни с	2	2
506	и так	2	2
507	не случайно	3	2
508	в чем	5	2
509	что такое	2	2
510	если это	2	2
511	уже знаем	5	2
512	был в	2	2
513	в царство	10	2
514	и если	4	2
515	оно не	2	2
516	в другой	3	2
517	они представляют	2	2
518	из всего	3	2
519	но что	2	2
520	если он	5	2
521	по себе	2	2
522	и действительно	4	2
523	они же	3	2
524	ту сторону	2	2
525	также не	3	2
526	к другому	2	2
527	от нее	2	2
528	из этого	2	2
529	землю и	2	2
530	представлениями о	3	2
531	две формы	2	2
532	у него	16	2
533	как его	2	2
534	как обычай	2	2
535	но оно	3	2
536	но эта	2	2
537	что при	3	2
538	или когда	3	2
539	все в	2	2
540	более поздняя	3	2
541	из одного	3	2
