N	2gram	Vygotskiy_	Stilisti
1	и в	38	42
2	как бы	17	30
3	не только	16	28
4	и т.п	3	25
5	прежде всего	6	22
6	и т.д	8	21
7	хотя бы	2	18
8	внутренней речи	19	18
9	то же	18	16
10	но и	9	16
11	и не	16	14
12	не может	11	13
13	может быть	25	13
14	как и	20	12
15	точки зрения	27	11
16	что мы	18	11
17	мы уже	8	11
18	в себе	9	10
19	и как	11	10
20	отнюдь не	6	10
21	мы должны	15	10
22	в этом	35	10
23	как мы	14	10
24	в то	5	9
25	для того	14	9
26	все же	11	9
27	то что	27	9
28	при этом	13	9
29	мы не	14	9
30	тем самым	6	8
31	так как	19	8
32	и это	7	8
33	речевого общения	5	8
34	с тем	18	8
35	в ней	3	8
36	таким образом	36	8
37	с его	3	8
38	никогда не	11	7
39	другими словами	3	7
40	и от	5	7
41	в которой	4	7
42	речевое общение	4	7
43	мы можем	13	7
44	зависимости от	7	7
45	и той	7	7
46	так и	11	7
47	потому что	14	7
48	слов и	5	7
49	только в	16	7
50	а не	7	7
51	и на	9	7
52	того чтобы	15	7
53	в зависимости	6	7
54	было бы	15	7
55	и его	5	7
56	той же	8	7
57	и тем	8	7
58	одно и	7	6
59	или иной	3	6
60	когда мы	2	6
61	бы в	5	6
62	во всех	3	6
63	не в	10	6
64	в области	9	6
65	или как	2	6
66	речи и	11	6
67	в нем	4	6
68	в свою	4	6
69	в процессе	33	6
70	на его	5	6
71	в его	22	6
72	в форме	2	6
73	слова в	8	6
74	в этой	7	6
75	мы будем	4	6
76	с помощью	64	6
77	и то	9	5
78	все время	6	5
79	того или	2	5
80	независимо от	5	5
81	в нашем	2	5
82	внутренняя речь	5	5
83	мы никогда	3	5
84	мы увидим	4	5
85	слова и	8	5
86	не является	13	5
87	и их	4	5
88	самом деле	4	5
89	как это	16	5
90	а с	4	5
91	мы видели	8	5
92	но все	4	5
93	и является	2	5
94	тому что	3	5
95	а в	7	5
96	но в	4	5
97	или иного	2	5
98	те же	6	5
99	в самом	8	5
100	и с	5	5
101	уже в	10	5
102	в той	2	5
103	с точки	11	5
104	же самое	9	5
105	в живом	3	5
106	вместе с	18	5
107	что это	8	4
108	в одном	4	4
109	так же	26	4
110	внешней речи	6	4
111	его в	8	4
112	на него	2	4
113	если бы	12	4
114	что именно	3	4
115	не что	2	4
116	необходимым условием	2	4
117	были бы	3	4
118	свою очередь	3	4
119	того что	17	4
120	самого начала	6	4
121	можно было	10	4
122	один из	8	4
123	одной и	6	4
124	и все	5	4
125	в каждом	2	4
126	с самого	6	4
127	к тому	8	4
128	о том	6	4
129	если мы	12	4
130	уже не	3	4
131	и к	9	4
132	речь и	4	4
133	в целом	22	4
134	мы называем	4	4
135	не знаем	2	4
136	мы видим	13	4
137	той или	2	4
138	не просто	3	4
139	связаны с	4	4
140	все это	8	4
141	в качестве	25	4
142	заключает в	3	4
143	можно сказать	2	4
144	в слове	3	4
145	тем же	8	4
146	сказать что	10	3
147	связь и	2	3
148	и развития	3	3
149	это не	5	3
150	человеческой речи	9	3
