N	2gram	Vygotskiy_	Vvedenie
1	и т	12	45
2	т д	6	39
3	в том	50	38
4	в этом	30	35
5	и в	55	35
6	том что	46	30
7	может быть	34	30
8	не только	24	26
9	для того	45	23
10	того чтобы	43	22
11	таким образом	35	21
12	не может	15	19
13	то что	69	19
14	потому что	48	18
15	со стороны	3	16
16	о том	24	16
17	только в	12	16
18	так как	20	15
19	представляет собой	2	14
20	и не	19	13
21	что в	43	13
22	в самом	18	13
23	в нем	13	13
24	и именно	8	13
25	в их	3	12
26	того что	12	12
27	что такое	2	12
28	точки зрения	15	12
29	в его	8	12
30	как на	15	12
31	этом смысле	4	11
32	в данном	4	11
33	то же	16	11
34	по себе	13	11
35	в ее	3	11
36	как мы	6	11
37	ясно что	10	11
38	вопрос о	6	10
39	не в	12	10
40	прежде всего	6	10
41	но в	7	10
42	в той	3	10
43	между тем	4	10
44	из этих	4	9
45	и как	10	9
46	все же	11	9
47	представляют собой	2	9
48	но не	9	9
49	дело с	5	9
50	это не	9	8
51	можно было	6	8
52	о котором	9	8
53	с другой	12	8
54	именно в	9	8
55	в качестве	2	8
56	и то	12	7
57	самом деле	17	7
58	сих пор	9	7
59	как и	9	7
60	как бы	33	7
61	в большей	2	7
62	этот вопрос	6	7
63	смысле слова	2	7
64	представить себе	2	7
65	но и	16	7
66	было бы	15	7
67	до сих	9	7
68	сказать что	14	6
69	его в	2	6
70	не могут	4	6
71	как например	2	6
72	том чтобы	7	6
73	хотя бы	5	6
74	иное как	2	6
75	об этом	5	6
76	и даже	4	6
77	но если	3	6
78	тем что	8	6
79	как он	6	6
80	в какой	5	6
81	так например	5	6
82	на этот	7	6
83	с тем	10	6
84	и это	13	6
85	а в	7	6
86	в которых	4	6
87	могут быть	8	6
88	в то	6	6
89	один из	9	6
90	в руки	3	6
91	и что	45	6
92	и его	10	6
93	все это	8	6
94	же время	2	6
95	этом случае	2	6
96	вовсе не	8	6
97	вместе с	16	6
98	данном случае	4	5
99	дело в	4	5
100	имеет дело	4	5
101	не что	2	5
102	в виду	5	5
103	и тем	6	5
104	а как	3	5
105	связь между	2	5
106	с этой	5	5
107	что он	30	5
108	так что	8	5
109	т п	5	5
110	что иное	2	5
111	в течение	2	5
112	что не	5	5
113	смотреть на	3	5
114	как это	16	5
115	есть не	7	5
116	не есть	4	5
117	она есть	2	5
118	другой стороны	8	5
119	в них	7	5
120	уже в	7	5
121	в целом	7	5
122	внимание на	4	5
123	что и	11	5
124	не просто	6	5
125	а не	16	5
126	приходим к	2	5
127	во всяком	2	5
128	да и	4	4
129	должен был	7	4
130	само по	3	4
131	по сравнению	4	4
132	в результате	6	4
133	мы имеем	10	4
134	о чем	4	4
