N	2gram	Trubetskoy	Istorich
1	и в	24	181
2	может быть	17	115
3	не только	10	114
4	что он	7	111
5	что в	9	90
6	но и	11	85
7	в этом	13	81
8	так как	7	75
9	то что	18	73
10	таким образом	34	72
11	вместе с	7	71
12	и не	9	67
13	все же	15	65
14	в этих	3	64
15	еще не	6	63
16	не может	18	61
17	так же	8	57
18	то же	4	56
19	никогда не	4	56
20	в том	31	53
21	том что	20	53
22	с другой	6	52
23	а в	3	52
24	потому что	9	52
25	что и	7	51
26	и что	9	51
27	мы видели	2	49
28	о том	7	48
29	его в	5	47
30	не в	9	47
31	другой стороны	5	46
32	мы должны	4	44
33	но в	5	44
34	это не	3	43
35	и его	2	43
36	мы знаем	10	42
37	в нем	3	42
38	только в	6	42
39	представление о	3	41
40	в его	5	38
41	для нас	3	38
42	и на	6	38
43	так и	10	37
44	он не	4	37
45	как и	10	37
46	мы уже	4	37
47	мы можем	6	36
48	знаем что	8	36
49	с тем	4	35
50	что они	2	35
51	все эти	19	35
52	что это	5	34
53	но не	3	34
54	связи с	4	34
55	у него	5	34
56	же как	3	33
57	сих пор	15	32
58	прежде всего	3	31
59	при помощи	3	30
60	с этим	12	30
61	до сих	15	30
62	с одной	3	30
63	к нему	2	30
64	но все	5	29
65	как мы	3	29
66	одной стороны	2	29
67	этом случае	4	29
68	что она	2	28
69	и с	5	28
70	так что	6	27
71	того что	7	27
72	в ней	3	26
73	на него	2	26
74	вопрос о	3	25
75	в дальнейшем	4	25
76	было бы	3	24
77	если бы	8	24
78	в виде	4	24
79	что мы	4	24
80	к этому	5	24
81	не менее	7	24
82	все это	13	23
83	тем не	4	23
84	в частности	2	23
85	показывают что	2	23
86	в этой	7	23
87	их в	2	23
88	и это	3	23
89	как бы	10	23
90	при этом	9	22
91	и по	3	22
92	с ним	6	22
93	совершенно ясно	2	21
94	это представление	3	21
95	в другом	2	21
96	к тому	8	21
97	они не	2	21
98	в связи	3	21
99	другими словами	2	20
100	она не	2	20
101	одна из	2	20
102	из них	5	20
103	в силу	7	20
104	из этих	8	20
105	а затем	2	19
106	что у	2	19
107	на том	2	19
108	в тех	3	19
109	на то	9	19
110	в данном	3	18
111	вовсе не	2	18
112	в то	6	18
113	по существу	7	17
114	то и	2	17
115	и только	2	17
116	очень много	3	17
117	в них	2	17
118	выше мы	4	17
119	не вполне	3	16
120	всех этих	4	16
121	и все	9	16
122	между двумя	5	16
123	в котором	2	16
124	этот вопрос	2	16
125	во всех	10	16
126	данном случае	3	15
127	в целом	5	15
128	даже в	3	15
129	и то	4	15
130	друг друга	2	15
131	в которых	2	15
132	как будто	5	15
133	и там	2	15
134	что при	7	15
135	от него	3	14
136	отношение к	4	14
137	у нас	3	14
138	должна быть	6	14
139	с этой	3	14
140	на вопрос	4	14
141	отношению к	11	14
142	из которых	4	14
143	и ее	2	14
144	по отношению	11	14
145	и наконец	3	14
146	и для	6	13
147	все что	10	13
148	и от	5	13
149	тогда как	6	13
150	на этом	2	13
151	в своем	12	13
152	и у	4	13
153	не имеет	2	13
154	и если	6	13
155	в себе	5	13
156	с ними	2	13
157	то время	2	13
158	таким же	3	13
159	во всем	3	12
160	в их	4	12
161	и их	5	12
162	одним из	4	12
163	между прочим	2	12
164	хотя бы	4	12
165	случаях когда	3	12
166	ни один	4	12
167	представление об	4	12
168	не знает	2	12
169	на более	2	12
170	никто не	2	11
171	и более	2	11
172	если он	2	11
173	точки зрения	14	11
174	хотя и	4	11
175	на нее	2	11
176	далеко не	5	11
177	ясно что	8	11
178	я не	2	11
179	такой же	2	11
180	должны быть	3	11
181	на этой	3	10
182	что же	2	10
183	но если	2	10
184	что эта	4	10
185	но как	2	10
186	есть только	2	10
187	что эти	2	10
188	к ним	2	10
189	на земле	3	10
190	в состоянии	5	10
191	однако это	2	10
192	и других	3	10
193	а с	4	10
194	но так	2	10
195	в которой	5	10
196	от них	2	10
197	не было	2	10
198	друг с	9	10
199	и к	5	10
200	социальной жизни	4	9
201	он должен	2	9
202	в истории	3	9
203	тот же	3	9
204	в основе	2	9
205	если это	2	9
206	в свою	2	9
207	что за	2	9
208	из этого	7	9
209	из него	2	9
210	в себя	2	9
211	не могут	4	9
212	тогда когда	3	9
213	по этому	2	9
214	зависимости от	2	9
215	более или	8	9
216	но для	2	9
217	жизни и	2	9
218	с другом	9	9
219	но по	3	9
220	что на	2	9
221	не будет	5	9
222	на первый	2	9
223	том чтобы	2	9
224	или менее	8	9
225	совершенно так	4	9
226	же не	3	9
227	в течение	4	9
228	и так	2	9
229	целый ряд	4	9
230	тем самым	3	8
231	должен быть	2	8
232	у них	6	8
233	только тогда	2	8
234	одно из	3	8
235	но вместе	2	8
236	для этого	7	8
237	только что	3	8
238	именно в	5	8
239	во всяком	2	8
240	мы будем	3	8
241	образом и	2	8
242	в жизни	3	8
243	и потому	3	8
244	оказывается что	5	8
245	они должны	3	8
246	что его	4	8
247	не так	4	8
248	ту же	2	8
249	та же	4	8
250	и из	2	8
251	но с	2	8
252	от того	3	8
253	и сам	2	8
254	независимо от	2	8
255	конечно не	3	8
256	на самом	7	7
257	в конце	4	7
258	состоит из	4	7
259	не то	3	7
260	того чтобы	8	7
261	тех же	2	7
262	как у	3	7
263	о которых	7	7
264	в европе	6	7
265	тому что	2	7
266	нет в	2	7
267	в начале	3	7
268	этих народов	5	7
269	того же	9	7
270	если мы	4	7
271	всяком случае	2	7
272	по его	2	7
273	как на	6	7
274	между тем	12	7
275	ее и	4	7
276	совершенно не	4	7
277	и при	6	7
278	в эту	2	7
279	те же	2	7
280	между собой	4	7
281	этого слова	2	7
282	уже и	3	7
283	не есть	4	7
284	в области	4	7
285	самом деле	12	7
286	образом в	3	7
287	что оно	3	7
288	и некоторые	2	7
289	для него	2	7
290	со своими	2	7
291	он все	2	6
292	этого явления	2	6
293	одну из	2	6
294	для того	8	6
295	отличие от	3	6
296	можно ли	2	6
297	вступают в	2	6
298	борьбы с	2	6
299	же что	2	6
300	не потому	2	6
301	ничем не	5	6
302	между ними	2	6
303	от которого	2	6
304	что все	5	6
305	и уже	2	6
306	от себя	2	6
307	той же	2	6
308	быть и	5	6
309	то в	2	6
310	к которой	3	6
311	что как	4	6
312	также и	2	6
313	сводится к	2	6
314	в одну	4	6
315	это может	2	6
316	этих двух	2	6
317	тому же	6	6
318	это конечно	2	6
319	что по	3	6
320	все его	2	6
321	эти примеры	2	5
322	и социальной	2	5
323	в своих	2	5
324	из себя	10	5
325	по своей	7	5
326	в одно	2	5
327	по своему	5	5
328	из таких	2	5
329	что если	3	5
330	бы в	3	5
331	с ее	2	5
332	чтобы быть	2	5
333	о котором	7	5
334	несмотря на	6	5
335	указывают на	3	5
336	в совершенно	3	5
337	очень мало	2	5
338	но даже	3	5
339	в виду	2	5
340	в один	2	5
341	отличается от	6	5
342	со своей	2	5
343	в сторону	3	5
344	или иначе	5	5
345	мы и	2	5
346	что под	2	5
347	на все	5	5
348	что представление	2	5
349	и может	3	5
350	которые не	3	5
351	в таком	4	5
352	можно назвать	3	5
353	только те	3	4
354	ответить на	2	4
355	из одного	2	4
356	и вообще	3	4
357	тем более	3	4
358	все они	6	4
359	столь же	5	4
360	себя и	2	4
361	чем в	3	4
362	каждый из	3	4
363	в разных	3	4
364	в народе	4	4
365	не будут	2	4
366	во всей	2	4
367	не от	2	4
368	они могут	2	4
369	в результате	9	4
370	теперь мы	2	4
371	для этой	2	4
372	что касается	6	4
373	в ту	2	4
374	если же	3	4
375	в пользу	5	4
376	очевидно что	3	4
377	на друга	2	4
378	на месте	2	4
379	так или	5	4
380	по сравнению	5	4
381	как не	2	4
382	на почве	3	4
383	и сейчас	4	4
384	отнюдь не	2	4
385	с точки	8	4
386	от нее	2	4
387	все в	2	4
388	многих других	2	4
389	что их	3	4
390	а это	2	4
391	и те	2	4
392	только то	2	4
393	друг на	2	4
394	есть в	2	4
395	в самом	8	4
396	но на	2	4
397	так чтобы	2	4
398	к тем	2	4
399	и поэтому	2	3
400	выше и	4	3
401	точку зрения	2	3
402	в такой	4	3
403	из всех	5	3
404	чтобы все	3	3
405	только при	2	3
406	представить себе	2	3
407	сейчас же	3	3
408	народов и	6	3
409	только один	2	3
410	при таком	2	3
411	и весь	2	3
412	идет речь	8	3
413	о них	2	3
414	в эти	3	3
415	сравнению с	5	3
416	стоят в	2	3
417	народа в	15	3
418	эти черты	2	3
419	ему и	2	3
420	то они	4	3
421	всех других	2	3
422	бы то	3	3
423	только мы	2	3
424	все то	2	3
425	что такие	2	3
426	должно быть	5	3
427	на одном	2	3
428	из нее	2	3
429	которые могут	2	3
430	него в	2	3
431	ни было	3	3
432	вследствие этого	3	3
433	в противоречие	2	3
434	тем же	2	3
435	слагается из	3	3
436	все дело	2	3
437	из двух	2	3
438	из того	4	3
439	как к	5	3
440	доказать что	2	3
441	то ни	4	3
442	не играет	2	3
443	у народа	8	3
444	пор не	5	3
445	только не	2	3
446	к таким	2	3
447	тем как	2	3
448	основаны на	3	3
449	и до	3	3
450	других народов	5	3
451	из этой	2	3
452	даже если	3	3
453	рассматривать как	2	3
454	этими двумя	2	3
455	тех пор	2	3
456	заметим что	2	3
457	а и	8	2
458	на путь	2	2
459	и конец	4	2
460	свою очередь	2	2
461	друг от	6	2
462	всех народов	2	2
463	культуры но	2	2
464	это обстоятельство	2	2
465	не стоит	2	2
466	них в	2	2
467	почти все	2	2
468	приобщиться к	2	2
469	современной европейской	2	2
470	к двум	2	2
471	представления об	2	2
472	лишь в	5	2
473	как при	2	2
474	время от	2	2
475	есть начало	3	2
476	именно потому	2	2
477	понятным что	2	2
478	в нашем	3	2
479	где находится	2	2
480	одной и	2	2
481	помнить что	2	2
482	на себе	2	2
483	к той	2	2
484	в сущности	2	2
485	то ясно	4	2
486	нечего и	3	2
487	самого себя	4	2
488	мало того	4	2
489	к другу	2	2
490	жизнь и	3	2
491	на вершине	3	2
492	в мире	6	2
493	при более	2	2
494	только одно	3	2
495	в процессе	2	2
496	верно то	2	2
497	приобщение к	7	2
498	многие из	5	2
499	однако мы	2	2
500	общего с	2	2
501	по одному	3	2
502	то с	2	2
503	которой мы	2	2
504	которые по	2	2
505	можно встретить	2	2
506	рассматриваться как	3	2
507	в самой	2	2
508	от друга	6	2
509	не более	2	2
510	не следует	2	2
511	или нескольких	2	2
512	еще больше	3	2
513	которых мы	4	2
514	что для	4	2
515	между этими	2	2
516	и где	2	2
517	народа от	2	2
518	ступени развития	5	2
519	редких случаях	2	2
520	что с	6	2
521	в свет	2	2
522	с которыми	2	2
523	в сознании	7	2
524	гораздо больше	3	2
525	этот процесс	2	2
526	случае если	5	2
527	ничего общего	3	2
528	а для	2	2
529	же образом	2	2
530	говорить о	2	2
531	случай с	2	2
532	части в	2	2
