N	2gram	Voloshinov	Myshleni
1	в том	2	195
2	в этом	2	167
3	то что	6	166
4	и в	13	162
5	том что	2	161
6	таким образом	6	147
7	точки зрения	7	143
8	с помощью	2	131
9	что в	3	119
10	не только	6	116
11	в процессе	5	101
12	так же	2	100
13	может быть	8	89
14	с точки	5	89
15	не может	8	81
16	как и	3	79
17	так как	3	78
18	и не	8	78
19	только в	6	75
20	в целом	2	74
21	но и	3	70
22	в его	7	67
23	как бы	6	64
24	было бы	4	60
25	то же	4	58
26	в отношении	2	55
27	в самом	2	52
28	мы должны	6	50
29	к тому	2	49
30	что они	2	48
31	мы можем	4	48
32	тем что	2	48
33	мы не	4	47
34	если бы	2	46
35	с другой	2	45
36	по отношению	3	45
37	отношению к	3	42
38	не является	4	41
39	одной стороны	2	40
40	так и	3	39
41	никогда не	3	39
42	с одной	2	39
43	в области	2	38
44	не в	3	37
45	и к	2	37
46	мы видим	2	37
47	с самого	2	36
48	все эти	2	36
49	и его	12	36
50	самого начала	2	36
51	как в	2	36
52	а не	2	36
53	в которой	3	35
54	в себе	3	35
55	для себя	2	35
56	и т.д	5	35
57	при этом	2	33
58	прежде всего	9	33
59	но в	4	32
60	слова и	2	32
61	и тем	2	32
62	и то	3	31
63	все же	5	31
64	между тем	2	29
65	могут быть	2	29
66	с этим	3	28
67	самом деле	3	28
68	в своей	4	27
69	с этой	2	27
70	другой стороны	2	27
71	в их	3	26
72	для него	2	26
73	все это	4	25
74	уже в	2	25
75	в чем	2	25
76	мы уже	2	25
77	тот же	2	24
78	что эта	2	24
79	в нем	2	24
80	зависимости от	2	24
81	бы в	2	23
82	в школе	4	22
83	в зависимости	2	22
84	отношений между	2	21
85	человеческой речи	2	21
86	там где	2	21
87	и все	3	21
88	ее в	2	21
89	и следовательно	2	21
90	и ее	2	21
91	не имеет	2	21
92	в сознании	4	21
93	речи не	2	20
94	а в	2	20
95	в другом	2	20
96	и их	7	20
97	не менее	2	20
98	но мы	4	19
99	в данном	2	19
100	в связи	2	19
101	во всем	2	18
102	во всей	2	18
103	слов и	4	18
104	и для	3	17
105	в своих	2	17
106	в одном	3	17
107	языка и	5	16
108	вовсе не	2	16
109	к одному	3	16
110	данном случае	2	15
111	те же	2	15
112	который мы	2	15
113	от этого	2	15
114	хотя бы	5	15
115	в них	2	15
116	которое мы	2	15
117	и является	2	15
118	точку зрения	3	14
119	со всей	3	14
120	связанные с	2	14
121	одно и	3	14
122	лишь в	4	13
123	имеет место	2	13
124	связана с	3	13
125	в действительности	2	13
126	этой проблемы	2	13
127	смысле слова	2	13
128	в ее	3	12
129	входит в	2	12
130	несмотря на	2	12
131	в ней	2	12
132	за пределы	3	12
133	мог бы	2	12
134	есть не	2	11
135	и при	2	11
136	в пределах	3	11
137	нуждается в	2	11
138	и наконец	5	11
139	слово в	3	11
140	не столько	3	11
141	ничего общего	3	11
142	здесь мы	3	10
143	вслед за	2	10
144	вопроса о	4	10
145	но для	3	10
146	и т.п	7	10
147	и может	2	10
148	учение о	2	10
149	к предмету	2	9
150	еще в	2	9
151	в тех	2	9
152	понятно что	3	9
153	что же	3	9
154	говорить о	3	9
155	форм и	2	8
156	и др	2	8
157	в этот	2	8
158	не как	3	8
159	не на	2	8
160	к анализу	2	8
161	не мог	2	8
162	только и	4	8
163	в течение	2	8
164	с ними	2	7
165	а также	2	7
166	в общем	2	7
167	общего с	3	7
168	при анализе	3	7
169	сознания и	2	7
170	в каждом	4	6
171	наконец в	2	6
172	что иное	2	6
173	себе что	2	6
174	и наиболее	2	6
175	на язык	2	6
176	роль в	2	6
177	представлений и	2	6
178	в двух	4	6
179	еще и	4	6
180	его на	2	6
181	иное как	2	6
182	но так	2	6
183	может стать	2	6
184	не что	2	6
185	всей своей	2	6
186	в полном	2	5
187	от всех	2	5
188	только его	2	5
189	к единству	3	5
190	разрыв между	2	5
191	о языке	2	5
192	есть прежде	3	5
193	может иметь	2	5
194	более того	2	5
195	пути к	2	5
196	ни один	3	5
197	на две	2	5
198	а как	2	4
199	же слово	2	4
200	думать что	2	4
201	но ведь	5	4
202	того или	2	4
203	и эта	5	4
204	превращается в	3	4
205	в целях	2	4
206	общения и	2	4
207	иным как	2	4
208	чем же	2	4
209	поставить вопрос	3	3
210	чем иным	2	3
211	она является	2	3
212	в языке	2	3
213	связанных с	2	3
214	соответствии с	2	3
215	к сожалению	2	3
216	языка но	2	3
217	случае и	2	3
218	на фоне	4	3
219	в книге	2	3
220	в структуре	2	3
221	представляет себе	2	3
222	и этот	2	3
223	для исследования	2	3
224	не чем	2	3
225	каждое слово	2	3
226	особенностей в	2	3
227	подойти к	2	3
228	которые только	2	3
229	да и	3	3
230	конечно в	2	3
231	или иного	2	3
232	и пр	7	3
233	функцию в	2	2
234	может в	2	2
235	языковых форм	2	2
236	разумеется что	2	2
237	в лингвистике	2	2
238	в которую	2	2
239	грамматики и	2	2
240	в словесном	2	2
241	явлений и	2	2
242	во времени	2	2
243	художественное произведение	2	2
244	и внутренняя	2	2
245	в руках	2	2
246	я хочу	3	2
247	и дифференциации	2	2
248	является уже	2	2
249	он только	2	2
250	нет ничего	2	2
251	символов и	2	2
252	не исчерпывается	2	2
253	и уже	3	2
254	и должно	2	2
