N	2gram	Bakhtin_Fr	Sovremen
1	не может	4	17
2	точки зрения	6	12
3	может быть	5	12
4	таким образом	34	11
5	мы не	2	9
6	и в	73	7
7	в этом	21	7
8	и не	13	6
9	ничего не	4	6
10	как и	19	6
11	в результате	7	6
12	каждый раз	3	6
13	с точки	4	5
14	все эти	24	5
15	и наконец	6	5
16	прежде всего	18	5
17	мы видели	7	4
18	это не	7	4
19	не только	11	4
20	в том	13	4
21	как бы	15	4
22	их в	5	4
23	так как	9	4
24	если мы	2	4
25	в дальнейшем	3	4
26	в развитии	2	4
27	жизни и	6	4
28	вместе с	9	4
29	а в	10	4
30	из них	6	4
31	с помощью	11	4
32	для нас	2	3
33	не подлежит	4	3
34	и т.д	3	3
35	он может	3	3
36	ведь это	3	3
37	и потому	6	3
38	на этой	4	3
39	но в	12	3
40	с самого	2	3
41	при этом	5	3
42	не в	12	3
43	все же	2	3
44	у всех	2	3
45	он в	2	3
46	как он	4	3
47	было бы	5	3
48	в области	3	3
49	уже в	9	3
50	в себе	16	3
51	еще не	3	3
52	одна из	7	3
53	у нас	4	3
54	и все	19	3
55	все это	19	3
56	в нем	18	3
57	между собой	2	3
58	а не	2	3
59	и к	6	3
60	в этой	18	3
61	то же	16	3
62	в одном	5	3
63	в конце	9	3
64	в системе	2	3
65	может иметь	2	2
66	но все	5	2
67	и по	4	2
68	не знаем	2	2
69	что все	3	2
70	конечно в	2	2
71	значение в	2	2
72	которой он	2	2
73	роль в	4	2
74	а на	4	2
75	той же	9	2
76	не могут	3	2
77	между всеми	2	2
78	в новых	3	2
79	мы видим	13	2
80	в его	18	2
81	с этим	4	2
82	рот и	2	2
83	и что	5	2
84	во всяком	2	2
85	и во	4	2
86	свою очередь	3	2
87	так сказать	5	2
88	в самом	9	2
89	и есть	3	2
90	в виде	2	2
91	еще более	4	2
92	что в	14	2
93	времени и	2	2
94	все те	2	2
95	в которой	3	2
96	у него	13	2
97	из одного	4	2
98	такой же	3	2
99	из четырех	2	2
100	самом деле	4	2
101	со всеми	4	2
102	уже не	2	2
103	в свою	3	2
104	в нашем	2	2
105	не будем	2	2
106	для его	2	2
107	же мы	2	2
108	на другом	2	2
109	тот же	3	2
110	с одной	3	2
111	на этом	6	2
112	как мы	19	2
113	что это	9	2
114	из которых	2	2
115	и даже	4	2
