N	2gram	Vygotskiy_	EvropaiE
1	и в	37	37
2	в отношении	14	32
3	точки зрения	49	23
4	что в	25	21
5	не только	29	18
6	с точки	34	17
7	в то	7	16
8	хотя бы	7	15
9	то же	12	15
10	в своем	10	14
11	но в	9	14
12	но и	23	14
13	и не	15	14
14	же время	2	14
15	в качестве	12	14
16	в этом	32	12
17	в том	47	11
18	в их	5	11
19	в области	4	11
20	так и	12	10
21	с и	3	10
22	все более	4	9
23	так же	18	9
24	в смысле	2	9
25	не может	16	9
26	отнюдь не	2	9
27	в себе	8	9
28	прежде всего	12	9
29	только в	8	9
30	одной стороны	15	8
31	между тем	10	8
32	в ее	3	8
33	было бы	12	8
34	в своей	7	8
35	с одной	14	8
36	к тому	10	8
37	также и	2	7
38	с другой	16	7
39	как и	20	7
40	так как	11	7
41	того что	28	7
42	том что	42	6
43	вслед за	3	6
44	во всех	4	6
45	и даже	5	6
46	может быть	19	6
47	и на	8	6
48	стороны и	3	6
49	с этой	7	6
50	того чтобы	23	6
51	для того	19	6
52	на то	11	6
53	то что	32	6
54	как бы	16	6
55	вовсе не	5	6
56	к которым	3	5
57	но не	6	5
58	от этого	4	5
59	тем самым	8	5
60	и по	3	5
61	и потому	3	5
62	столь же	8	5
63	но если	3	5
64	этой точки	2	5
65	как мы	11	5
66	которую мы	6	5
67	со стороны	4	5
68	не в	9	5
69	в виде	3	5
70	в частности	8	5
71	в течение	4	5
72	же как	8	5
73	одной из	4	5
74	даже в	4	4
75	сказать что	16	4
76	в каком	3	4
77	вопрос о	11	4
78	не имеет	5	4
79	или иной	3	4
80	само по	3	4
81	можно сказать	6	4
82	независимо от	10	4
83	именно в	8	4
84	в процессе	19	4
85	в самом	16	4
86	но даже	2	4
87	мы не	13	4
88	иными словами	2	4
89	в ней	2	4
90	для нас	4	4
91	по себе	9	4
92	несмотря на	6	4
93	тем более	7	4
94	на всем	3	4
95	той или	3	4
96	как это	6	4
97	никогда не	8	3
98	с тем	8	3
99	и от	4	3
100	и для	3	3
101	можно считать	2	3
102	и только	2	3
103	известном смысле	3	3
104	из всех	3	3
105	о том	14	3
106	очевидно что	4	3
107	к ним	2	3
108	идет о	5	3
109	в данном	5	3
110	в общем	5	3
111	в которых	6	3
112	в сфере	4	3
113	ту или	2	3
114	когда он	5	3
115	можно было	6	3
116	этом смысле	3	3
117	мира и	2	3
118	бы и	4	3
119	в свою	4	3
120	потребность в	5	3
121	и к	9	3
122	в результате	7	3
123	мы можем	11	3
124	но на	4	3
125	от них	2	3
126	из них	4	3
127	в известном	4	3
128	во все	3	3
129	в них	5	3
130	всяком случае	5	3
131	мы видели	8	3
132	что и	3	3
133	друг с	6	3
134	там где	8	3
135	и мы	3	3
136	и тем	8	3
137	тем что	7	3
138	этом отношении	6	3
139	по нашему	2	3
140	не является	16	3
141	потому что	11	3
142	и со	2	3
143	в психологии	11	3
144	представляет собой	13	3
145	в применении	2	3
146	с другом	6	3
147	как в	7	3
148	в стороне	2	3
149	связано с	3	3
150	как на	5	3
151	в известной	2	3
152	ее в	3	3
153	во всяком	6	3
154	дело в	3	3
155	всех прочих	2	2
156	именно потому	2	2
157	данном случае	5	2
158	и если	4	2
159	представление о	7	2
160	на этот	7	2
161	в его	16	2
162	отношений между	4	2
163	начиная с	2	2
164	что это	8	2
165	в эту	4	2
166	при помощи	2	2
167	и то	3	2
168	что если	3	2
169	она не	3	2
170	а в	4	2
171	с этим	8	2
172	из того	7	2
173	мы должны	11	2
174	с другими	5	2
175	все другие	2	2
176	в котором	6	2
177	тому чтобы	2	2
178	его на	3	2
179	заметить что	3	2
180	в своих	6	2
181	от друга	4	2
182	с в	4	2
183	и еще	2	2
184	и поэтому	2	2
185	и с	10	2
186	бы в	5	2
187	этот вопрос	6	2
188	в другой	2	2
189	что на	2	2
190	могут быть	5	2
191	в развитии	31	2
192	другой стороны	10	2
193	что все	8	2
194	между ними	2	2
195	в значительной	2	2
196	тогда когда	8	2
197	оставить в	3	2
198	по своей	9	2
199	на язык	2	2
200	в одном	5	2
201	во власти	3	2
202	и как	7	2
203	не можем	3	2
204	что же	3	2
205	целый ряд	6	2
206	есть не	3	2
207	если бы	10	2
208	иначе говоря	4	2
209	в этих	3	2
210	жизни и	2	2
211	в силу	8	2
212	и теперь	2	2
213	с мы	5	2
214	в других	2	2
215	а не	5	2
216	и других	4	2
217	мы видим	7	2
218	и что	11	2
219	нас к	10	2
220	и наконец	3	2
221	свою очередь	3	2
222	точка зрения	3	2
223	одном из	3	2
224	и все	7	2
225	или в	2	2
226	друг от	4	2
227	наряду с	3	2
228	по сравнению	10	2
229	таким образом	39	2
230	а именно	2	2
231	в истории	7	2
232	он не	11	2
233	приводит нас	3	2
234	такой же	3	2
235	на основании	6	2
236	во всей	8	2
237	главным образом	2	2
238	сравнению с	9	2
239	относятся к	2	2
240	что эти	3	2
241	не к	3	2
242	в этой	13	2
243	и наиболее	2	2
244	но с	3	2
245	проблемы и	4	2
246	и таким	2	2
247	между собой	5	2
248	всего в	3	2
249	хотя и	2	2
250	в какой	5	2
251	более к	2	2
252	вместе с	14	2
253	заключается в	12	2
254	он сам	3	2
255	на основе	7	2
256	и более	6	2
257	вопрос не	2	2
