N	2gram	Bakhtin_Fr	Myshleni
1	в том	16	195
2	в этом	27	167
3	то что	9	166
4	и в	67	162
5	том что	13	161
6	таким образом	20	147
7	точки зрения	7	143
8	с помощью	6	131
9	что в	14	119
10	не только	23	116
11	того что	4	109
12	так же	13	100
13	и речи	2	96
14	потому что	8	95
15	того чтобы	9	91
16	может быть	4	89
17	с точки	5	89
18	что он	7	86
19	не может	9	81
20	как и	19	79
21	так как	16	78
22	для того	8	78
23	и не	23	78
24	только в	6	75
25	в целом	2	74
26	как мы	16	72
27	но и	23	70
28	в его	17	67
29	сказать что	12	65
30	как бы	18	64
31	вместе с	5	62
32	в качестве	5	60
33	и что	3	60
34	было бы	5	60
35	то же	18	58
36	в основе	6	58
37	в отношении	2	55
38	в самом	7	52
39	в сущности	13	51
40	к тому	4	49
41	что они	3	48
42	мы можем	5	48
43	тем что	3	48
44	мы не	6	47
45	тогда когда	3	47
46	если бы	2	46
47	но не	6	45
48	с другой	3	45
49	с тем	3	43
50	же как	4	43
51	как это	5	42
52	одной стороны	2	40
53	о том	8	40
54	так и	14	39
55	никогда не	6	39
56	с одной	2	39
57	в области	2	38
58	мы видели	11	38
59	не в	8	37
60	если мы	3	37
61	в этой	13	37
62	и к	7	37
63	мы видим	6	37
64	в своем	13	36
65	с самого	3	36
66	все эти	12	36
67	и его	19	36
68	самого начала	3	36
69	как в	4	36
70	а не	6	36
71	того же	6	35
72	друг с	2	35
73	с другом	2	35
74	можно было	5	35
75	он не	9	35
76	в себе	3	35
77	и т.д	2	35
78	и как	7	34
79	связи с	7	34
80	при этом	5	33
81	прежде всего	19	33
82	что и	8	32
83	именно в	5	32
84	по своему	5	32
85	же самое	3	32
86	но в	20	32
87	слова и	2	32
88	той же	6	32
89	и на	12	32
90	и то	2	31
91	все же	7	31
92	мысли и	6	30
93	этом отношении	7	30
94	на то	2	30
95	в устной	2	30
96	между тем	3	29
97	от того	3	29
98	как известно	2	29
99	с этим	6	28
100	самом деле	6	28
101	что все	4	27
102	в своей	6	27
103	в результате	5	27
104	в то	17	27
105	перед нами	6	27
106	другой стороны	2	27
107	и с	18	27
108	в их	4	26
109	в частности	4	26
110	что это	4	26
111	для него	4	26
112	все это	15	25
113	еще не	5	25
114	что она	4	25
115	это не	5	25
116	в чем	6	25
117	можно сказать	4	25
118	мы уже	13	25
119	тот же	4	24
120	целый ряд	2	24
121	что эта	3	24
122	в нем	20	24
123	на этот	4	24
124	как он	3	23
125	бы в	5	23
126	ни в	5	23
127	не могут	3	22
128	то время	4	22
129	в истории	2	21
130	все время	3	21
131	в нашем	3	21
132	его в	10	21
133	там где	10	21
134	к этому	4	21
135	и все	18	21
136	между ними	4	21
137	и ее	2	21
138	не имеет	4	21
139	в свете	3	21
140	в котором	3	20
141	в виду	2	20
142	и других	2	20
143	по существу	4	20
144	а в	4	20
145	из них	5	20
146	как раз	5	20
147	в другом	4	20
148	и их	6	20
149	на этом	7	20
150	не менее	4	20
151	из этих	4	20
152	но мы	3	19
153	мы говорили	2	19
154	в данном	4	19
155	словом и	4	19
156	в себя	6	19
157	с ним	6	19
158	в той	2	19
159	как на	6	19
160	и по	3	19
161	во всех	20	19
162	один из	6	19
163	в связи	5	19
164	независимо от	3	19
165	отличие от	3	18
166	но это	10	18
167	в отличие	3	18
168	для этого	2	17
169	мы находим	5	17
170	сих пор	3	17
171	и для	4	17
172	все что	3	17
173	в одном	7	17
174	и от	6	17
175	казалось бы	2	17
176	и есть	5	17
177	и только	2	17
178	о природе	2	17
179	ту же	3	17
180	их в	2	17
181	до конца	2	17
182	нами в	2	17
183	у него	4	17
184	до сих	3	17
185	на этой	3	16
186	вовсе не	19	16
187	тому как	2	16
188	по поводу	5	16
189	между отдельными	2	16
190	и другие	5	16
191	такой же	5	16
192	то в	3	16
193	и даже	6	16
194	видели что	2	16
195	в которых	3	16
196	данном случае	4	15
197	тем более	3	15
198	когда он	2	15
199	том же	3	15
200	между этими	3	15
201	в начале	2	15
202	от этого	2	15
203	со всеми	6	15
204	подобно тому	2	15
205	хотя бы	2	15
206	вообще не	3	15
207	ничего не	5	15
208	на все	4	15
209	и это	5	15
210	в них	12	15
211	становится возможным	2	15
212	он должен	2	14
213	точку зрения	3	14
214	и во	4	14
215	что у	2	14
216	учения о	2	14
217	из этого	5	14
218	со всей	2	14
219	одной из	6	14
220	уже говорили	7	14
221	связанные с	7	14
222	о чем	5	14
223	об этом	5	14
224	с его	11	14
225	одним из	7	14
226	и здесь	6	14
227	между словом	2	14
228	благодаря этому	3	13
229	на его	2	13
230	но все	2	13
231	и тот	2	13
232	лишь в	3	13
233	значения и	2	13
234	другом месте	3	13
235	связана с	5	13
236	как они	4	13
237	они не	5	13
238	для всех	4	13
239	если в	3	13
240	с другими	3	13
241	но на	3	13
242	а затем	7	12
243	в ее	2	12
244	в первом	3	12
245	никак не	3	12
246	первый план	3	12
247	даже в	5	12
248	это и	10	12
249	несмотря на	3	12
250	в ней	10	12
251	от его	4	12
252	на первый	4	12
253	в одной	3	12
254	к нему	5	12
255	за пределы	4	12
256	тому же	5	12
257	но он	5	12
258	на самом	8	11
259	в конце	12	11
260	одно из	2	11
261	мы будем	2	11
262	и при	2	11
263	на котором	2	11
264	на том	2	11
265	находится в	2	11
266	например в	6	11
267	в других	2	11
268	в пределах	2	11
269	с ее	7	11
270	раз в	2	11
271	эти особенности	2	11
272	в один	2	11
273	что на	3	11
274	нуждается в	3	11
275	и наконец	5	11
276	нас в	4	11
277	или менее	2	11
278	он в	4	11
279	не столько	5	11
280	обратимся к	2	11
281	есть в	5	11
282	и слова	2	10
283	относится к	3	10
284	у нас	3	10
285	том числе	6	10
286	в основу	2	10
287	и слово	3	10
288	во второй	3	10
289	мысль и	2	10
290	и т.п	31	10
291	и у	7	10
292	самом начале	2	10
293	числе и	3	10
294	помощью которых	2	10
295	этот процесс	3	10
296	но этот	5	10
297	не могло	3	10
298	в плане	5	9
299	и поэтому	2	9
300	также и	11	9
301	только для	4	9
302	он может	2	9
303	еще в	3	9
304	животных и	3	9
305	включает в	2	9
306	но эта	3	9
307	связано с	3	9
308	хотя и	6	9
309	и он	4	9
310	в системе	2	9
311	и притом	2	9
312	более или	2	9
313	больше чем	2	9
314	та же	2	9
315	в самой	8	9
316	место в	3	9
317	и до	3	9
318	в первой	5	9
319	должен быть	2	9
320	говорить о	5	9
321	или в	3	9
322	нисколько не	4	8
323	форм и	5	8
324	связь с	3	8
325	что не	4	8
326	которая не	2	8
327	в заключение	3	8
328	во время	15	8
329	этот путь	2	8
330	тенденция к	4	8
331	и др	11	8
332	почти всегда	3	8
333	все остальные	3	8
334	в этот	3	8
335	и внутренней	2	8
336	поэтому в	4	8
337	не как	3	8
338	в эту	2	8
339	уже и	3	8
340	в известной	5	8
341	не мог	8	8
342	том как	2	8
343	образом в	4	8
344	один раз	2	8
345	где они	3	8
346	еще один	2	8
347	в течение	3	8
348	связан с	2	8
349	чем мы	2	8
350	для всего	3	7
351	у них	2	7
352	которая в	2	7
353	здесь в	9	7
354	первом случае	3	7
355	а также	4	7
356	образом и	2	7
357	в разных	2	7
358	в общем	5	7
359	это в	3	7
360	всех этих	9	7
361	его и	2	7
362	из области	5	7
363	в таком	2	7
364	и сам	2	7
365	во втором	3	7
366	связаны с	8	7
367	в жизни	4	7
368	в значительной	2	7
369	на него	2	7
370	но они	6	7
371	в ряде	4	7
372	признать что	2	7
373	из важнейших	2	7
374	говорили что	2	7
375	со словом	2	7
376	момента в	2	6
377	в каждом	3	6
378	что здесь	3	6
379	значение и	3	6
380	и вообще	3	6
381	к началу	3	6
382	это было	4	6
383	и наиболее	2	6
384	роль в	5	6
385	находим в	3	6
386	начиная с	2	6
387	происходит в	3	6
388	и больше	2	6
389	и самый	3	6
390	бы и	2	6
391	идет в	2	6
392	как его	2	6
393	еще и	6	6
394	как к	2	6
395	совершенно так	2	6
396	дело в	5	6
397	в условиях	3	6
398	и о	8	6
399	и другим	2	6
400	этот момент	3	6
401	не остается	4	6
402	нет и	4	6
403	и там	4	6
404	и другими	2	6
405	очень часто	4	6
406	к ней	2	6
407	в сферу	2	6
408	всей своей	2	6
409	в различных	3	6
410	от него	2	5
411	нам о	2	5
412	слова но	2	5
413	когда они	2	5
414	бы он	2	5
415	у нее	3	5
416	все они	7	5
417	как у	2	5
418	от всех	6	5
419	эти последние	3	5
420	значение как	2	5
421	не дает	2	5
422	часто в	4	5
423	для них	2	5
424	к ним	2	5
425	менее всего	4	5
426	заметить что	2	5
427	другими словами	3	5
428	более того	3	5
429	видим что	2	5
430	именно это	2	5
431	а потому	2	5
432	всего сказанного	2	5
433	в новом	3	5
434	пути к	2	5
435	или на	2	5
436	им в	3	5
437	втором случае	3	5
438	есть нечто	2	5
439	их с	4	5
440	когда в	2	5
441	на протяжении	2	5
442	что по	3	5
443	человека с	5	5
444	в форме	2	5
445	кроме того	11	5
446	в большей	2	5
447	связанное с	2	5
448	все те	2	5
449	и вот	4	4
450	образов и	8	4
451	а как	3	4
452	так например	3	4
453	почти не	2	4
454	и та	2	4
455	со всем	2	4
456	в дальнейшем	2	4
457	рядом с	6	4
458	которую он	3	4
459	так сказать	2	4
460	думать что	2	4
461	участвуют в	2	4
462	стороны в	3	4
463	зрения на	5	4
464	к одной	2	4
465	и если	3	4
466	не подлежит	2	4
467	в одно	2	4
468	его не	5	4
469	связанная с	3	4
470	одновременно и	4	4
471	из его	2	4
472	нам в	2	4
473	классической форме	2	4
474	самый характер	2	4
475	на эту	3	4
476	всеми своими	2	4
477	а именно	2	4
478	с это	2	4
479	после всего	2	4
480	формы и	2	4
