N	2gram	Vygotskiy_	TeoriaLi
1	в качестве	25	33
2	в мире	2	26
3	не только	16	24
4	и в	38	24
5	в частности	4	23
6	состоит в	4	22
7	может быть	25	22
8	в том	59	20
9	при этом	13	20
10	и не	16	17
11	а в	7	15
12	но и	9	14
13	так и	11	14
14	а не	7	14
15	в себе	9	14
16	такого рода	7	13
17	но не	7	13
18	внутренней речи	19	13
19	представляет собой	6	13
20	в этом	35	12
21	то же	18	12
22	но в	4	12
23	в его	22	12
24	том что	44	11
25	точки зрения	27	11
26	и его	5	11
27	по отношению	4	10
28	отношению к	3	10
29	как это	16	10
30	что в	31	10
31	не в	10	9
32	с другой	11	9
33	в то	5	9
34	только в	16	9
35	не может	11	8
36	по своей	12	8
37	как бы	17	8
38	в своей	9	8
39	или иной	3	7
40	в своем	9	7
41	а также	6	7
42	мы имеем	6	7
43	в области	9	7
44	отличие от	8	7
45	в самом	8	7
46	в отличие	8	7
47	однако в	2	7
48	место в	3	7
49	не столько	4	7
50	и т.п	3	7
51	в нем	4	7
52	тем самым	6	6
53	или иного	2	6
54	того или	2	6
55	другой стороны	5	6
56	в конечном	2	6
57	не менее	8	6
58	еще не	6	6
59	то что	27	6
60	или менее	5	6
61	как и	20	6
62	более или	3	6
63	с другими	3	6
64	или иначе	2	6
65	уже не	3	6
66	приводит к	5	6
67	между ними	6	6
68	в основе	32	6
69	с его	3	6
70	как в	14	5
71	как правило	2	5
72	и одновременно	3	5
73	иначе говоря	2	5
74	ни в	12	5
75	в виду	4	5
76	и тем	8	5
77	не является	13	5
78	для того	14	5
79	для него	6	5
80	между тем	10	5
81	могут быть	9	5
82	того чтобы	15	5
83	того что	17	5
84	он не	6	5
85	в себя	3	5
86	можно сказать	2	5
87	никогда не	11	4
88	сказать что	10	4
89	в отношении	14	4
90	его в	8	4
91	это не	5	4
92	в форме	2	4
93	в другом	3	4
94	в силу	9	4
95	этого слова	13	4
96	и т.д	8	4
97	в их	12	4
98	одного и	5	4
99	в этих	4	4
100	что он	13	4
101	по пути	5	4
102	по своему	14	4
103	далеко не	2	4
104	к тому	8	4
105	речи и	11	4
106	того же	12	4
107	слова в	8	4
108	входит в	7	4
109	в свою	4	4
110	в целом	22	4
111	совпадает с	7	4
112	и того	5	4
113	и что	15	4
114	или даже	2	4
115	не на	2	4
116	с ее	5	4
117	и сам	4	4
118	в нашем	2	4
119	в слове	3	4
120	хотя и	2	4
121	даже в	5	3
122	и то	9	3
123	направленной на	2	3
124	перед нами	15	3
125	мышления и	39	3
126	и потому	2	3
127	во всех	3	3
128	из этих	5	3
129	одной стороны	8	3
130	в которой	4	3
131	и для	4	3
132	тем не	6	3
133	и как	11	3
134	говоря о	2	3
135	если бы	12	3
136	к которому	6	3
137	роль в	5	3
138	или в	4	3
139	свою очередь	3	3
140	как говорит	7	3
141	в таком	4	3
142	одним из	6	3
143	с этой	6	3
144	к области	2	3
145	на две	2	3
146	между собой	15	3
147	с одной	8	3
148	а с	4	3
149	в жизни	3	3
150	для себя	2	3
151	в роли	4	3
152	столь же	7	3
153	их в	6	3
154	именно в	6	3
155	потому что	14	3
156	тому как	2	3
157	том числе	3	3
158	говорит и	2	3
159	прежде всего	6	3
160	и к	9	3
161	этом смысле	7	3
162	отнюдь не	6	3
163	только не	2	3
164	мог бы	5	3
165	не будет	2	3
166	с точки	11	3
167	для возникновения	4	3
168	все эти	9	3
169	той или	2	3
170	и по	5	3
171	связи с	14	3
172	в связи	9	3
173	таким образом	36	3
174	во всей	3	3
175	например в	2	3
176	в этой	7	3
177	имеет место	4	3
178	в одном	4	3
179	вовсе не	5	3
180	вслед за	4	3
181	между двумя	3	3
182	одно и	7	2
183	может служить	2	2
184	еще и	2	2
185	в каком	3	2
186	ключ к	5	2
187	только и	2	2
188	к одному	10	2
189	не могли	3	2
190	видим в	2	2
191	имеет в	2	2
192	не могут	5	2
193	то в	3	2
194	идет о	2	2
195	слова не	3	2
196	так же	26	2
197	внешней речи	6	2
198	если в	3	2
199	но как	4	2
200	тем более	2	2
201	человека и	6	2
202	что она	7	2
203	с их	3	2
204	включает в	2	2
205	как уже	8	2
206	в глаза	2	2
207	отличается от	5	2
208	об этом	2	2
209	но на	3	2
210	и даже	4	2
211	и здесь	5	2
212	на деле	6	2
213	ни было	2	2
214	только на	2	2
215	у него	3	2
216	самом деле	4	2
217	известном смысле	2	2
218	в чем	2	2
219	вместе с	18	2
220	в какой	5	2
221	при всем	2	2
222	на котором	3	2
223	здесь мы	4	2
224	что каждый	2	2
225	вытекает из	2	2
226	и является	2	2
227	числе и	3	2
228	и это	7	2
229	ее в	2	2
230	тому что	3	2
231	от всех	2	2
232	о том	6	2
233	знаков в	2	2
234	могли бы	16	2
235	если мы	12	2
236	оно не	3	2
237	и на	9	2
238	вступает в	3	2
239	на себя	2	2
240	этой точки	4	2
241	значения и	6	2
242	на этом	3	2
243	из которых	6	2
244	для обозначения	4	2
245	всякий раз	2	2
246	в известном	6	2
247	один из	8	2
248	в них	3	2
249	по себе	11	2
250	речь идет	4	2
251	здесь не	2	2
252	в той	2	2
253	к жизни	2	2
254	мы в	3	2
255	что и	14	2
256	перед ним	4	2
257	в случае	3	2
258	а затем	4	2
259	к другому	2	2
260	с ними	3	2
261	имеет дело	2	2
262	заключается в	22	2
263	и особенно	4	2
264	не просто	3	2
265	все это	8	2
266	что они	23	2
267	могут служить	2	2
268	который в	4	2
269	имеем дело	2	2
270	на основе	29	2
271	тем же	8	2
