N	2gram	Voloshinov	Formalny
1	и в	12	95
2	и не	10	78
3	может быть	14	66
4	в этом	4	61
5	не может	16	57
6	и пр	3	53
7	таким образом	12	52
8	и его	13	51
9	так и	4	50
10	точки зрения	14	47
11	в нем	6	42
12	в его	2	42
13	прежде всего	8	41
14	с точки	2	40
15	как и	5	39
16	художественного произведения	7	36
17	не в	4	35
18	в самом	4	35
19	в процессе	6	34
20	а не	5	34
21	но и	3	33
22	то же	5	32
23	самом деле	3	32
24	истории литературы	2	31
25	не только	4	30
26	в пределах	3	28
27	в том	6	26
28	отнюдь не	5	26
29	если бы	9	26
30	то что	5	25
31	на самом	4	24
32	при этом	6	24
33	в своей	3	24
34	в ней	6	23
35	с помощью	6	23
36	в то	2	22
37	и ее	3	22
38	как бы	13	21
39	что в	2	21
40	и с	3	21
41	не менее	3	20
42	между ними	2	20
43	место в	2	20
44	все это	3	19
45	хотя бы	5	19
46	социальная оценка	2	19
47	социального общения	4	19
48	художественное произведение	3	19
49	по себе	3	19
50	все же	4	18
51	и все	2	18
52	все эти	3	18
53	должна быть	5	18
54	с его	2	18
55	только в	6	18
56	социальной жизни	2	17
57	более того	2	17
58	идеологического творчества	2	17
59	как в	5	17
60	так же	3	16
61	социологической поэтики	3	16
62	с другой	4	16
63	его в	4	15
64	все время	6	15
65	но в	5	15
66	в поэзии	3	15
67	с другими	2	15
68	так как	9	15
69	в литературе	4	15
70	и на	4	15
71	только на	3	14
72	в своем	2	14
73	еще не	3	14
74	в жизни	5	14
75	и потому	2	14
76	произведения и	3	14
77	жизни и	4	14
78	вместе с	2	14
79	до конца	2	13
80	в настоящее	2	13
81	настоящее время	2	13
82	того что	3	13
83	могут быть	2	13
84	что и	2	13
85	независимо от	2	13
86	она не	2	13
87	ни в	3	13
88	по отношению	11	12
89	как это	2	12
90	там где	2	12
91	и здесь	2	12
92	отношению к	11	12
93	и для	3	12
94	оно не	2	12
95	поэтического произведения	3	12
96	уже не	4	12
97	никогда не	5	11
98	в корне	2	11
99	но не	2	11
100	то ни	3	11
101	слова и	6	11
102	для него	3	11
103	зависимости от	4	11
104	между тем	3	11
105	не есть	2	10
106	и др	5	10
107	в художественном	3	10
108	формы и	3	10
109	в зависимости	2	10
110	мы не	3	10
111	бы то	3	10
112	другой стороны	2	10
113	материала и	4	10
114	метод в	2	10
115	конечно не	3	10
116	он не	2	10
117	если же	2	10
118	быть и	3	9
119	ничего не	2	9
120	здесь не	3	9
121	но это	2	9
122	литературы и	4	9
123	от всех	2	9
124	ни было	4	9
125	это не	2	8
126	была бы	2	8
127	между собой	2	8
128	до сих	3	8
129	одной стороны	2	8
130	и те	2	8
131	в них	3	8
132	с одной	2	8
133	не должна	3	8
134	в данном	2	8
135	поэтическое произведение	5	8
136	сих пор	3	8
137	из этого	3	8
138	и является	4	8
139	мы ни	5	8
140	и к	4	8
141	ясно что	3	8
142	том что	5	7
143	в себе	3	7
144	как к	3	7
145	оценки и	2	7
146	стороны и	2	7
147	является для	2	7
148	известной степени	2	7
149	художественном произведении	3	7
150	сказать что	7	7
151	к этому	2	7
152	в особенности	2	7
153	и наконец	3	7
154	смысл и	2	7
155	в какой	2	7
156	и более	3	7
157	но все	2	7
158	данном случае	2	6
159	ее и	3	6
160	литературы с	2	6
161	отношение к	4	6
162	в формах	2	6
163	в этих	2	6
164	те же	2	6
165	общения и	2	6
166	к его	2	6
167	за пределы	4	6
168	кроме того	2	6
169	но для	3	6
170	такой же	2	6
171	искусства и	2	6
172	о том	3	6
173	социальной группы	3	6
174	уже в	2	6
175	с ним	3	6
176	до известной	2	5
177	от того	4	5
178	в виду	5	5
179	на все	2	5
180	в основном	2	5
181	может стать	2	5
182	не так	2	5
183	в такой	3	5
184	что не	4	5
185	и по	3	5
186	можно сказать	5	5
187	да и	3	5
188	и то	2	5
189	к предмету	5	5
190	высказывания и	2	5
191	его как	2	5
192	высказывание как	2	5
193	перестает быть	2	5
194	мы можем	2	5
195	с этой	2	5
196	в условиях	2	5
197	для нас	7	5
198	к нему	4	5
199	ни на	2	5
200	в котором	3	5
201	в отношении	2	5
202	социологический метод	2	5
203	и что	2	5
204	социальных оценок	3	5
205	как на	2	5
206	в нашем	11	5
207	и притом	2	4
208	и следовательно	5	4
209	слово в	3	4
210	он должен	3	4
211	высказывания как	4	4
212	тогда когда	2	4
213	влияние на	2	4
214	содержания и	2	4
215	имеет место	2	4
216	а к	2	4
217	тем не	3	4
218	на него	2	4
219	едва ли	2	4
220	как не	2	4
221	к материалу	4	4
222	и другие	2	4
223	теоретической поэтики	3	4
224	отношении к	3	4
225	не к	3	4
226	зависит от	2	4
227	значения и	2	4
228	совпадает с	2	4
229	в некоторых	3	4
230	все они	2	3
231	в каком	3	3
232	и поэтическое	2	3
233	на один	2	3
234	с чисто	2	3
235	внутренней речи	3	3
236	бы оно	2	3
237	но конечно	2	3
