N	3gram	Losev_Prob	Myslijsy
1	в том что	7	47
2	не может быть	5	19
3	тем не менее	25	18
4	по крайней мере	8	17
5	только тогда когда	4	17
6	и т д	12	15
7	сам по себе	7	14
8	в то же	4	13
9	во всяком случае	11	12
10	с другой стороны	7	12
11	более или менее	7	12
12	только в том	4	12
13	до сих пор	6	12
14	и в этом	5	12
15	подобно тому как	2	11
16	сами по себе	5	11
17	для того чтобы	9	11
18	в то время	2	10
19	с одной стороны	4	10
20	то и другое	3	9
21	одного и того	2	9
22	о том что	16	9
23	на то что	12	9
24	и того же	2	9
25	в таком случае	14	9
26	но и в	3	9
27	до тех пор	4	9
28	на самом деле	6	8
29	с тем что	2	8
30	так и в	2	8
31	вместе с тем	2	8
32	в этом случае	6	8
33	только потому что	3	8
34	можно сказать что	6	7
35	не только не	4	7
36	не только в	3	7
37	с точки зрения	3	7
38	сама по себе	6	7
39	в этом смысле	8	7
40	то же самое	9	6
41	и как бы	2	6
42	может быть только	2	6
43	с самого начала	2	6
44	то что мы	11	6
45	в одно целое	2	5
46	в том случае	2	5
47	тем и другим	2	5
48	таким образом что	2	5
49	если бы не	3	5
50	в языке и	4	5
51	то что в	4	5
52	не то что	2	5
53	и то что	9	5
54	не есть ни	8	4
55	или по крайней	4	4
56	вопрос о том	2	4
57	в данном случае	10	4
58	одним и тем	2	4
59	и в самом	2	4
60	не что иное	5	4
61	и тем же	2	4
62	в этом отношении	2	4
63	то время как	2	4
64	и что в	2	4
65	что иное как	5	4
66	это было бы	2	4
67	дело в том	3	4
68	бы то ни	2	3
69	то есть в	6	3
70	слова то есть	2	3
71	что же касается	3	3
72	представим себе что	2	3
73	говоря уже о	5	3
74	ничего общего с	9	3
75	потому что оно	2	3
76	можно было бы	4	3
77	на первый взгляд	2	3
78	не говоря уже	6	3
79	в сознании и	2	3
80	одной стороны и	2	3
81	и тем самым	4	3
82	точно так же	7	3
83	хотя бы и	3	3
84	в связи с	7	3
85	заключается в том	2	3
86	так или иначе	7	3
87	именно то что	4	3
88	не есть только	5	3
89	внимание на то	2	3
90	когда мы говорим	2	3
91	по себе и	2	3
92	того что мы	2	3
93	в данное время	2	2
94	и во многих	2	2
95	и независимо от	2	2
96	друг к другу	2	2
97	то есть по	3	2
98	мы говорим что	2	2
99	том что это	2	2
100	это значит что	3	2
101	нельзя сказать что	2	2
102	не во всех	2	2
103	в себе все	2	2
104	так же как	2	2
105	даже и в	3	2
106	и в других	3	2
107	есть прежде всего	3	2
108	только то что	6	2
109	тем что в	2	2
110	бы не было	3	2
111	было бы мало	2	2
112	уже с самого	2	2
113	не потому что	2	2
114	в себе не	3	2
115	в таких случаях	2	2
116	можно было говорить	2	2
117	но никак не	2	2
118	же самое нужно	2	2
119	о том как	2	2
120	хотя бы даже	2	2
121	и тем более	2	2
122	так же и	4	2
123	тем самым мы	2	2
124	и многие другие	2	2
125	а может быть	3	2
126	в этих случаях	3	2
127	в буквальном смысле	3	2
128	что в нем	4	2
