N	3gram	Vygotskiy_	FransuaR
1	мы уже говорили	6	43
2	как мы уже	3	28
3	до сих пор	3	27
4	в том числе	3	27
5	в том что	41	27
6	в этом отношении	9	20
7	с точки зрения	11	20
8	для того чтобы	14	17
9	о том что	3	17
10	том числе и	3	17
11	как мы видели	4	16
12	в связи с	8	16
13	уже говорили что	2	13
14	не может быть	5	13
15	с одной стороны	8	13
16	в другом месте	3	12
17	с другой стороны	5	12
18	в отличие от	8	11
19	той или иной	2	10
20	как и в	3	10
21	по отношению к	3	9
22	так и в	2	9
23	в свое время	2	9
24	мы видим что	2	9
25	более или менее	3	8
26	мы видели что	4	8
27	включает в себя	2	7
28	на первый план	5	7
29	можно было бы	8	7
30	в самом деле	4	7
31	в то время	5	7
32	с самого начала	6	6
33	и все остальные	2	6
34	в свою очередь	3	6
35	во всяком случае	10	5
36	то же самое	9	5
37	все же в	2	5
38	подлежит никакому сомнению	2	5
39	и тот же	6	5
40	друг с другом	10	5
41	не подлежит никакому	2	5
42	по сравнению с	4	5
43	один и тот	6	4
44	одной и той	5	4
45	имеет в виду	2	4
46	как мы увидим	2	4
47	в собственном смысле	12	4
48	что и в	6	4
49	то что в	3	4
50	никакому сомнению что	2	4
51	связи с этим	2	4
52	так же как	9	4
53	на этот вопрос	2	4
54	точки зрения на	2	4
55	и той же	5	4
56	том что в	3	4
57	и то что	3	4
58	содержит в себе	2	3
59	в этом смысле	7	3
60	все же не	2	3
61	заключается в том	18	3
62	вместе с тем	11	3
63	что иное как	2	3
64	и как бы	2	3
65	и в отношении	3	3
66	говорит об этом	2	3
67	мы видим таким	5	3
68	одного и того	5	3
69	не что иное	2	3
70	в основе этого	4	3
71	и того же	5	3
72	между тем как	4	3
73	а с другой	4	3
74	видим таким образом	5	3
75	смысле этого слова	10	3
76	в себе и	2	3
77	в основе их	3	3
78	и в этом	2	3
79	так как они	2	3
80	друг от друга	2	3
81	резком противоречии с	2	2
82	что уже в	2	2
83	сам по себе	2	2
84	таким образом что	6	2
85	с помощью которого	5	2
86	ничего общего с	2	2
87	и благодаря этому	2	2
88	что в основе	7	2
89	одним и тем	4	2
90	совершенно так же	2	2
91	с помощью которых	8	2
92	мы не знаем	2	2
93	было бы неправильно	2	2
94	и тем же	4	2
95	теми или иными	2	2
96	так как он	2	2
97	в этом случае	4	2
98	со всеми другими	2	2
99	из того что	3	2
100	мы не можем	2	2
101	же как и	6	2
102	по этому поводу	4	2
103	и вместе с	2	2
104	в резком противоречии	2	2
105	же что и	2	2
106	есть и у	2	2
107	нас в том	2	2
108	между словом и	3	2
109	в известном смысле	2	2
110	в том чтобы	2	2
