N	3gram	Losev_Prob	formyVre
1	в то же	10	18
2	в связи с	9	15
3	с точки зрения	9	15
4	для того чтобы	4	12
5	но и в	2	12
6	не только в	2	11
7	до сих пор	4	10
8	и в то	2	10
9	и прежде всего	3	8
10	и т д	20	7
11	в отличие от	2	7
12	не может быть	5	7
13	с одной стороны	2	6
14	друг от друга	3	6
15	и в этом	6	6
16	имеем в виду	4	6
17	одно и то	4	5
18	и то же	5	5
19	в том что	17	5
20	на первый план	3	5
21	как и в	2	5
22	то есть в	5	5
23	в то время	6	5
24	то есть не	5	5
25	той или иной	16	5
26	с самим собою	2	4
27	то время как	6	4
28	может быть и	3	4
29	в этом случае	8	4
30	и в других	2	4
31	с другой стороны	11	4
32	во всяком случае	8	4
33	равно как и	2	4
34	и в частности	4	3
35	то же самое	17	3
36	и как бы	2	3
37	в чем не	2	3
38	ни в чем	2	3
39	в зависимости от	3	3
40	о том как	4	3
41	о том что	8	3
42	так и в	2	3
43	как раз и	5	3
44	так же как	3	3
45	узком смысле слова	2	3
46	сами по себе	8	3
47	же как и	4	3
48	тот или иной	4	3
49	по сравнению с	3	3
50	в той или	7	3
51	здесь не только	2	2
52	и все они	3	2
53	как мы сказали	2	2
54	мы находим в	2	2
55	в значительной мере	2	2
56	это значит что	8	2
57	вовсе не является	4	2
58	бы она ни	2	2
59	потому что они	2	2
60	не было бы	3	2
61	можно сказать что	2	2
62	она ни была	2	2
63	дело в том	4	2
64	что и в	3	2
65	вовсе не являются	3	2
66	в данном случае	12	2
67	а вовсе не	3	2
68	если бы он	2	2
69	в буквальном смысле	2	2
