N	3gram	Vygotskiy_	Istorich
1	с другой стороны	3	46
2	до сих пор	6	30
3	в этом случае	15	29
4	с одной стороны	7	28
5	так же как	13	27
6	мы знаем что	2	26
7	в том что	24	25
8	не может быть	6	24
9	тем не менее	4	23
10	вместе с тем	6	23
11	точно так же	3	22
12	о том что	4	22
13	не только в	2	19
14	мы видели что	3	16
15	в данном случае	5	15
16	по отношению к	9	14
17	на то что	5	14
18	в то время	8	13
19	то время как	7	13
20	таким образом мы	2	13
21	как мы видели	7	12
22	как и в	4	10
23	можно было бы	5	10
24	и вместе с	2	9
25	же как и	3	9
26	друг с другом	6	9
27	но вместе с	2	8
28	то же самое	11	8
29	приводит нас к	2	8
30	подобно тому как	2	8
31	в зависимости от	6	8
32	и то что	5	8
33	в большинстве случаев	2	7
34	в одном случае	2	7
35	потому что он	4	7
36	смысле этого слова	4	7
37	с самого начала	13	6
38	этой точки зрения	4	6
39	с этой точки	4	6
40	так как в	2	6
41	мы не можем	3	6
42	на самом деле	2	5
43	для того чтобы	24	5
44	в том числе	2	5
45	не представляет собой	2	5
46	в отличие от	4	5
47	на этой стадии	2	5
48	том что в	3	5
49	мы видим в	3	5
50	чем перейти к	3	4
51	содержит в себе	4	4
52	том что они	2	4
53	состоит в том	3	4
54	можно сказать что	7	4
55	с точки зрения	31	4
56	друг на друга	2	4
57	же самое что	3	4
58	и то же	3	3
59	на первых порах	3	3
60	мы нашли что	3	3
61	не только не	11	3
62	мы уже говорили	2	3
63	потому что у	4	3
64	может быть понят	2	3
65	таким образом в	2	3
66	одной стороны и	4	3
67	по этому поводу	3	3
68	к тому что	10	3
69	и тем самым	8	3
70	в том смысле	2	3
71	внимание на то	2	3
72	что в этом	2	3
73	по сравнению с	20	3
74	то и другое	4	2
75	в силу того	6	2
76	в меньшей мере	3	2
77	и в конце	2	2
78	в самом деле	4	2
79	сам по себе	2	2
80	связаны между собой	4	2
81	в этом и	2	2
82	все больше и	2	2
83	друг от друга	3	2
84	не могут быть	3	2
85	и не может	2	2
86	больше и больше	2	2
87	из того что	5	2
88	том что он	2	2
89	силу того что	6	2
90	том что она	2	2
91	эту точку зрения	2	2
92	бы показать что	2	2
93	совершенно очевидно что	2	2
94	только в том	2	2
95	одно и то	3	2
96	и той же	5	2
97	это мы видим	2	2
98	но то что	2	2
99	только потому что	3	2
100	том числе и	2	2
101	одной и той	5	2
102	в свою очередь	3	2
103	мы имеем дело	2	2
104	вместо того чтобы	2	2
