N	2gram	Bakhtin_Pr	StatiiOP
1	и в	64	103
2	в том	12	89
3	том что	8	77
4	в этом	33	76
5	что в	11	74
6	не только	26	60
7	и т	14	51
8	о том	5	47
9	но и	26	46
10	то что	21	44
11	что он	15	42
12	в его	30	42
13	и не	55	41
14	может быть	43	38
15	т е	44	33
16	было бы	8	32
17	т д	4	32
18	в этой	5	31
19	вовсе не	12	31
20	все это	9	29
21	тем что	6	29
22	таким образом	15	28
23	а в	10	27
24	а не	29	27
25	но в	14	26
26	что это	2	25
27	так и	8	25
28	этом отношении	3	24
29	и его	21	24
30	все же	11	23
31	не в	15	23
32	так что	6	23
33	точки зрения	31	23
34	потому что	8	23
35	того что	3	22
36	прежде всего	16	22
37	у нас	3	22
38	в которой	2	22
39	как в	7	22
40	того чтобы	2	21
41	и пр	5	21
42	это не	12	20
43	до сих	9	20
44	т п	10	19
45	в то	15	19
46	сих пор	9	19
47	в своей	11	19
48	только в	13	19
49	об этом	3	18
50	не может	26	18
51	с другой	7	18
52	в котором	7	18
53	он не	14	18
54	самом деле	10	17
55	в россии	2	17
56	в данном	2	17
57	как на	4	17
58	в самом	17	17
59	как бы	33	17
60	с этим	3	16
61	сказать что	4	16
62	в ней	2	16
63	можно было	3	16
64	если бы	12	16
65	в этих	5	16
66	в отношении	5	15
67	как и	25	15
68	для него	23	15
69	например в	5	15
70	другой стороны	6	15
71	из этих	3	15
72	я не	6	15
73	также и	3	15
74	и на	16	15
75	у него	11	15
76	как раз	9	15
77	была бы	5	14
78	к тому	4	14
79	между тем	7	14
80	то же	18	14
81	но все	6	14
82	с точки	21	14
83	и что	5	14
84	в своем	12	13
85	в конце	8	13
86	а с	2	13
87	тому что	3	13
88	но это	6	13
89	в нем	28	13
90	во всяком	7	13
91	дело в	2	13
92	именно в	5	13
93	из них	3	13
94	всяком случае	4	13
95	в той	5	13
96	жизни и	3	13
97	не менее	3	12
98	так как	9	12
99	как например	2	12
100	в первой	3	12
101	хотя бы	4	12
102	что у	2	12
103	ни в	5	12
104	в своих	4	12
105	никогда не	11	11
106	вопрос о	3	11
107	и с	9	11
108	в другом	3	11
109	должна была	4	11
110	в них	5	11
111	все эти	13	11
112	из его	3	11
113	того как	3	11
114	на то	5	11
115	не было	5	11
116	на самом	5	10
117	так же	8	10
118	в виду	3	10
119	а как	11	10
120	на вопрос	2	10
121	ничего не	8	10
122	в целом	8	10
123	что и	7	10
124	в истории	2	10
125	это слово	6	10
126	во всех	4	10
127	во второй	2	10
128	кроме того	5	10
129	но не	12	10
130	что такое	2	10
131	же время	13	10
132	но он	4	10
133	в каждом	15	9
134	письме к	2	9
135	что же	9	9
136	несмотря на	7	9
137	там где	12	9
138	он был	2	9
139	можно сказать	2	9
140	в одном	20	9
141	с этой	2	9
142	времени и	2	9
143	его жизни	2	9
144	и для	7	9
145	и к	5	9
146	для нас	2	9
147	и это	8	9
148	до конца	10	8
149	могут быть	9	8
150	отношение к	4	8
151	к которому	2	8
152	в их	6	8
153	к сожалению	2	8
154	и др	7	8
155	той же	8	8
156	в какой	2	8
157	связи с	3	8
158	это в	2	8
159	что она	7	8
160	в результате	7	8
161	тем не	2	8
162	и даже	5	8
163	но ведь	3	8
164	в речи	3	8
165	одним из	7	8
166	совершенно не	5	8
167	такой же	4	8
168	и о	7	8
169	не имеет	2	8
170	еще более	2	8
171	в которых	4	8
172	данном случае	2	7
173	это очень	2	7
174	уже в	5	7
175	конце концов	7	7
176	что все	2	7
177	того же	3	7
178	точка зрения	13	7
179	что этот	2	7
180	в ее	2	7
181	при чем	3	7
182	кажется что	4	7
183	то в	2	7
184	отличается от	5	7
185	лишь в	4	7
186	еще не	10	7
187	отношению к	12	7
188	на этот	4	7
189	что для	2	7
190	по себе	16	7
191	то время	2	7
192	но с	4	7
193	на почве	5	7
194	даже в	6	6
195	идет о	5	6
196	в себе	11	6
197	в одной	8	6
198	по отношению	12	6
199	одном из	2	6
200	ни одного	3	6
201	из которых	3	6
202	своего времени	2	6
203	по существу	6	6
204	к нему	11	6
205	и все	6	6
206	по крайней	2	6
207	на его	2	6
208	и во	3	6
209	же как	2	6
210	с его	11	6
211	крайней мере	2	6
212	одно из	2	6
213	его как	5	6
214	мы не	4	6
215	и здесь	6	6
216	он писал	2	6
217	же и	5	6
218	что я	7	6
219	и сам	6	6
220	в письме	2	6
221	время как	2	6
222	в жизни	5	6
223	ни на	3	6
224	этот вопрос	4	6
225	этом смысле	12	6
226	в устах	2	6
227	только не	2	6
228	тем же	3	6
229	не о	3	5
230	его в	8	5
231	на себя	4	5
232	не был	2	5
233	для себя	3	5
234	это и	5	5
235	том же	4	5
236	как он	3	5
237	точку зрения	7	5
238	и потому	7	5
239	а то	3	5
240	в сторону	2	5
241	если б	2	5
242	что не	3	5
243	отношении к	5	5
244	один из	3	5
245	конечно и	3	5
246	в уста	4	5
247	не была	4	5
248	при этом	8	5
249	в сущности	10	5
250	не на	7	5
251	должна быть	8	5
252	хотя и	5	5
253	не потому	2	5
254	самого начала	2	5
255	в речах	2	5
256	в духе	4	5
257	которую он	3	5
258	то это	3	5
259	всех этих	2	5
260	не как	20	5
261	целый ряд	2	5
262	как будто	4	5
263	но они	2	5
264	не могло	2	5
265	вообще не	2	5
266	ее в	3	5
267	поэтому в	3	5
268	в творчестве	6	5
269	и если	2	5
270	уже не	15	5
271	оно не	3	5
272	конечно не	4	5
273	является не	2	5
274	и только	3	5
275	в слове	3	5
276	в каждой	2	4
277	не могут	10	4
278	одна из	5	4
279	в форме	8	4
280	на этом	2	4
281	нисколько не	3	4
282	то есть	3	4
283	что оно	2	4
284	и у	3	4
285	и всегда	2	4
286	нет ни	2	4
287	не всегда	2	4
288	как можно	2	4
289	в романе	12	4
290	не знает	6	4
291	всего в	2	4
292	но как	4	4
293	они не	5	4
294	он говорит	2	4
295	которые были	2	4
296	а потому	2	4
297	в образе	2	4
298	в процессе	6	4
299	с нею	2	4
300	в поэзии	2	4
301	мы видим	3	4
302	е в	3	4
303	что было	6	4
304	в первом	2	4
305	этого слова	3	4
306	должны быть	3	4
307	как мы	13	4
308	да и	2	4
309	для этого	3	4
310	иметь в	2	4
311	за пределы	7	4
312	сами по	4	4
313	есть в	2	4
314	в чисто	3	4
315	и он	5	4
316	бы и	6	4
317	тем или	2	4
318	на него	6	4
319	в свете	4	4
320	что как	2	4
321	и вполне	2	4
322	все они	2	4
323	и их	3	4
324	а именно	2	4
325	каждая из	2	4
326	тому же	2	4
327	и так	2	4
328	все что	4	4
329	для его	4	4
330	но для	3	4
331	здесь нет	4	4
332	совпадает с	2	4
333	в стиле	4	4
334	уже после	2	4
335	в смысле	3	4
336	или в	7	4
337	в таком	3	4
338	в основе	4	4
339	чем в	3	4
340	в книге	2	3
341	перед нами	12	3
342	конечно в	2	3
343	ему не	2	3
344	в плане	6	3
345	е не	2	3
346	в драме	6	3
347	только у	3	3
348	при всей	2	3
349	и наконец	7	3
350	в других	2	3
351	от того	4	3
352	как к	3	3
353	или же	2	3
354	не хочет	3	3
355	слово в	10	3
356	вот как	3	3
357	он должен	2	3
358	быть это	2	3
359	но именно	3	3
360	в одно	4	3
361	к своему	2	3
362	а вовсе	2	3
363	или менее	4	3
364	на котором	3	3
365	ведь и	4	3
366	в руках	3	3
367	от них	3	3
368	для своего	2	3
369	лучшем случае	2	3
370	к этим	2	3
371	она не	10	3
372	на том	2	3
373	может служить	3	3
374	заметить что	2	3
375	и как	9	3
376	находит свое	2	3
377	почти не	3	3
378	смысле слова	2	3
379	нельзя сказать	2	3
380	здесь не	7	3
381	но эта	5	3
382	себя и	5	3
383	и ее	5	3
384	бы то	3	3
385	бы в	7	3
386	чтобы в	2	3
387	все время	3	3
388	то и	3	3
389	в сознании	3	3
390	но эти	4	3
391	и до	6	3
392	в словах	4	3
393	от этого	2	3
394	бы ни	3	3
395	особенно в	2	3
396	который не	2	3
397	и уже	3	3
398	бы не	2	3
399	не раз	2	3
400	чем у	2	3
401	слова с	7	3
402	в рассказе	2	3
403	наконец в	4	3
404	во всей	3	3
405	со всеми	2	3
406	что из	2	3
407	является в	2	3
408	не значит	4	3
409	эта тема	2	3
410	их в	8	3
411	я и	2	3
412	слова в	12	3
413	когда он	2	3
414	у меня	6	3
415	но на	3	3
416	произведения и	2	3
417	он и	8	3
418	в лучшем	2	3
419	так чтобы	7	3
420	сколько в	2	3
421	от нее	2	3
422	русский народ	2	3
423	в один	2	3
424	то ни	3	3
425	более или	4	3
426	что так	2	3
427	и перед	2	3
428	как его	4	3
429	отношения к	5	3
430	не дает	3	3
431	с помощью	2	3
432	стиля и	5	2
433	для самого	2	2
434	его к	4	2
435	а что	5	2
436	как человек	3	2
437	и говорить	2	2
438	является как	2	2
439	в литературе	4	2
440	была для	3	2
441	в настоящее	3	2
442	совершенно неправильно	2	2
443	в рамках	2	2
444	также не	2	2
445	да ведь	2	2
446	но есть	2	2
447	в произведениях	6	2
448	видеть в	2	2
449	ни были	3	2
450	выражение в	6	2
451	на пути	2	2
452	ведь это	4	2
453	были бы	5	2
454	ни одной	2	2
455	от своего	2	2
456	и при	2	2
457	тем как	5	2
458	отличие от	4	2
459	даны в	3	2
460	для понимания	4	2
461	значение для	3	2
462	под его	2	2
463	художественного изображения	2	2
464	и среди	2	2
465	о мире	7	2
466	форме в	2	2
467	этом не	2	2
468	не место	2	2
469	литературы о	5	2
470	жизнь в	2	2
471	на себе	3	2
472	все его	3	2
473	иначе и	2	2
474	ту же	2	2
475	на свой	6	2
476	настоящее время	3	2
477	к слову	2	2
478	между собой	2	2
479	как слово	5	2
480	и этим	5	2
481	в зависимости	5	2
482	на материале	5	2
483	и они	2	2
484	в обычном	2	2
485	что если	3	2
486	тот же	2	2
487	критической литературы	2	2
488	лучше сказать	2	2
489	но зато	2	2
490	какой бы	2	2
491	и от	3	2
492	никак не	4	2
493	в контексте	2	2
494	произведения как	2	2
495	бы он	4	2
496	него самого	2	2
497	то он	3	2
498	так сказать	9	2
499	и эта	2	2
500	это вовсе	2	2
501	и еще	2	2
502	по преимуществу	2	2
503	поэтому и	4	2
504	чтобы сделать	2	2
505	в изображении	2	2
506	за ним	4	2
507	зависимости от	5	2
508	этих трех	3	2
509	превращается в	5	2
510	но у	4	2
511	и лишь	2	2
512	выйти за	2	2
513	ни было	4	2
514	по мере	4	2
515	слова как	3	2
516	героев и	4	2
517	между собою	5	2
518	в пределах	24	2
519	в отличие	4	2
520	второй части	2	2
521	она является	2	2
522	он является	3	2
523	не умеют	3	2
524	а за	3	2
525	значение в	2	2
526	не за	3	2
527	далеко не	7	2
528	всей его	2	2
529	него не	4	2
530	он может	4	2
531	целом ряде	3	2
532	два слова	2	2
533	слова он	2	2
534	ни один	3	2
535	своей жизни	2	2
536	входит в	9	2
537	зрения на	8	2
538	а между	2	2
539	их и	2	2
540	те же	3	2
541	произведения в	2	2
542	как не	9	2
543	с их	7	2
544	сам по	2	2
545	именно на	3	2
546	его жизнь	3	2
547	не укладывается	4	2
548	по своим	4	2
549	другом случае	2	2
550	быть и	2	2
551	все в	3	2
552	мы и	2	2
553	художественного творчества	5	2
