N	3gram	Vygotskiy_	Psycholo
1	в том что	30	78
2	для того чтобы	19	70
3	на то что	9	55
4	в самом деле	5	51
5	заключается в том	10	36
6	о том что	10	34
7	то же самое	4	31
8	с точки зрения	34	29
9	с одной стороны	14	28
10	так же точно	9	24
11	в сущности говоря	3	24
12	до сих пор	4	23
13	не может быть	8	23
14	и в самом	2	22
15	с таким образом	6	21
16	к тому что	3	20
17	с другой стороны	10	20
18	в том чтобы	6	20
19	мы увидим что	2	19
20	на самом деле	3	17
21	с самого начала	9	16
22	не только не	2	16
23	в зависимости от	8	15
24	во всяком случае	5	14
25	так же как	6	14
26	в этом отношении	6	14
27	в то время	5	14
28	само по себе	3	14
29	можно было бы	6	13
30	то время как	4	13
31	сам по себе	3	12
32	одной и той	2	12
33	этой точки зрения	2	12
34	указывает на то	3	12
35	и той же	2	12
36	то что в	2	11
37	в конечном счете	4	11
38	то что он	2	11
39	подобно тому как	2	11
40	по сравнению с	9	11
41	вместе с тем	5	10
42	к тому чтобы	2	10
43	том что он	2	10
44	не в состоянии	2	9
45	что он не	2	9
46	потому что он	3	9
47	мы могли бы	9	9
48	в данном случае	5	9
49	таким образом что	3	9
50	в отличие от	3	9
51	точно так же	2	9
52	и то же	2	8
53	друг с другом	6	8
54	смысле этого слова	6	8
55	речь идет о	4	8
56	и таким образом	2	8
57	бы сказать что	3	7
58	на этот вопрос	5	7
59	а с другой	6	7
60	состоит в том	4	7
61	в свою очередь	3	7
62	если бы мы	3	7
63	можно сказать что	5	7
64	только то что	2	7
65	как и в	2	7
66	в какой мере	2	7
67	одно и то	2	7
68	в этом смысле	3	7
69	сама по себе	3	6
70	мы не можем	3	6
71	друг к другу	2	6
72	чтобы показать что	2	5
73	ни в какой	2	5
74	мы видели что	4	5
75	в собственном смысле	8	5
76	как раз в	3	5
77	же как и	4	5
78	как если бы	3	5
79	и в частности	3	5
80	вместо того чтобы	3	5
81	шаг за шагом	3	4
82	все более и	3	4
83	вопрос о том	2	4
84	от того что	2	4
85	если мы хотим	2	4
86	мы должны будем	2	4
87	ничего не может	2	4
88	мы уже говорили	3	4
89	прямо говорит что	2	4
90	мы говорили выше	3	4
91	таким образом и	3	4
92	более и более	3	4
93	из того что	7	4
94	собственном смысле слова	4	4
95	благодаря тому что	3	4
96	говорит что в	2	4
97	том что в	3	4
98	только тогда когда	4	4
99	то что у	2	4
100	в приложении к	2	4
101	нам думается что	7	3
102	в учении о	4	3
103	не потому что	2	3
104	ответ на этот	3	3
105	со всеми остальными	2	3
106	к выводу что	5	3
107	я не могу	2	3
108	приходит к выводу	4	3
109	могли бы сказать	2	3
110	в то же	2	3
111	то обстоятельство что	2	3
112	приводит к тому	3	3
113	по отношению к	11	3
114	то же время	2	3
115	что в сущности	3	3
116	является то что	4	3
117	того чтобы показать	3	3
118	полном согласии с	2	3
119	друг от друга	4	3
120	в последнее время	3	3
121	в высшей степени	7	3
122	в полном согласии	2	3
123	дело в том	2	3
124	той или иной	2	2
125	убедиться в том	2	2
126	зрения социальной психологии	2	2
127	но вместе с	5	2
128	ничего другого как	2	2
129	в предисловии к	4	2
130	или во всяком	2	2
131	на всем протяжении	3	2
132	именно в этом	3	2
133	о которых говорит	2	2
134	вместе с ним	3	2
135	и в своем	2	2
136	того что в	3	2
137	то же что	2	2
138	как и все	2	2
139	в связи с	3	2
140	так как он	3	2
141	что с точки	2	2
142	мы старались показать	2	2
143	в одном из	2	2
144	тогда когда он	2	2
145	что может быть	2	2
146	постараемся показать ниже	2	2
147	было бы назвать	2	2
148	в такой же	3	2
149	мы видим таким	4	2
150	на первый план	3	2
151	мы не станем	6	2
152	того факта что	3	2
153	только для того	2	2
154	одной стороны и	3	2
155	казалось бы что	2	2
156	в своих исследованиях	2	2
157	и тем самым	4	2
158	остается ничего другого	2	2
159	такой же мере	3	2
160	не остается ничего	3	2
161	когда мы говорим	2	2
162	должны были бы	2	2
163	видим таким образом	4	2
164	точки зрения социальной	2	2
165	на каждом шагу	2	2
