N	3gram	Propp_Isto	KulturaY
1	и т д	30	42
2	в том что	8	33
3	можно было бы	2	25
4	во всяком случае	2	19
5	тем не менее	6	19
6	с другой стороны	10	17
7	до сих пор	7	14
8	по отношению к	2	13
9	в связи с	5	12
10	не может быть	4	11
11	о том что	3	10
12	не только в	3	8
13	в этом случае	8	8
14	после того как	3	7
15	с одной стороны	2	7
16	к тому же	4	6
17	но все же	5	5
18	т е в	2	5
19	в данном случае	6	5
20	как мы видели	7	5
21	точно так же	8	4
22	дает нам право	2	4
23	так же как	7	4
24	на то что	4	4
25	состоит в том	2	4
26	смысле этого слова	3	4
27	в тех случаях	2	3
28	в таких случаях	2	3
29	т е к	2	3
30	в то время	2	3
31	тех случаях когда	2	3
32	что и в	3	3
33	мы увидим что	2	3
34	здесь можно было	3	3
35	мы имеем в	4	2
36	не что иное	6	2
37	и той же	2	2
38	что в них	2	2
39	мы знаем что	8	2
40	в большинстве случаев	2	2
41	одной и той	2	2
42	что иное как	6	2
43	только после того	2	2
44	в одном из	2	2
45	мы видели выше	2	2
46	и в других	3	2
47	это еще не	2	2
48	к этому же	2	2
49	можно сказать что	2	2
50	по сравнению с	2	2
