N	2gram	Tiupa_Narr	Hudozhes
1	в качестве	21	31
2	то есть	19	26
3	в мире	9	24
4	и в	19	23
5	не только	32	20
6	состоит в	13	20
7	в том	18	20
8	может быть	25	19
9	при этом	9	19
10	в частности	14	18
11	и не	20	16
12	тогда как	12	15
13	но и	23	14
14	в рамках	12	13
15	а в	11	13
16	в себе	8	13
17	художественного текста	2	13
18	но не	6	13
19	в тексте	16	13
20	а не	12	13
21	то же	4	12
22	такого рода	7	12
23	в этом	17	12
24	и его	5	12
25	так и	9	12
26	как бы	4	11
27	точки зрения	10	11
28	представляет собой	13	11
29	в его	9	11
30	сводится к	3	11
31	но в	6	10
32	по отношению	7	10
33	отношению к	6	10
34	не в	14	9
35	или иной	5	9
36	том что	14	9
37	коммуникативного события	12	9
38	присутствия в	3	9
39	не может	10	9
40	с другой	8	9
41	не сводится	2	9
42	своего рода	12	9
43	в то	3	8
44	себя в	5	8
45	в принципе	4	8
46	в области	2	8
47	и т.п	8	7
48	по своей	3	7
49	отношение к	2	7
50	внутреннего зрения	4	7
51	только в	4	7
52	же время	4	7
53	как это	6	7
54	что в	3	7
55	отличие от	5	7
56	в отличие	5	7
57	в основе	5	7
58	не столько	4	7
59	всего лишь	2	6
60	более или	2	6
61	мы имеем	2	6
62	уже не	5	6
63	другой стороны	4	6
64	по сути	2	6
65	приводит к	2	6
66	а также	7	6
67	в нем	4	6
68	с ее	3	6
69	можно сказать	5	6
70	в ее	3	6
71	с его	6	6
72	или менее	2	6
73	тем самым	6	5
74	речевая маска	5	5
75	ни в	3	5
76	высказывания в	6	5
77	той или	4	5
78	или иначе	3	5
79	картина мира	5	5
80	конечном счете	2	5
81	могут быть	3	5
82	в конечном	3	5
83	между ними	2	5
84	и одновременно	2	5
85	как к	2	5
86	не предполагает	5	5
87	иначе говоря	6	5
88	кто говорит	2	5
89	со стороны	9	5
90	не является	8	5
91	героя и	4	5
92	что он	6	5
93	не на	2	5
94	то что	11	5
95	не менее	3	5
96	прежде всего	4	5
97	говоря словами	2	5
98	того что	2	5
99	для него	2	5
100	личности в	2	4
101	сказать что	4	4
102	его в	2	4
103	или иного	2	4
104	далеко не	5	4
105	это не	2	4
106	того или	2	4
107	к тому	7	4
108	значении этого	3	4
109	между тем	3	4
110	во времени	8	4
111	в данном	5	4
112	и т.д	7	4
113	во втором	4	4
114	креативная компетенция	6	4
115	жизни как	3	4
116	в форме	5	4
117	однако в	2	4
118	в силу	4	4
119	и как	5	4
120	еще не	7	4
121	к которому	2	4
122	и тем	4	4
123	говорить о	2	4
124	он не	3	4
125	без исключения	2	4
126	отношения к	2	4
127	например в	2	4
128	в себя	6	4
129	в своем	2	4
130	хотя и	3	4
131	так или	2	4
132	даже в	2	3
133	одного сознания	2	3
134	сказания или	4	3
135	к нему	5	3
136	и для	2	3
137	в произведении	3	3
138	в иной	2	3
139	и ее	2	3
140	не случайно	2	3
141	в роли	2	3
142	читателя в	2	3
143	как и	7	3
144	авторской позиции	2	3
145	о чем	2	3
146	одной стороны	7	3
147	том числе	6	3
148	текста как	2	3
149	в противоположность	2	3
150	являет собой	2	3
151	говорит и	2	3
152	в свою	3	3
153	к содержанию	3	3
154	картины мира	5	3
155	это позиция	2	3
156	тем не	3	3
157	в культуре	2	3
158	а именно	3	3
159	субъекта и	2	3
160	из этих	3	3
161	связи с	4	3
162	и на	3	3
163	мог бы	3	3
164	тому как	2	3
165	ценностного центра	2	3
166	в той	6	3
167	не будет	3	3
168	как раз	2	3
169	с точки	2	3
170	сути дела	2	3
171	для автора	2	3
172	и того	2	3
173	подобно тому	2	3
174	не обязательно	3	3
175	или даже	2	3
176	себя и	2	3
177	как говорит	3	3
178	в связи	2	3
179	в притче	3	3
180	в таком	2	3
181	есть в	2	3
182	во всей	2	3
183	в рассказе	4	3
184	как правило	4	3
185	в пределах	2	3
186	с одной	7	3
187	текста в	2	3
188	я героя	2	3
189	имеет место	4	3
190	в структуре	2	3
191	никогда не	3	2
192	вокруг я	2	2
193	по характеристике	4	2
194	статус знания	2	2
195	о том	6	2
196	одной из	4	2
197	анекдот не	2	2
198	в литературе	2	2
199	жизни но	2	2
200	одна из	3	2
201	биографического дискурса	2	2
202	как в	7	2
203	с.с аверинцева	2	2
204	и др	2	2
205	художественной литературы	3	2
206	всей своей	2	2
207	одно из	2	2
208	не от	2	2
209	но от	2	2
210	и потому	2	2
211	от всех	2	2
212	значительной степени	2	2
213	коммуникативное событие	3	2
214	то в	6	2
215	при всем	2	2
216	высказывания и	3	2
217	в молчание	2	2
218	идет о	2	2
219	столь же	3	2
220	референтная компетенция	3	2
221	или в	2	2
222	именно в	6	2
223	позицию внутренне	2	2
224	жизни в	3	2
225	но как	2	2
226	притча не	2	2
227	все эти	2	2
228	в анекдоте	2	2
229	тем более	2	2
230	или притчи	3	2
231	или иную	2	2
232	времени в	2	2
233	не всегда	2	2
234	маска такого	2	2
235	мира и	2	2
236	не все	5	2
237	вслед за	4	2
238	времени и	7	2
239	оно не	2	2
240	включает в	2	2
241	этой точки	2	2
242	не как	2	2
243	ни столь	2	2
244	так же	2	2
245	отличается от	4	2
246	и соответственно	2	2
247	форма авторства	2	2
248	свою очередь	3	2
249	из которых	4	2
250	между собой	2	2
251	в известном	2	2
252	или субъектом	2	2
253	отнюдь не	5	2
254	один из	3	2
255	ситуации рассказывания	2	2
256	по себе	5	2
257	в пространстве	4	2
258	сказания это	2	2
259	в сказании	2	2
260	речь идет	4	2
261	не могло	2	2
262	несмотря на	2	2
263	с чем	2	2
264	и возможность	2	2
265	таком случае	2	2
266	и рецептивная	3	2
267	или анекдота	3	2
268	по бахтину	3	2
269	роль в	2	2
270	коммуникативным событием	2	2
271	индивидуального речевого	2	2
272	речевой маски	2	2
273	речевого замысла	2	2
274	это и	3	2
275	события в	2	2
276	мира в	5	2
277	возможность иного	2	2
278	к другому	2	2
279	коммуникативной стратегии	3	2
