N	2gram	Trubetskoy	Tvorches
1	и в	24	56
2	как бы	10	41
3	в его	5	37
4	в то	6	30
5	то же	4	25
6	не только	10	24
7	но в	5	24
8	же время	2	24
9	то есть	2	23
10	и его	2	23
11	и не	9	23
12	а в	3	23
13	как и	10	23
14	в этом	13	22
15	в том	31	21
16	что в	9	21
17	том что	20	19
18	он не	4	19
19	может быть	17	19
20	потому что	9	19
21	у него	5	18
22	то что	18	18
23	что он	7	17
24	все это	13	17
25	и на	6	17
26	таким образом	34	17
27	никогда не	4	16
28	прежде всего	3	16
29	при этом	9	16
30	не может	18	16
31	но и	11	16
32	в этой	7	15
33	в мире	6	15
34	и с	5	15
35	это не	3	14
36	о том	7	13
37	тем самым	3	12
38	в целом	5	12
39	в котором	2	12
40	все же	15	11
41	для него	2	11
42	отнюдь не	2	11
43	в конце	4	10
44	не в	9	10
45	так и	10	10
46	представление о	3	10
47	но не	3	10
48	в самом	8	10
49	только в	6	10
50	как будто	5	10
51	в свою	2	9
52	в нем	3	9
53	а затем	2	9
54	и от	5	9
55	в своих	2	9
56	даже в	3	8
57	так же	8	8
58	в себе	5	8
59	в их	4	8
60	не менее	7	8
61	так как	7	8
62	тогда как	6	8
63	вовсе не	2	8
64	к этому	5	8
65	еще не	6	8
66	одним из	4	8
67	именно в	5	8
68	хотя и	4	8
69	вместе с	7	8
70	самом деле	12	7
71	в дальнейшем	4	7
72	что она	2	7
73	в которой	5	7
74	в этих	3	7
75	и сам	2	7
76	его в	5	6
77	так что	6	6
78	и все	9	6
79	все эти	19	6
80	и ее	2	6
81	если он	2	6
82	одна из	2	6
83	хотя бы	4	6
84	если бы	8	6
85	с ним	6	6
86	а потому	5	6
87	из всех	5	5
88	по отношению	11	5
89	но если	2	5
90	и у	4	5
91	однако это	2	5
92	и других	3	5
93	том же	4	5
94	в виде	4	5
95	в своем	12	5
96	а с	4	5
97	не так	4	5
98	в них	2	5
99	и это	3	5
100	что и	7	5
101	в ту	2	5
102	и по	3	5
103	что они	2	5
104	в истории	3	5
105	во всей	2	5
106	тот же	3	5
107	что это	5	5
108	с этим	12	5
109	из этой	2	5
110	на него	2	5
111	та же	4	5
112	между тем	12	5
113	как у	3	5
114	отношению к	11	5
115	что у	2	5
116	с другой	6	5
117	из них	5	5
118	я не	2	5
119	не было	2	5
120	в таком	4	5
121	но с	2	5
122	в пользу	5	5
123	при помощи	3	4
124	и потому	3	4
125	в частности	2	4
126	отличие от	3	4
127	не знает	2	4
128	в такой	4	4
129	того что	7	4
130	что все	5	4
131	в в	4	4
132	к нему	2	4
133	точки зрения	14	4
134	ту же	2	4
135	что на	2	4
136	сих пор	15	4
137	же не	3	4
138	же как	3	4
139	с ними	2	4
140	в основе	2	4
141	как известно	3	4
142	на земле	3	4
143	него в	2	4
144	и наконец	3	4
145	с этой	3	4
146	такой же	2	4
147	что его	4	4
148	и более	2	4
149	далеко не	5	4
150	не вполне	3	4
151	этот вопрос	2	4
152	в которых	2	4
153	между людьми	2	4
154	с точки	8	4
155	говорить о	2	4
156	той же	2	4
157	до сих	15	4
158	не есть	4	3
159	ее и	4	3
160	при виде	2	3
161	на самом	7	3
162	в процессе	2	3
163	от него	3	3
164	в другом	2	3
165	отношение к	4	3
166	как к	5	3
167	для себя	2	3
168	давно уже	2	3
169	друг друга	2	3
170	в виду	2	3
171	на все	5	3
172	в области	4	3
173	в один	2	3
174	мы знаем	10	3
175	о котором	7	3
176	к тому	8	3
177	гораздо более	2	3
178	может служить	3	3
179	в ней	3	3
180	другой стороны	5	3
181	что оно	3	3
182	всяком случае	2	3
183	не то	3	3
184	по этому	2	3
185	должны быть	3	3
186	что с	6	3
187	и до	3	3
188	никто не	2	3
189	в с	3	3
190	заключается в	3	3
191	как мы	3	3
192	сильнее чем	4	3
193	то в	2	3
194	из этих	8	3
195	в начале	3	3
196	более всего	2	3
197	с ее	2	3
198	отличается от	6	3
199	только что	3	3
200	лишь в	5	3
201	для того	8	3
202	и их	5	3
203	во имя	3	3
204	у нас	3	3
205	в жизни	3	3
206	в себя	2	3
207	что для	4	3
208	образом и	2	3
209	и если	6	3
210	и к	5	3
211	но на	2	3
212	на этом	2	3
213	несмотря на	6	3
214	может не	3	3
215	жизни и	2	3
216	сводится к	2	3
217	и что	9	3
218	во всяком	2	3
219	и особенно	2	3
220	и только	2	3
221	тому же	6	3
222	он все	2	2
223	данном случае	3	2
224	не могут	4	2
225	представляет собою	2	2
226	но как	2	2
227	в тех	3	2
228	не потому	2	2
229	и поэтому	2	2
230	но даже	3	2
231	чем их	2	2
232	в силу	7	2
233	по своей	7	2
234	должен быть	2	2
235	свою очередь	2	2
236	в одно	2	2
237	точку зрения	2	2
238	и где	2	2
239	индивидуальном сознании	2	2
240	и будет	2	2
241	образом в	3	2
242	с тем	4	2
243	для этой	2	2
244	тому что	2	2
245	она не	2	2
246	на том	2	2
247	того же	9	2
248	эти примеры	2	2
249	и без	5	2
250	между прочим	2	2
251	настоящее время	3	2
252	целом ряде	3	2
253	между собой	4	2
254	что же	2	2
255	не будет	5	2
256	него с	2	2
257	того чтобы	8	2
258	было бы	3	2
259	связи с	4	2
260	в сущности	2	2
261	в связи	3	2
262	развития человечества	2	2
263	заключает в	2	2
264	и того	3	2
265	самого себя	4	2
266	и вообще	3	2
267	всех этих	4	2
268	не от	2	2
269	что если	3	2
270	в данном	3	2
271	только то	2	2
272	а к	2	2
273	во всех	10	2
274	при таком	2	2
275	высшей степени	2	2
276	из нее	2	2
277	тем не	4	2
278	цивилизации в	3	2
279	даже если	3	2
280	сходство с	2	2
281	что как	4	2
282	этой области	4	2
283	чем у	8	2
284	в результате	9	2
285	жизнь и	3	2
286	в глазах	2	2
287	с одной	3	2
288	не стоит	2	2
289	культуры и	11	2
290	очень много	3	2
291	не имеет	2	2
292	со своими	2	2
293	столь же	5	2
294	их в	2	2
295	а между	8	2
296	все что	10	2
297	я в	2	2
298	из себя	10	2
299	в эту	2	2
300	но для	2	2
301	ко всему	2	2
302	мы все	2	2
303	из этого	7	2
304	и уже	2	2
305	конце концов	4	2
306	каждого человека	2	2
307	как на	6	2
308	в высшей	2	2
309	если же	3	2
310	о которой	2	2
311	мы уже	4	2
312	ибо в	4	2
313	ясно что	8	2
