N	2gram	Vygotskiy_	Dialekti
1	не есть	5	181
2	и не	16	120
3	по себе	11	79
4	а не	7	78
5	и в	38	77
6	точки зрения	27	72
7	может быть	25	71
8	не только	16	66
9	значит что	6	61
10	то что	27	59
11	это значит	6	54
12	не может	11	53
13	и даже	4	47
14	так как	19	46
15	с точки	11	46
16	что это	8	46
17	потому что	14	45
18	не просто	3	44
19	как бы	17	43
20	ни в	12	42
21	и что	15	42
22	не имеет	3	41
23	вовсе не	5	41
24	в том	59	40
25	в этом	35	39
26	то же	18	39
27	в себе	9	38
28	что она	7	38
29	том что	44	37
30	что он	13	37
31	прежде всего	6	37
32	это не	5	36
33	так что	3	36
34	что в	31	34
35	в нем	4	34
36	и все	5	33
37	того что	17	33
38	но и	9	32
39	все это	8	31
40	ясно что	4	31
41	и как	11	30
42	отнюдь не	6	30
43	сказать что	10	30
44	так и	11	29
45	было бы	15	29
46	как и	20	28
47	никогда не	11	27
48	в виду	4	26
49	не в	10	26
50	есть и	2	26
51	и то	9	25
52	если бы	12	24
53	но это	7	24
54	в то	5	23
55	что оно	8	23
56	таким образом	36	23
57	но что	3	22
58	в чем	2	21
59	в каком	3	20
60	что все	2	20
61	только в	16	20
62	что и	14	20
63	о том	6	20
64	уже не	3	20
65	и с	5	20
66	в таком	4	20
67	в своем	9	19
68	что мы	18	19
69	как это	16	19
70	не менее	8	19
71	и это	7	19
72	тогда когда	10	19
73	в самом	8	19
74	и его	5	19
75	иное как	2	18
76	не что	2	18
77	что иное	2	18
78	с другой	11	18
79	хотя бы	2	18
80	ни на	3	18
81	но если	2	17
82	в основе	32	17
83	той или	2	17
84	в сущности	3	17
85	можно сказать	2	17
86	должно быть	3	17
87	другими словами	3	16
88	в своей	9	16
89	мы не	14	16
90	только не	2	16
91	сам по	2	16
92	одно и	7	16
93	об этом	2	16
94	тем не	6	16
95	само по	3	16
96	то в	3	15
97	только что	5	15
98	также и	3	15
99	но только	3	15
100	все же	11	15
101	так же	26	15
102	в виде	4	15
103	самом деле	4	15
104	хотя и	2	15
105	и мы	2	15
106	же и	2	15
107	на то	7	15
108	мы уже	8	15
109	или нет	2	14
110	и потому	2	14
111	с ним	4	14
112	и только	4	14
113	в силу	9	13
114	но в	4	13
115	в ней	3	13
116	время как	5	13
117	отличается от	5	13
118	он не	6	13
119	что именно	3	13
120	мы находим	3	13
121	что они	23	13
122	другой стороны	5	13
123	с ее	5	13
124	в смысле	9	13
125	и к	9	13
126	вопрос о	2	12
127	могут быть	9	12
128	еще не	6	12
129	все эти	9	12
130	все равно	4	12
131	именно в	6	12
132	перед нами	15	12
133	не могут	5	12
134	но как	4	12
135	а в	7	12
136	тем более	2	12
137	и может	4	12
138	с этим	6	12
139	и тогда	2	12
140	но не	7	12
141	та же	3	11
142	мы должны	15	11
143	нисколько не	3	11
144	от того	8	11
145	и тем	8	11
146	только на	2	11
147	ничем не	2	11
148	в них	3	11
149	что если	3	11
150	мы имеем	6	11
151	из них	5	11
152	или в	4	11
153	а потом	2	10
154	одно из	2	10
155	от этого	6	10
156	к тому	8	10
157	абстрактное понятие	3	10
158	как мы	14	10
159	в его	22	10
160	содержит в	2	10
161	для того	14	10
162	с этой	6	10
163	себе и	2	10
164	и для	4	10
165	оно не	3	10
166	в их	12	10
167	в частности	4	10
168	не больше	2	10
169	только потому	2	10
170	можно ли	2	10
171	мы видим	13	10
172	во всяком	10	10
173	то и	5	10
174	в результате	6	10
175	в жизни	3	10
176	во всем	7	10
177	если мы	12	10
178	как он	8	9
179	общего с	3	9
180	и по	5	9
181	в истории	9	9
182	не как	3	9
183	в этих	4	9
184	и более	4	9
185	в котором	3	9
186	тому как	2	9
187	той же	8	9
188	в одном	4	9
189	или иной	3	9
190	и от	5	9
191	тому что	3	9
192	или по	2	9
193	быть может	2	9
194	же как	10	9
195	с ними	3	9
196	при этом	13	9
197	и когда	3	9
198	то время	5	9
199	всех этих	2	9
200	бы в	5	9
201	та или	3	9
202	мы можем	13	9
