N	2gram	Vygotskiy_	Hudozhes
1	в качестве	13	31
2	и в	33	23
3	не только	28	20
4	состоит в	11	20
5	в том	44	20
6	может быть	15	19
7	при этом	9	19
8	в частности	9	18
9	и не	18	16
10	тогда как	3	15
11	внутренней речи	7	14
12	но и	14	14
13	а в	5	13
14	в себе	4	13
15	но не	13	13
16	а не	14	13
17	то же	12	12
18	в этом	43	12
19	и его	6	12
20	так и	8	12
21	как бы	11	11
22	точки зрения	27	11
23	представляет собой	11	11
24	в его	15	11
25	но в	9	10
26	по отношению	19	10
27	отношению к	19	10
28	не в	10	9
29	том что	41	9
30	не может	31	9
31	с другой	11	9
32	в то	5	8
33	себя в	4	8
34	в области	19	8
35	в самом	10	7
36	и т.п	2	7
37	по своей	7	7
38	отношение к	12	7
39	в своей	5	7
40	только в	21	7
41	как это	11	7
42	что в	33	7
43	отличие от	3	7
44	в отличие	3	7
45	в основе	12	7
46	не столько	3	7
47	мы имеем	4	6
48	другой стороны	9	6
49	приводит к	10	6
50	в нем	10	6
51	можно сказать	7	6
52	с его	3	6
53	тем самым	13	5
54	могут быть	7	5
55	между ними	5	5
56	место в	2	5
57	иначе говоря	2	5
58	для того	20	5
59	того чтобы	26	5
60	в виду	4	5
61	в ходе	17	5
62	со стороны	3	5
63	в их	4	5
64	не является	7	5
65	что он	40	5
66	не на	5	5
67	то что	48	5
68	не менее	4	5
69	прежде всего	5	5
70	того что	34	5
71	для него	9	5
72	или иным	2	4
73	и то	9	4
74	сказать что	18	4
75	в отношении	18	4
76	его в	6	4
77	это не	8	4
78	а только	8	4
79	к тому	14	4
80	речи и	8	4
81	между тем	5	4
82	в данном	4	4
83	и т.д	6	4
84	во втором	2	4
85	в другом	7	4
86	не знает	6	4
87	в силу	14	4
88	и как	7	4
89	еще не	11	4
90	к которому	7	4
91	и тем	5	4
92	и что	18	4
93	роли в	2	4
94	говорить о	3	4
95	сознания в	3	4
96	в этих	7	4
97	он не	13	4
98	отношения к	2	4
99	в себя	4	4
100	в своем	11	4
101	в жизни	2	3
102	к нему	4	3
103	и для	3	3
104	по своему	4	3
105	одно и	2	3
106	и притом	2	3
107	как уже	5	3
108	и ее	2	3
109	как совокупность	2	3
110	оказывается в	2	3
111	как и	13	3
112	того же	13	3
113	их в	3	3
114	говоря о	2	3
115	потому что	40	3
116	о чем	3	3
117	одной стороны	10	3
118	слова в	3	3
119	том числе	2	3
120	в целом	8	3
121	к его	4	3
122	в свою	5	3
123	и к	7	3
124	во всех	3	3
125	одного и	9	3
126	из этих	2	3
127	связи с	9	3
128	и на	11	3
129	тому как	6	3
130	если бы	13	3
131	в той	8	3
132	как раз	5	3
133	с точки	12	3
134	и того	8	3
135	он должен	9	3
136	подобно тому	6	3
137	или даже	2	3
138	себя и	2	3
139	как говорит	2	3
140	с этой	8	3
141	в связи	6	3
142	таким образом	30	3
143	есть в	2	3
144	в которой	8	3
145	никто не	2	3
146	в момент	4	3
147	во всей	3	3
148	и составляет	5	3
149	принадлежит к	2	3
150	этом смысле	5	3
151	отношении к	2	3
152	в пределах	6	3
153	в одном	3	3
154	с одной	10	3
155	но он	8	3
156	имеет место	4	3
157	в системе	4	3
158	никогда не	10	2
159	о том	13	2
160	одной из	5	2
161	он оказывается	2	2
162	в каком	2	2
163	вытекает из	4	2
164	как в	7	2
165	видим в	2	2
166	и это	3	2
167	ее в	3	2
168	тому что	14	2
169	и потому	3	2
170	то в	7	2
171	еще и	3	2
172	слова не	2	2
173	столь же	5	2
174	в чем	10	2
175	что такое	6	2
176	именно в	8	2
177	но как	6	2
178	все эти	9	2
179	тем более	5	2
180	вслед за	3	2
181	оно не	2	2
182	или иных	2	2
183	что она	3	2
184	с их	4	2
185	за пределы	4	2
186	и развитием	16	2
187	говорит что	7	2
188	включает в	3	2
189	совпадает с	4	2
190	дело не	2	2
191	этой точки	7	2
192	не как	3	2
193	так же	22	2
194	отличается от	2	2
195	на всех	2	2
196	свою очередь	4	2
197	из которых	3	2
198	но на	2	2
199	и по	5	2
200	между собой	17	2
201	я не	6	2
202	в известном	9	2
203	тех или	2	2
204	отнюдь не	2	2
205	при наличии	2	2
206	один из	4	2
207	на котором	3	2
208	в них	3	2
209	на свою	2	2
210	по себе	8	2
211	мышления и	8	2
212	сама по	4	2
213	вопрос что	2	2
214	несмотря на	3	2
215	ведет к	2	2
216	к жизни	7	2
217	на этом	8	2
218	тем или	2	2
219	это и	3	2
220	слова и	3	2
221	все это	2	2
222	к другому	3	2
223	с ними	4	2
224	между двумя	4	2
225	способность к	3	2
226	которого он	2	2
227	своей природе	4	2
228	из этого	3	2
229	числе и	2	2
230	что и	11	2
231	могут оказаться	2	2
232	в равной	4	2
233	одним из	4	2
234	и может	4	2
235	у одного	3	2
236	и другие	13	2
237	может оказаться	2	2
238	в случае	2	2
239	самом деле	9	2
240	случае не	2	2
241	знания о	2	2
242	задолго до	4	2
243	и более	8	2
244	совершенно иной	3	2
245	этого слова	3	2
246	в нашем	5	2
247	в этой	8	2
248	но только	4	2
249	а с	3	2
250	из виду	2	2
251	с ним	6	2
252	который в	2	2
253	этих двух	4	2
254	в какой	8	2
255	вовсе не	2	2
256	чем это	2	2
257	заключается в	15	2
258	имеем дело	2	2
259	если мы	9	2
260	на основе	6	2
261	у него	8	2
262	известном смысле	7	2
263	бы то	2	2
264	не с	2	2
