N	2gram	Tiupa_Hudo	VeschiIm
1	и не	16	57
2	не только	20	48
3	то что	5	48
4	не может	9	46
5	и в	23	45
6	может быть	19	39
7	а не	13	37
8	потому что	3	25
9	не просто	2	24
10	в себе	13	23
11	что она	2	23
12	по себе	2	23
13	только в	7	23
14	сказать что	4	22
15	и что	4	22
16	в имени	2	21
17	что такое	2	20
18	как бы	11	20
19	и ее	3	19
20	но и	14	19
21	в этом	12	18
22	и это	2	17
23	прежде всего	5	17
24	того что	5	16
25	таким образом	3	16
26	как раз	3	16
27	в том	20	15
28	как и	3	15
29	уже не	6	15
30	не в	9	14
31	и то	4	14
32	том что	9	13
33	это и	2	13
34	не будет	3	13
35	и больше	2	13
36	и для	3	13
37	в самом	7	13
38	то ни	2	13
39	в себя	4	13
40	что в	7	12
41	точки зрения	11	12
42	что и	2	12
43	и как	4	12
44	то же	12	12
45	ни было	2	12
46	еще не	4	12
47	о том	2	12
48	если мы	2	12
49	бы то	2	12
50	еще и	2	11
51	в то	8	11
52	не менее	5	11
53	вовсе не	2	11
54	себя в	8	11
55	тем не	3	11
56	ни в	5	11
57	в чем	2	10
58	с ее	6	10
59	это не	4	9
60	со стороны	5	9
61	в своем	4	9
62	я и	7	9
63	но не	13	9
64	говорить о	4	9
65	и его	12	9
66	с ним	2	9
67	в отношении	4	8
68	его в	4	8
69	и потому	2	8
70	что он	5	8
71	но в	10	8
72	в ее	6	8
73	себя и	3	8
74	все это	2	8
75	можно сказать	6	8
76	только и	2	8
77	с другими	5	8
78	мы имеем	6	8
79	отличается от	2	8
80	если бы	3	8
81	для него	5	8
82	не с	2	8
83	с другой	9	8
84	отнюдь не	2	8
85	с чем	2	7
86	и тем	4	7
87	самом деле	2	7
88	а в	13	7
89	все эти	2	7
90	я не	2	7
91	сама по	2	7
92	слова и	2	7
93	с этой	3	7
94	оно не	2	7
95	мог бы	3	7
96	никогда не	2	6
97	в каком	2	6
98	для себя	4	6
99	определенным образом	2	6
100	так или	4	6
101	в нем	6	6
102	между ними	5	6
103	в своей	7	6
104	тех или	2	6
105	одно и	3	6
106	одна из	2	6
107	в данном	4	6
108	на почве	4	6
109	или иначе	5	6
110	их в	3	6
111	несмотря на	2	6
112	в той	3	6
113	с точки	3	6
114	в одном	3	6
115	как к	5	5
116	должен быть	2	5
117	свою очередь	2	5
118	собственно говоря	2	5
119	как это	7	5
120	того же	3	5
121	один из	2	5
122	в его	11	5
123	хотя и	4	5
124	быть и	2	5
125	во всех	3	5
126	в которой	3	5
127	об этом	2	5
128	в жизни	3	5
129	подобно тому	3	5
130	от всех	2	5
131	в свою	3	5
132	тому как	3	5
133	так же	2	4
134	и притом	3	4
135	в силу	4	4
136	отношение к	7	4
137	в их	5	4
138	так и	12	4
139	в этой	2	4
140	более или	6	4
141	этой точки	2	4
142	не предполагает	5	4
143	того чтобы	5	4
144	в качестве	31	4
145	с ними	2	4
146	в основе	7	4
147	то в	2	4
148	есть в	3	4
149	дело не	2	4
150	с самим	2	4
151	по своей	7	4
152	и о	4	4
153	но только	2	4
154	отношении к	3	4
155	и более	2	4
156	образом и	2	4
157	на этом	2	4
158	или менее	6	4
159	сводится к	11	4
160	же время	7	4
161	он не	4	4
162	и сам	3	4
163	для меня	2	3
164	но как	2	3
165	не является	5	3
166	человека и	2	3
167	но она	2	3
168	i v	5	3
169	в другом	4	3
170	в частности	18	3
171	к бытию	2	3
172	а с	2	3
173	это может	2	3
174	к нему	3	3
175	к тому	4	3
176	а только	4	3
177	была бы	3	3
178	вещами и	2	3
179	одной стороны	3	3
180	другой стороны	6	3
181	в целом	3	3
182	тогда как	15	3
183	заключается в	2	3
184	той или	5	3
185	и может	2	3
186	не все	2	3
187	могла бы	2	3
188	ту или	2	3
189	тем более	2	3
190	говорит что	2	3
191	превращается в	2	3
192	жизни в	2	3
193	для того	5	3
194	как в	2	3
195	ни к	2	3
196	с одной	3	3
197	случае не	2	3
198	у него	2	3
199	в самой	2	3
200	есть как	2	3
201	я в	13	3
202	или иную	2	3
203	из которых	2	3
204	к другому	2	3
205	однако в	4	3
206	из этого	2	3
207	или в	2	3
208	отношения к	4	3
209	этих двух	2	3
210	имеем дело	2	3
211	но он	3	3
212	чтобы не	2	2
213	тем самым	5	2
214	к действительности	3	2
215	тому что	2	2
216	о чем	3	2
217	не как	2	2
218	то есть	26	2
219	в одно	2	2
220	и прежде	3	2
221	в виду	5	2
222	одно из	2	2
223	для такого	2	2
224	это тоже	2	2
225	так в	4	2
226	между собой	2	2
227	не столько	7	2
228	тем или	2	2
229	а затем	2	2
230	при всем	2	2
231	связи с	3	2
232	в связи	3	2
233	не на	5	2
234	и который	2	2
235	еще один	2	2
236	к его	3	2
237	а также	6	2
238	здесь не	2	2
239	не обязательно	3	2
240	по преимуществу	3	2
241	и другие	2	2
242	было и	2	2
243	самим собою	2	2
244	не случайно	3	2
245	далеко не	4	2
246	или иных	2	2
247	именно в	2	2
248	в слове	4	2
249	не вполне	2	2
250	слова в	3	2
251	и к	3	2
252	приводит к	6	2
253	но на	2	2
254	он и	2	2
255	и на	3	2
256	и того	3	2
257	только о	2	2
258	этом смысле	3	2
259	во втором	4	2
260	с его	6	2
261	основе своей	2	2
262	не сама	2	2
263	на основе	2	2
