N	2gram	Bakhtin_Fr	Tvorches
1	и в	67	56
2	как бы	18	41
3	в его	17	37
4	в романе	15	34
5	в то	17	30
6	то же	18	25
7	не только	23	24
8	но в	20	24
9	в году	6	24
10	же время	14	24
11	то есть	49	23
12	и его	19	23
13	и не	23	23
14	а в	4	23
15	как и	19	23
16	в этом	27	22
17	в том	16	21
18	что в	14	21
19	том что	13	19
20	он не	9	19
21	может быть	4	19
22	потому что	8	19
23	у него	4	18
24	то что	9	18
25	что он	7	17
26	все это	15	17
27	и на	12	17
28	таким образом	20	17
29	никогда не	6	16
30	прежде всего	19	16
31	как в	4	16
32	при этом	5	16
33	не может	9	16
34	но и	23	16
35	в этой	13	15
36	с его	11	15
37	но это	10	15
38	и с	18	15
39	это не	5	14
40	и даже	6	14
41	там же	3	13
42	времени в	2	13
43	о том	8	13
44	а не	6	13
45	в целом	2	12
46	в котором	3	12
47	все же	7	11
48	в своей	6	11
49	для него	4	11
50	в конце	12	10
51	не в	8	10
52	так и	14	10
53	но не	6	10
54	в самом	7	10
55	когда он	2	10
56	только в	6	10
57	как будто	2	10
58	в нем	20	9
59	один из	6	9
60	а затем	7	9
61	и от	6	9
62	жизни в	3	9
63	первой части	4	9
64	даже в	5	8
65	так же	13	8
66	в себе	3	8
67	в духе	4	8
68	в их	4	8
69	одной из	6	8
70	не менее	4	8
71	на его	2	8
72	так как	16	8
73	вовсе не	19	8
74	в лице	2	8
75	к этому	4	8
76	об этом	5	8
77	еще не	5	8
78	одним из	7	8
79	именно в	5	8
80	соответствии с	2	8
81	хотя и	6	8
82	вместе с	5	8
83	казалось бы	2	7
84	самом деле	6	7
85	своего рода	7	7
86	в чем	6	7
87	например в	6	7
88	в дальнейшем	2	7
89	и он	4	7
90	что она	4	7
91	не случайно	3	7
92	и сам	2	7
93	в книге	2	6
94	его в	10	6
95	и все	18	6
96	на эту	3	6
97	место в	3	6
98	не столько	5	6
99	все эти	12	6
100	и ее	2	6
101	хотя бы	2	6
102	и как	7	6
103	если бы	2	6
104	с ним	6	6
105	а потому	2	6
106	бы не	2	5
107	начиная с	2	5
108	ничего не	5	5
109	до конца	2	5
110	в одной	3	5
111	и у	7	5
112	но эта	3	5
113	и других	2	5
114	том же	3	5
115	как он	3	5
116	в образе	9	5
117	в своем	13	5
118	в них	12	5
119	и это	5	5
120	самим собой	2	5
121	всего романа	2	5
122	что не	4	5
123	что и	8	5
124	отметить что	3	5
125	в ее	2	5
126	в ту	3	5
127	мы не	6	5
128	и по	3	5
129	более не	2	5
130	что они	3	5
131	в истории	2	5
132	тот же	4	5
133	что это	4	5
134	все время	3	5
135	с этим	6	5
136	в первой	5	5
137	что человек	2	5
138	мысли и	6	5
139	на него	2	5
140	та же	2	5
141	между тем	3	5
142	и другие	5	5
143	как у	2	5
144	в известной	5	5
145	в литературе	4	5
146	что у	2	5
147	с другой	3	5
148	из них	5	5
149	не было	3	5
150	в таком	2	5
151	но его	3	5
152	и отчасти	3	4
153	перед нами	6	4
154	в плане	5	4
155	роль в	5	4
156	это и	10	4
157	в частности	4	4
158	как это	5	4
159	отличие от	3	4
160	самого начала	3	4
161	того что	4	4
162	что все	4	4
163	к нему	5	4
164	года и	2	4
165	точки зрения	7	4
166	на улице	2	4
167	ту же	3	4
168	так в	3	4
169	что на	3	4
170	сих пор	3	4
171	же не	2	4
172	на землю	2	4
173	же как	4	4
174	мы видим	6	4
175	было в	2	4
176	в основе	6	4
177	как известно	2	4
178	тут же	2	4
179	так сказать	2	4
180	по преимуществу	2	4
181	дело в	5	4
182	в каждом	3	4
183	особенно в	4	4
184	у нее	3	4
185	и одновременно	5	4
186	превращается в	5	4
187	тем что	3	4
188	на земле	2	4
189	и наконец	5	4
190	и есть	5	4
191	времени и	4	4
192	такой же	5	4
193	его и	2	4
194	в отличие	3	4
195	с самого	3	4
196	не мог	8	4
197	связан с	2	4
198	далеко не	6	4
199	первая часть	2	4
200	в которых	3	4
201	рассказывает о	2	4
202	еще в	3	4
203	с точки	5	4
204	это был	2	4
205	говорить о	5	4
206	той же	6	4
207	связана с	5	4
208	но он	5	4
209	до сих	3	4
210	во времени	2	3
211	на самом	8	3
212	от него	2	3
213	вплоть до	2	3
214	в другом	4	3
215	как к	2	3
216	в средневековой	2	3
217	в виду	2	3
218	на все	4	3
219	в области	2	3
220	известной мере	5	3
221	в один	2	3
222	в искусстве	3	3
223	мы находим	5	3
224	так например	3	3
225	является одним	2	3
226	человеческой культуры	2	3
227	в свете	3	3
228	более того	3	3
229	к тому	4	3
230	связь с	3	3
231	в ней	10	3
232	самого автора	2	3
233	другой стороны	2	3
234	в образах	9	3
235	этой связи	3	3
236	переходит в	3	3
237	и др	11	3
238	и до	3	3
239	там где	10	3
240	в первом	3	3
241	можно сказать	4	3
242	как мы	16	3
243	да и	2	3
244	сказать что	12	3
245	если в	3	3
246	бы он	2	3
247	то в	3	3
248	из этих	4	3
249	в начале	2	3
250	это в	3	3
251	больше чем	2	3
252	не все	2	3
253	его как	4	3
254	к ней	2	3
255	с ее	7	3
256	в этот	3	3
257	во второй	3	3
258	кроме того	11	3
259	лишь в	3	3
260	и вот	4	3
261	только для	4	3
262	для того	8	3
263	и их	6	3
264	у нас	3	3
265	со всеми	6	3
266	в будущее	2	3
267	на протяжении	2	3
268	в жизни	4	3
269	на этот	4	3
270	нет и	4	3
271	в себя	6	3
272	образом и	2	3
273	и если	3	3
274	и к	7	3
275	но на	3	3
276	на этом	7	3
277	он и	6	3
278	несмотря на	3	3
279	жизни и	11	3
280	и что	3	3
281	нет ни	2	3
282	или в	3	3
283	и только	2	3
284	тому же	5	3
285	в одном	7	3
286	на площади	3	3
287	ту эпоху	2	3
288	площади и	2	2
289	данном случае	4	2
290	в отношении	2	2
291	и притом	2	2
292	во все	2	2
293	в доме	4	2
294	не могут	3	2
295	но мы	3	2
296	говорили что	2	2
297	о чем	5	2
298	это очень	2	2
299	жизни он	3	2
300	и поэтому	2	2
301	свободы и	2	2
302	включает в	2	2
303	нам о	2	2
304	сильнее и	2	2
305	между вещами	2	2
306	очень важно	2	2
307	должен быть	2	2
308	ведь это	3	2
309	а как	3	2
310	в одно	2	2
311	всякого рода	3	2
312	точку зрения	3	2
313	связано с	3	2
314	здесь нет	4	2
315	в другое	3	2
316	образом в	4	2
317	о нем	2	2
318	с тем	3	2
319	для этой	2	2
320	их с	4	2
321	на том	2	2
322	он в	4	2
323	того же	6	2
324	большую роль	2	2
325	которая в	2	2
326	которые были	2	2
327	и без	3	2
328	права на	2	2
329	и та	2	2
330	нуждается в	3	2
331	не будет	2	2
332	для них	2	2
333	ли он	2	2
334	того чтобы	9	2
335	когда в	2	2
336	числе и	3	2
337	это время	2	2
338	было бы	5	2
339	связи с	7	2
340	одновременно и	4	2
341	в сущности	13	2
342	в связи	5	2
343	он был	8	2
344	в качестве	5	2
345	во время	15	2
346	у этого	2	2
347	мира а	2	2
348	на этих	2	2
349	рядом с	6	2
350	мир а	2	2
351	мы слышим	2	2
352	эту тему	2	2
353	по поводу	5	2
354	кажется что	2	2
355	и вообще	3	2
356	но она	5	2
357	всех этих	9	2
358	в эпоху	17	2
359	в данном	4	2
360	с другими	3	2
361	мировоззрения и	2	2
362	во всех	20	2
363	а главное	2	2
364	но этот	5	2
365	мир в	4	2
366	где он	2	2
367	в результате	5	2
368	традиции в	2	2
369	и о	8	2
370	в целях	2	2
371	жизнь и	5	2
372	с одной	2	2
373	в сферу	2	2
374	то он	2	2
375	человека с	5	2
376	не имеет	4	2
377	от всех	6	2
378	отчасти и	2	2
379	этом он	2	2
380	ни в	5	2
381	и здесь	6	2
382	их в	2	2
383	им в	3	2
384	все что	3	2
385	г в	2	2
386	в ряде	4	2
387	в эту	2	2
388	он стал	2	2
389	ко всему	3	2
390	на мир	7	2
391	века с	2	2
392	мы все	2	2
393	из этого	5	2
394	уже говорили	7	2
395	представлений о	3	2
396	том числе	6	2
397	как на	6	2
398	же и	2	2
399	как его	2	2
400	этот момент	3	2
401	если же	2	2
402	он начинает	2	2
403	как раз	5	2
404	не дает	2	2
405	мы уже	13	2
