N	2gram	Voloshinov	KulturaY
1	и в	28	84
2	в том	10	74
3	потому что	4	68
4	не только	10	60
5	точки зрения	31	59
6	в этом	28	57
7	было бы	8	53
8	и не	34	52
9	может быть	28	47
10	том что	12	44
11	того чтобы	5	44
12	что в	7	44
13	для того	6	41
14	в самом	12	41
15	у нас	3	38
16	самом деле	14	37
17	хотя бы	7	37
18	так как	15	36
19	с точки	15	36
20	в области	4	34
21	таким образом	34	33
22	а не	9	33
23	если бы	4	32
24	не в	10	30
25	прежде всего	26	30
26	в его	25	30
27	и пр	29	30
28	все же	8	29
29	того что	7	28
30	не менее	6	28
31	все эти	15	28
32	уже не	9	26
33	не может	30	25
34	то что	17	25
35	вовсе не	16	25
36	вопрос о	2	24
37	еще не	8	24
38	с другой	2	24
39	так и	14	23
40	то же	12	23
41	только в	11	23
42	с помощью	20	23
43	тем не	4	21
44	во всяком	9	20
45	но и	10	20
46	по себе	4	20
47	и что	6	20
48	то обстоятельство	2	19
49	что он	12	19
50	но в	13	19
51	обстоятельство что	2	19
52	зависимости от	4	19
53	о том	3	19
54	всяком случае	8	19
55	что же	10	19
56	между тем	3	18
57	все это	12	18
58	в качестве	2	18
59	к тому	6	18
60	как бы	19	18
61	и с	10	18
62	вместе с	5	18
63	это не	5	17
64	как раз	6	17
65	как это	5	17
66	что это	5	17
67	слова и	4	17
68	в виду	4	16
69	ничего не	5	16
70	в зависимости	4	16
71	что и	5	16
72	тот же	10	16
73	но не	7	16
74	по отношению	13	15
75	и тем	2	15
76	один из	10	15
77	а в	8	15
78	при этом	8	15
79	в данном	4	15
80	должно быть	2	15
81	именно в	4	15
82	не было	5	15
83	как на	3	15
84	в нашем	3	15
85	в них	3	14
86	я не	4	14
87	как мы	18	14
88	сказать что	11	14
89	мы имеем	6	14
90	отношению к	11	14
91	сих пор	3	14
92	также и	2	14
93	что такое	6	14
94	если мы	7	14
95	и на	9	14
96	в ней	8	14
97	до сих	3	14
98	не могут	7	13
99	это и	4	13
100	что она	5	13
101	в пределах	6	13
102	в этой	7	13
103	для нас	2	13
104	там где	2	13
105	и его	22	13
106	той же	5	13
107	этот вопрос	4	12
108	для этого	6	12
109	как в	4	12
110	а только	4	12
111	того же	3	12
112	тогда когда	2	12
113	могут быть	9	12
114	в результате	3	12
115	говорить о	5	12
116	ясно что	2	12
117	в таких	4	11
118	или иной	2	11
119	должен быть	2	11
120	в их	2	11
121	в своем	4	11
122	речи и	2	11
123	те же	9	11
124	из этих	6	11
125	должна быть	2	11
126	в нем	7	11
127	этом отношении	4	11
128	совершенно не	9	11
129	и то	3	11
130	в какой	3	11
131	уже в	3	11
132	он не	10	11
133	в каком	7	10
134	так же	4	10
135	в то	7	10
136	к этому	9	10
137	со стороны	5	10
138	они не	3	10
139	в общем	5	10
140	как и	13	10
141	бы и	2	10
142	тех же	5	10
143	с этим	8	10
144	в нашей	2	10
145	бы в	2	10
146	от того	5	10
147	в первом	2	10
148	этом смысле	2	10
149	конечно не	10	10
150	то мы	2	9
151	в целом	4	9
152	что все	7	9
153	и для	7	9
154	в своей	14	9
155	можно сказать	6	9
156	рядом с	2	9
157	дает нам	4	9
158	а также	2	9
159	но это	4	9
160	в которой	5	9
161	и вот	8	9
162	не имеет	2	9
163	ни в	12	9
164	но для	3	9
165	что мы	3	9
166	и есть	3	9
167	на самом	6	8
168	мы видели	12	8
169	в своих	5	8
170	а потому	4	8
171	в чем	9	8
172	с одной	2	8
173	и о	6	8
174	с его	9	8
175	да и	2	8
176	независимо от	3	8
177	по преимуществу	2	8
178	и как	3	8
179	об этом	7	8
180	в этих	5	8
181	тому что	5	8
182	смысл и	2	8
183	заключается в	5	8
184	но все	2	8
185	далеко не	5	8
186	не есть	2	8
187	отнюдь не	5	8
188	в таком	6	8
189	до конца	7	7
190	в свою	6	7
191	в процессе	5	7
192	свою очередь	4	7
193	и потому	12	7
194	не знает	5	7
195	а с	2	7
196	она не	6	7
197	одной стороны	2	7
198	нисколько не	4	7
199	с ними	5	7
200	когда мы	2	7
201	так сказать	7	7
202	в истории	4	7
203	а именно	2	7
204	не следует	2	7
205	в г	3	7
206	на этот	3	7
207	в котором	4	7
208	когда он	3	7
209	с ним	14	7
210	в одном	3	7
211	сводится к	4	7
212	только как	4	7
213	учение о	6	7
214	данном случае	4	6
215	о них	3	6
216	его к	4	6
217	содержание и	2	6
218	в себе	7	6
219	нуждается в	3	6
220	как к	2	6
221	пишет он	2	6
222	роль в	7	6
223	на этом	8	6
224	это только	4	6
225	не всегда	4	6
226	этого не	3	6
227	отличие от	2	6
228	мы знаем	11	6
229	от этого	2	6
230	можно ли	3	6
231	на этой	3	6
232	на себя	3	6
233	в отличие	2	6
234	мы называем	3	6
235	что оно	4	6
236	в ее	5	6
237	должны быть	4	6
238	что с	2	6
239	на язык	4	6
240	в корне	6	6
241	что значит	2	6
242	по поводу	5	6
243	только то	5	6
244	за пределы	10	6
245	дело не	2	6
246	мы не	9	6
247	отличается от	2	6
248	что как	2	6
249	если и	2	6
250	только для	2	6
251	же время	6	6
252	оно не	3	6
253	приводит к	3	6
254	могли бы	2	6
255	главным образом	4	6
256	то или	2	6
257	или иное	2	6
258	чтобы не	2	6
259	на основе	3	6
260	тем же	3	6
261	никогда не	10	5
262	в конечном	3	5
263	в отношении	2	5
264	к его	3	5
265	и к	7	5
266	мы должны	9	5
267	относится к	2	5
268	все те	10	5
269	а на	2	5
270	не будем	3	5
271	к себе	3	5
272	в другом	4	5
273	в конце	2	5
274	но если	2	5
275	и у	7	5
276	и при	3	5
277	которые можно	2	5
278	же касается	3	5
279	по своему	4	5
280	о нем	2	5
281	не так	3	5
282	материал для	2	5
283	учения о	2	5
284	но как	2	5
285	не то	2	5
286	смысле слова	4	5
287	отметить что	4	5
288	и от	3	5
289	из того	2	5
290	время в	2	5
291	пр и	2	5
292	всех этих	6	5
293	не как	2	5
294	и даже	3	5
295	как не	3	5
296	я и	7	5
297	превращается в	2	5
298	у него	4	5
299	нас в	2	5
300	на протяжении	7	5
301	отношение к	7	5
302	конечно и	5	5
303	очень много	2	5
304	и является	3	5
305	еще более	2	5
306	и их	2	5
