N	2gram	Vygotskiy_	PoTuStor
1	может быть	25	17
2	и в	38	16
3	мы можем	13	9
4	в этом	35	9
5	и только	4	9
6	таким образом	36	9
7	прежде всего	6	9
8	и с	5	8
9	точки зрения	27	8
10	не может	11	8
11	и его	5	8
12	сказать что	10	7
13	не только	16	7
14	с его	3	7
15	и это	7	6
16	с точки	11	6
17	самом деле	4	6
18	и к	9	6
19	для него	6	6
20	при этом	13	6
21	ни в	12	5
22	все эти	9	5
23	как бы	17	5
24	еще не	6	5
25	в чем	2	5
26	в него	4	5
27	как мы	14	4
28	и на	9	4
29	все это	8	4
30	его в	8	4
31	в его	22	4
32	но и	9	4
33	и не	16	4
34	и все	5	4
35	но в	4	4
36	с самого	6	4
37	в этой	7	4
38	с ее	5	4
39	так как	19	4
40	и их	4	4
41	все что	4	4
42	и может	4	4
43	только в	16	4
44	в нем	4	4
45	хотя бы	2	4
46	с ними	3	4
47	можно сказать	2	4
48	так и	11	4
49	в один	4	4
50	самого начала	6	4
51	отнюдь не	6	4
52	и даже	4	4
53	едва ли	6	3
54	ребенка и	20	3
55	что в	31	3
56	мы полагаем	2	3
57	и как	11	3
58	и потому	2	3
59	на этой	7	3
60	тех же	2	3
61	а в	7	3
62	в том	59	3
63	их в	6	3
64	по сравнению	6	3
65	с другими	3	3
66	между ними	6	3
67	в области	9	3
68	те же	6	3
69	до сих	3	3
70	в основном	6	3
71	только на	2	3
72	во время	3	3
73	сравнению с	4	3
74	на две	2	3
75	в этих	4	3
76	в конечном	2	3
77	с их	3	3
78	как это	16	3
79	то что	27	3
80	во всех	3	3
81	могут быть	9	3
82	сих пор	3	3
83	всяком случае	10	3
84	вместе с	18	3
85	в одном	4	3
86	этом смысле	7	3
87	на этом	3	3
88	мы знаем	10	3
89	во всяком	10	3
90	и значение	2	3
91	том что	44	3
92	в основе	32	3
93	один из	8	2
94	никогда не	11	2
95	для нас	6	2
96	все остальные	2	2
97	что мы	18	2
98	по своему	14	2
99	мы видим	13	2
100	есть и	2	2
101	с нею	2	2
102	в них	3	2
103	не можем	4	2
104	этой ступени	6	2
105	в жизни	3	2
106	в каком	3	2
107	понятия и	8	2
108	для этого	3	2
109	же как	10	2
110	и для	4	2
111	в область	2	2
112	что это	8	2
113	не имеющие	2	2
114	другими словами	3	2
115	аналогии с	2	2
116	и по	5	2
117	вообще не	3	2
118	что и	14	2
119	не менее	8	2
120	ее в	2	2
121	на первый	5	2
122	нет никаких	6	2
123	и мы	2	2
124	было бы	15	2
125	не могут	5	2
126	возникает в	2	2
127	и других	4	2
128	на друга	3	2
129	о том	6	2
130	то же	18	2
131	они не	4	2
132	с этим	6	2
133	как и	20	2
134	что он	13	2
135	так же	26	2
136	образов и	2	2
137	того же	12	2
138	в своей	9	2
139	мы не	14	2
140	ни было	2	2
141	из этих	5	2
142	но как	4	2
143	в самом	8	2
144	находится в	4	2
145	в начале	5	2
146	с этой	6	2
147	в свое	2	2
148	не на	2	2
149	в частности	4	2
150	связанные с	3	2
151	он не	6	2
152	т.е в	2	2
153	у него	3	2
154	ту же	2	2
155	во всей	3	2
156	если мы	12	2
157	со всеми	9	2
158	как с	4	2
159	момента в	2	2
160	оно не	3	2
161	не есть	5	2
162	к другим	2	2
163	к этому	5	2
164	путь к	3	2
165	что на	2	2
166	в развитии	46	2
167	только и	2	2
168	с помощью	64	2
169	что оно	8	2
170	и т.п	3	2
171	является по	2	2
172	быть может	2	2
173	ранних ступенях	3	2
174	друг на	3	2
175	мы уже	8	2
176	цели и	2	2
177	не будет	2	2
178	на основе	29	2
179	с ним	4	2
180	между собой	15	2
181	но это	7	2
