N	2gram	Tiupa_Anal	Formalny
1	и в	36	95
2	т е	2	94
3	и не	14	78
4	может быть	19	66
5	в этом	19	61
6	не может	3	57
7	вовсе не	2	53
8	таким образом	4	52
9	и его	18	51
10	так и	19	50
11	точки зрения	3	47
12	в нем	3	42
13	в его	12	42
14	прежде всего	7	41
15	с точки	2	40
16	как и	27	39
17	не в	9	35
18	в самом	7	35
19	а не	16	34
20	но и	26	33
21	то же	7	32
22	самом деле	2	32
23	не только	40	30
24	в пределах	5	28
25	в том	16	26
26	отнюдь не	7	26
27	если бы	2	26
28	то что	5	25
29	при этом	19	24
30	в своей	12	24
31	лишь в	9	24
32	на почве	3	24
33	в ней	2	23
34	было бы	6	23
35	в то	8	22
36	и ее	3	22
37	как бы	14	21
38	что в	15	21
39	в их	7	20
40	не менее	9	20
41	между ними	3	20
42	и от	3	20
43	с тем	2	20
44	входит в	4	20
45	как мы	4	20
46	же время	7	20
47	место в	4	20
48	не могут	2	19
49	все это	5	19
50	по себе	6	19
51	все же	6	18
52	и все	3	18
53	все эти	2	18
54	с его	15	18
55	и их	3	18
56	только в	9	18
57	произведения в	4	17
58	как в	9	17
59	как раз	8	17
60	в искусстве	3	16
61	во всяком	6	16
62	совершенно не	3	16
63	с другой	10	16
64	всяком случае	6	16
65	его в	4	15
66	но в	8	15
67	во всех	4	15
68	в литературе	3	15
69	именно в	4	15
70	и на	5	15
71	что он	5	14
72	в целом	8	14
73	в ее	5	14
74	в своем	7	14
75	еще не	7	14
76	литературное произведение	3	14
77	в жизни	2	14
78	в этой	10	14
79	и потому	3	14
80	произведения и	2	14
81	жизни и	2	14
82	вместе с	3	14
83	со стороны	12	13
84	того что	4	13
85	а в	17	13
86	могут быть	4	13
87	что и	10	13
88	сводится к	5	13
89	в результате	6	13
90	она не	3	13
91	тем что	3	13
92	в действительности	2	12
93	по отношению	9	12
94	как это	7	12
95	там где	2	12
96	и здесь	4	12
97	к тому	10	12
98	отношению к	9	12
99	и для	4	12
100	оно не	2	12
101	уже не	9	12
102	никогда не	7	11
103	этом отношении	3	11
104	это и	4	11
105	они не	2	11
106	в общем	4	11
107	литературного произведения	8	11
108	в основе	2	11
109	так сказать	2	11
110	в большинстве	2	11
111	но не	13	11
112	произведения как	4	11
113	что они	3	11
114	для него	8	11
115	между тем	8	11
116	не о	2	10
117	не есть	6	10
118	не как	3	10
119	здесь и	3	10
120	мы не	4	10
121	не было	3	10
122	в дальнейшем	2	10
123	другой стороны	7	10
124	с ее	3	10
125	не является	5	10
126	как о	3	10
127	в первом	2	10
128	и как	5	10
129	в своих	3	10
130	он не	9	10
131	на фоне	4	10
132	в слове	5	10
133	ничего не	3	9
134	здесь не	8	9
135	но это	3	9
136	и до	2	9
137	и может	2	9
138	или иного	5	9
139	в каждом	4	9
140	и даже	12	9
141	от всех	2	9
142	в свою	9	9
143	говорить о	6	9
144	отношения к	6	9
145	это не	4	8
146	одной стороны	3	8
147	в них	4	8
148	с одной	3	8
149	без исключения	3	8
150	с этим	4	8
151	в данном	12	8
152	и является	3	8
153	и к	7	8
154	роль в	5	8
155	в сторону	2	8
156	не следует	5	8
157	том что	19	7
158	в себе	7	7
159	в одной	2	7
160	свою очередь	7	7
161	как к	2	7
162	во втором	4	7
163	в сущности	5	7
164	известной степени	3	7
165	бы быть	2	7
166	в литературу	2	7
167	сказать что	2	7
168	к этому	3	7
