N	2gram	Bakhtin_Fr	EvropaiE
1	и в	67	37
2	в отношении	2	32
3	в пределах	2	25
4	точки зрения	7	23
5	что в	14	21
6	не только	23	18
7	с точки	5	17
8	в то	17	16
9	хотя бы	2	15
10	то же	18	15
11	в своем	13	14
12	но в	20	14
13	но и	23	14
14	и не	23	14
15	же время	14	14
16	в качестве	5	14
17	в этом	27	12
18	в том	16	11
19	в их	4	11
20	в области	2	11
21	так и	14	10
22	так же	13	9
23	не может	9	9
24	в себе	3	9
25	прежде всего	19	9
26	только в	6	9
27	одной стороны	2	8
28	между тем	3	8
29	в ее	2	8
30	думать что	2	8
31	было бы	5	8
32	в своей	6	8
33	с одной	2	8
34	к тому	4	8
35	по своему	5	7
36	также и	11	7
37	с другой	3	7
38	а также	4	7
39	как и	19	7
40	так как	16	7
41	того что	4	7
42	том что	13	6
43	во всех	20	6
44	то есть	49	6
45	и даже	6	6
46	может быть	4	6
47	и на	12	6
48	того чтобы	9	6
49	для того	8	6
50	на то	2	6
51	то что	9	6
52	как бы	18	6
53	вовсе не	19	6
54	но не	6	5
55	от этого	2	5
56	и по	3	5
57	в той	2	5
58	как мы	16	5
59	не в	8	5
60	в частности	4	5
61	в течение	3	5
62	же как	4	5
63	одной из	6	5
64	даже в	5	4
65	сказать что	12	4
66	и притом	2	4
67	не имеет	4	4
68	можно сказать	4	4
69	то в	3	4
70	независимо от	3	4
71	именно в	5	4
72	в самом	7	4
73	мы не	6	4
74	в ней	10	4
75	несмотря на	3	4
76	тем более	3	4
77	к ней	2	4
78	как это	5	4
79	никогда не	6	3
80	с тем	3	3
81	и от	6	3
82	и для	4	3
83	и только	2	3
84	о том	8	3
85	к ним	2	3
86	в данном	4	3
87	в общем	5	3
88	вообще не	3	3
89	того же	6	3
90	в которых	3	3
91	когда он	2	3
92	можно было	5	3
93	мира и	10	3
94	бы и	2	3
95	и к	7	3
96	в результате	5	3
97	мы можем	5	3
98	но на	3	3
99	уже и	3	3
100	не будет	2	3
101	из них	5	3
102	и прежде	4	3
103	во все	2	3
104	в них	12	3
105	место в	3	3
106	мы видели	11	3
107	что и	8	3
108	друг с	2	3
109	во второй	3	3
110	отметить что	3	3
111	там где	10	3
112	не дает	2	3
113	тем что	3	3
114	этом отношении	7	3
115	жизни в	3	3
116	потому что	8	3
117	на своем	2	3
118	в таком	2	3
119	с другом	2	3
120	как в	4	3
121	связано с	3	3
122	как на	6	3
123	в известной	5	3
124	большинстве случаев	6	3
125	дело в	5	3
126	известной степени	4	3
127	есть в	5	2
128	данном случае	4	2
129	и если	3	2
130	на этот	4	2
131	кажется что	2	2
132	если в	3	2
133	в его	17	2
134	и этот	2	2
135	начиная с	2	2
136	что это	4	2
137	человеческой культуры	2	2
138	в эту	2	2
139	и то	2	2
140	меньшей степени	2	2
141	к нему	5	2
142	не могут	3	2
143	а в	4	2
144	чем на	2	2
145	с этим	6	2
146	с другими	3	2
147	и сейчас	2	2
148	в котором	3	2
149	даже при	2	2
150	заметить что	2	2
151	в сторону	2	2
152	далеко не	6	2
153	дело идет	3	2
154	и отчасти	3	2
155	притом в	2	2
156	г по	2	2
157	и существенно	2	2
158	и поэтому	2	2
159	в большинстве	6	2
160	стороны в	3	2
161	и с	18	2
162	бы в	5	2
163	что на	3	2
164	во втором	3	2
165	по преимуществу	2	2
166	другой стороны	2	2
167	что все	4	2
168	между ними	4	2
169	в значительной	2	2
170	тогда когда	3	2
171	и та	2	2
172	в одном	7	2
173	в сферу	2	2
174	на них	2	2
175	и как	7	2
176	ко всему	3	2
177	целый ряд	2	2
178	если бы	2	2
179	для них	2	2
180	жизни и	11	2
181	войны и	2	2
182	человеческого рода	2	2
183	в других	2	2
184	а не	6	2
185	и других	2	2
186	мы видим	6	2
187	и что	3	2
188	и во	4	2
189	происходит в	3	2
190	и наконец	5	2
191	но именно	2	2
192	этот процесс	3	2
193	и все	18	2
194	или в	3	2
195	к природе	2	2
196	таким образом	20	2
197	а именно	2	2
198	в истории	2	2
199	он не	9	2
200	как будто	2	2
201	такой же	5	2
202	и эта	2	2
203	ведь и	3	2
204	в этой	13	2
205	и наиболее	2	2
206	в будущее	2	2
207	хотя и	6	2
208	эти последние	3	2
209	вместе с	5	2
