N	2gram	Vygotskiy_	Freidism
1	и не	19	34
2	таким образом	35	34
3	точки зрения	15	31
4	не может	15	30
5	может быть	34	28
6	и в	55	28
7	в этом	30	28
8	прежде всего	6	26
9	в его	8	25
10	и его	10	22
11	мы можем	8	20
12	с помощью	3	20
13	как бы	33	19
14	как мы	6	18
15	то что	69	17
16	вовсе не	8	16
17	так как	20	15
18	точка зрения	4	15
19	с точки	5	15
20	все эти	5	15
21	самом деле	17	14
22	так и	6	14
23	в своей	8	14
24	с ним	4	14
25	во всех	6	13
26	и все	15	13
27	в душе	2	13
28	но в	7	13
29	как и	9	13
30	по отношению	3	13
31	и потому	8	12
32	том что	46	12
33	то же	16	12
34	что он	30	12
35	мы видели	2	12
36	ни в	5	12
37	в самом	18	12
38	и наконец	5	12
39	для него	5	12
40	все это	8	12
41	во внешнем	2	12
42	сказать что	14	11
43	его в	2	11
44	отношению к	2	11
45	мы знаем	4	11
46	только в	12	11
47	никогда не	15	10
48	и с	3	10
49	все те	3	10
50	не только	24	10
51	но и	16	10
52	не в	12	10
53	он не	10	10
54	в том	50	10
55	мы уже	7	10
56	один из	9	10
57	тот же	5	10
58	конечно не	3	10
59	мы должны	10	9
60	могут быть	8	9
61	к этому	5	9
62	те же	3	9
63	совершенно не	11	9
64	и др	2	9
65	и на	12	9
66	мы не	8	9
67	а не	16	9
68	во всяком	2	9
69	с его	6	9
70	все же	11	8
71	с этим	4	8
72	было бы	15	8
73	по мнению	6	8
74	и вот	7	8
75	еще не	6	8
76	а в	7	8
77	знаем что	5	8
78	в ней	5	8
79	на этом	11	8
80	при этом	11	8
81	в каком	7	7
82	не могут	4	7
83	до конца	7	7
84	в жизни	2	7
85	в то	6	7
86	в себе	13	7
87	что в	43	7
88	хотя бы	5	7
89	и для	13	7
90	быть и	2	7
91	не является	3	7
92	того что	12	7
93	на протяжении	2	7
94	но не	9	7
95	что все	12	7
96	с самого	5	7
97	чувств и	6	7
98	об этом	5	7
99	в нем	13	7
100	если мы	24	7
101	и к	5	7
102	из них	7	7
103	жизни и	8	7
104	в этой	15	7
105	на самом	9	6
106	для этого	12	6
107	но мы	4	6
108	мы имеем	10	6
109	из этих	4	6
110	всех этих	3	6
111	для того	45	6
112	в таком	4	6
113	и только	5	6
114	и о	5	6
115	если он	2	6
116	в пределах	3	6
117	в корне	2	6
118	к тому	12	6
119	не можем	8	6
120	что такое	2	6
121	можно сказать	4	6
122	ни о	2	6
123	в свою	3	6
124	объективной психологии	2	6
125	совсем не	3	6
126	здесь в	2	6
127	как раз	19	6
128	и что	45	6
129	же время	2	6
130	во время	4	6
131	в основе	9	6
132	по поводу	6	5
133	что это	15	5
134	ничего не	4	5
135	со стороны	3	5
136	что она	10	5
137	в которой	4	5
138	от того	6	5
139	на первый	2	5
