N	2gram	Voloshinov	VLabPisa
1	таким образом	34	32
2	в этом	28	29
3	не только	10	26
4	и в	28	26
5	может быть	28	23
6	во сне	3	21
7	хотя бы	7	20
8	и не	34	20
9	в процессе	5	17
10	не может	30	17
11	в том	10	15
12	в его	25	15
13	этом отношении	4	14
14	прежде всего	26	13
15	все это	12	13
16	как это	5	12
17	в качестве	2	12
18	что в	7	11
19	с другой	2	11
20	из них	7	11
21	то же	12	10
22	не могут	7	10
23	но и	10	10
24	и др	9	10
25	о том	3	10
26	к этому	9	9
27	об этом	7	9
28	для него	12	9
29	в своем	4	8
30	том что	12	8
31	не следует	2	8
32	на основании	5	8
33	ни один	3	8
34	могут быть	9	8
35	все эти	15	8
36	было бы	8	8
37	только в	11	8
38	вместе с	5	8
39	это не	5	7
40	из этих	6	7
41	во всех	13	7
42	по отношению	13	7
43	в основном	4	7
44	то что	17	7
45	отношению к	11	7
46	тому что	5	7
47	как и	13	7
48	их в	3	7
49	в нем	7	7
50	в конечном	3	7
51	главным образом	4	7
52	не было	5	7
53	говорит о	3	7
54	а не	9	7
55	не в	10	6
56	в то	7	6
57	в себе	7	6
58	это и	4	6
59	все же	8	6
60	у него	4	6
61	идеи и	2	6
62	в искусстве	3	6
63	так и	14	6
64	приводит к	3	6
65	один из	10	6
66	художественное творчество	2	6
67	в зависимости	4	6
68	и его	22	6
69	бы и	2	6
70	между тем	3	6
71	никогда не	10	5
72	сказать что	11	5
73	образы и	2	5
74	в одном	3	5
75	конечном счете	3	5
76	в результате	3	5
77	в пределах	6	5
78	зависимости от	4	5
79	в их	2	5
80	не является	7	5
81	одним из	3	5
82	и при	3	5
83	к тому	6	5
84	как бы	19	5
85	в них	3	5
86	в целом	4	5
87	же время	6	5
88	и есть	3	5
89	на основе	3	5
90	художественный образ	2	5
91	по поводу	5	4
92	одна из	4	4
93	в сознании	3	4
94	в нашей	2	4
95	и ее	7	4
96	роль в	7	4
97	в виду	4	4
98	вот как	2	4
99	это только	4	4
100	ее в	5	4
101	что он	12	4
102	что все	7	4
103	когда он	3	4
104	должен быть	2	4
105	отнюдь не	5	4
106	в самом	12	4
107	равно как	2	4
108	как раз	6	4
109	в ее	5	4
110	с ними	5	4
111	в своей	14	4
112	во время	6	4
113	них не	3	4
114	можно сказать	6	4
115	в этой	7	4
116	чем же	6	4
117	с его	9	4
118	и от	3	3
119	при помощи	2	3
120	и к	7	3
121	с этим	8	3
122	мы имеем	6	3
123	так же	4	3
124	но как	2	3
125	этот процесс	4	3
126	всех этих	6	3
127	бы в	2	3
128	в конце	2	3
129	его в	11	3
130	и как	3	3
131	если бы	4	3
132	для того	6	3
133	и их	2	3
134	у нас	3	3
135	как на	3	3
136	утверждает что	3	3
137	его не	2	3
138	всех других	2	3
139	мы знаем	11	3
140	того что	7	3
141	образом в	2	3
142	мы видели	12	3
143	нет и	4	3
144	явлений и	2	3
145	далеко не	5	3
146	этот вопрос	4	3
147	видели что	3	3
148	она не	6	3
149	а в	8	3
150	в котором	4	3
151	именно в	4	3
152	точки зрения	31	3
153	и образы	4	3
154	в работе	2	3
155	что оно	4	3
156	между ними	5	3
157	в основных	4	3
158	опыта и	2	3
159	человека и	6	3
160	жизни и	7	3
161	того чтобы	5	3
162	что и	5	3
163	сводится к	4	3
164	и по	5	3
165	этой области	4	3
166	сил и	3	3
167	к работе	2	3
168	вовсе не	16	3
169	относится к	2	2
170	в книге	2	2
171	да и	2	2
172	самого себя	2	2
173	чтобы не	2	2
174	на это	3	2
175	или иной	2	2
176	и потому	12	2
177	сновидения и	3	2
178	никаких оснований	2	2
179	к этим	2	2
180	с другими	8	2
181	три года	2	2
182	только то	5	2
183	так сказать	7	2
184	другом месте	2	2
185	одной стороны	2	2
186	должно быть	2	2
187	что она	5	2
188	и через	2	2
189	в последнем	4	2
190	отличается от	2	2
191	в другом	4	2
192	и даже	3	2
193	от того	5	2
194	и у	7	2
195	связанное с	3	2
196	в самых	3	2
197	представлений и	2	2
198	конце концов	2	2
199	связана с	2	2
200	а как	3	2
201	все они	2	2
202	не всегда	4	2
203	в области	4	2
204	только для	2	2
205	и наконец	12	2
206	в науке	2	2
207	еще не	8	2
208	в которой	5	2
209	не приходится	3	2
210	между собою	2	2
211	в течение	2	2
212	в чем	9	2
213	сих пор	3	2
214	формы и	3	2
215	с одной	2	2
216	же самое	2	2
217	заключается в	5	2
218	в жизни	7	2
219	они и	2	2
220	но не	7	2
221	и для	7	2
222	и этот	2	2
223	также и	2	2
224	не менее	6	2
225	на него	4	2
226	только с	4	2
227	но в	13	2
228	они не	3	2
229	в общем	5	2
230	он в	2	2
231	рассказывает что	2	2
232	ли это	2	2
233	что такое	6	2
234	зависит от	2	2
235	все его	3	2
236	знаем что	8	2
237	в своих	5	2
238	себе и	3	2
239	в ней	8	2
240	будто бы	2	2
241	к его	3	2
242	и бессознательное	5	2
243	и социальной	3	2
244	но для	3	2
245	на этом	8	2
246	разобраться в	3	2
247	тогда когда	2	2
248	из которых	2	2
249	он и	2	2
250	что мы	3	2
251	смысле слова	4	2
252	только не	3	2
253	можно ли	3	2
254	по себе	4	2
255	всяком случае	8	2
256	для них	3	2
257	человека в	4	2
258	отметить что	4	2
259	же как	2	2
260	должны быть	4	2
261	он сам	5	2
262	говорить о	5	2
263	и может	4	2
264	только о	2	2
265	он не	10	2
266	и сам	3	2
267	во всей	3	2
268	должна быть	2	2
269	в различных	2	2
270	из основных	3	2
271	что при	2	2
272	на язык	4	2
273	во всяком	9	2
274	не интересует	3	2
275	до сих	3	2
