N	2gram	Vygotskiy_	OGranits
1	и в	38	13
2	и его	5	12
3	прежде всего	6	9
4	и не	16	8
5	не может	11	8
6	может быть	25	8
7	в его	22	7
8	и их	4	7
9	точки зрения	27	7
10	и т.п	3	7
11	не только	16	6
12	мы должны	15	6
13	как бы	17	6
14	таким образом	36	6
15	только в	16	6
16	то что	27	6
17	и т.д	8	5
18	все же	11	5
19	с точки	11	5
20	и эта	4	5
21	хотя бы	2	5
22	в процессе	33	5
23	мы можем	13	4
24	еще и	2	4
25	но в	4	4
26	только и	2	4
27	то же	18	4
28	не является	13	4
29	в своей	9	4
30	все это	8	4
31	было бы	15	4
32	мы не	14	4
33	в каждом	2	4
34	слов и	5	4
35	никогда не	11	3
36	одно и	7	3
37	и для	4	3
38	слово в	4	3
39	общего с	3	3
40	и то	9	3
41	со всей	5	3
42	и все	5	3
43	связана с	3	3
44	с этим	6	3
45	при анализе	2	3
46	отношению к	3	3
47	как и	20	3
48	не в	10	3
49	в их	12	3
50	ни один	5	3
51	ничего общего	4	3
52	так как	19	3
53	понятно что	3	3
54	в себе	9	3
55	что в	31	3
56	по отношению	4	3
57	но для	2	3
58	самом деле	4	3
59	так и	11	3
60	в которой	4	3
61	не как	3	3
62	к одному	10	3
63	в одном	4	3
64	здесь мы	4	3
65	но и	9	3
66	не столько	4	3
67	в самом	8	2
68	могут быть	9	2
69	мы видим	13	2
70	конечно в	2	2
71	в этом	35	2
72	смысле слова	5	2
73	в них	3	2
74	для себя	2	2
75	уже в	10	2
76	в том	59	2
77	тем что	12	2
78	в отношении	14	2
79	в целом	22	2
80	если бы	12	2
81	речи не	5	2
82	от этого	6	2
83	с одной	8	2
84	не имеет	3	2
85	или иного	2	2
86	зависимости от	7	2
87	роль в	5	2
88	но так	2	2
89	пути к	3	2
90	ее в	2	2
91	в действительности	3	2
92	с другой	11	2
93	там где	4	2
94	слова и	8	2
95	от всех	2	2
96	человеческой речи	9	2
97	а в	7	2
98	и тем	8	2
99	том что	44	2
100	того или	2	2
101	же слово	3	2
102	а как	2	2
103	а также	6	2
104	и к	9	2
105	в языке	3	2
106	в связи	9	2
107	в зависимости	6	2
108	этой проблемы	2	2
109	не менее	8	2
110	с ними	3	2
111	все эти	9	2
112	в области	9	2
113	что эта	2	2
114	связанные с	3	2
115	так же	26	2
116	что они	23	2
117	мы уже	8	2
118	те же	6	2
119	и при	3	2
120	с этой	6	2
121	и может	4	2
122	в своих	3	2
123	в нем	4	2
124	не на	2	2
125	в тех	2	2
126	при этом	13	2
127	что иное	2	2
128	а не	7	2
129	во всей	3	2
130	в ней	3	2
131	вслед за	4	2
132	на две	2	2
133	входит в	7	2
134	еще в	2	2
135	в течение	2	2
136	как в	14	2
137	другой стороны	5	2
138	во всем	7	2
139	который мы	2	2
140	мог бы	5	2
141	и является	2	2
142	одной стороны	8	2
143	бы в	5	2
144	между тем	10	2
145	в чем	2	2
146	которое мы	2	2
147	имеет место	4	2
148	тот же	10	2
149	иное как	2	2
150	не что	2	2
151	в другом	3	2
152	самого начала	6	2
153	вовсе не	5	2
154	с самого	6	2
155	к тому	8	2
156	не мог	4	2
157	с помощью	64	2
158	для него	6	2
159	может стать	2	2
