N	2gram	Trubetskoy	Narrotol
1	не только	10	62
2	и не	9	50
3	при этом	9	47
4	но и	11	45
5	в частности	2	31
6	может быть	17	30
7	и в	24	30
8	в том	31	29
9	том что	20	28
10	тогда как	6	28
11	в этом	13	28
12	а в	3	27
13	только в	6	25
14	в данном	3	24
15	как и	10	24
16	не в	9	23
17	то что	18	23
18	то есть	2	22
19	не может	18	20
20	данном случае	3	17
21	в себе	5	17
22	так и	10	17
23	в его	5	16
24	но в	5	15
25	иначе говоря	4	15
26	к тому	8	15
27	в жизни	3	14
28	и его	2	14
29	в своем	12	13
30	то же	4	13
31	у него	5	13
32	о том	7	13
33	все же	15	12
34	прежде всего	3	12
35	как бы	10	12
36	сводится к	2	12
37	тем самым	3	11
38	по отношению	11	11
39	отличие от	3	11
40	в нем	3	11
41	в этой	7	11
42	если бы	8	11
43	отношению к	11	11
44	в мире	6	11
45	хотя и	4	11
46	никогда не	4	10
47	в то	6	10
48	и т.д	4	10
49	точки зрения	14	10
50	того что	7	10
51	и все	9	10
52	но не	3	10
53	жизни и	2	10
54	тому же	6	10
55	между тем	12	10
56	еще не	6	9
57	что он	7	9
58	что в	9	9
59	отнюдь не	2	9
60	тем не	4	9
61	для него	2	9
62	далеко не	5	9
63	столь же	5	9
64	я в	2	9
65	потому что	9	9
66	с ним	6	9
67	самом деле	12	8
68	не менее	7	8
69	того чтобы	8	8
70	одна из	2	8
71	у нас	3	8
72	и для	6	8
73	в самом	8	8
74	и к	5	8
75	же время	2	8
76	в таком	4	8
77	он не	4	8
78	в свою	2	7
79	это не	3	7
80	в конце	4	7
81	в ней	3	7
82	в целом	5	7
83	имеет место	2	7
84	и состоит	2	7
85	в силу	7	7
86	в глазах	2	7
87	также и	2	7
88	с другой	6	7
89	в котором	2	7
90	и на	6	7
91	одной стороны	2	6
92	в сознании	7	6
93	они не	2	6
94	во втором	2	6
95	между двумя	5	6
96	что и	7	6
97	то в	2	6
98	то и	2	6
99	из этих	8	6
100	в результате	9	6
101	на него	2	6
102	как у	3	6
103	с одной	3	6
104	что у	2	6
105	в нашем	3	6
106	на то	9	6
107	все что	10	6
108	таким образом	34	6
109	двух или	3	6
110	на самом	7	5
111	в другом	2	5
112	и у	4	5
113	точку зрения	2	5
114	о котором	7	5
115	а для	2	5
116	к нему	2	5
117	может служить	3	5
118	между собой	4	5
119	было бы	3	5
120	свою очередь	2	5
121	я не	2	5
122	и то	4	5
123	и от	5	5
124	что это	5	5
125	с ними	2	5
126	в начале	3	5
127	тем более	3	5
128	с ее	2	5
129	только что	3	5
130	для того	8	5
131	вследствие этого	3	5
132	их в	2	5
133	именно в	5	5
134	в своих	2	5
135	о них	2	5
136	но для	2	5
137	из них	5	5
138	не было	2	5
139	и того	3	5
140	и уже	2	5
141	и сам	2	5
142	как будто	5	5
143	даже в	3	4
144	и ее	2	4
145	в виду	2	4
146	в области	4	4
147	друг друга	2	4
148	по своему	5	4
149	в них	2	4
150	тому что	2	4
151	она не	2	4
152	на том	2	4
