N	2gram	Vygotskiy_	slovoVRo
1	и в	47	92
2	в нем	6	59
3	может быть	20	59
4	и его	14	59
5	и не	27	51
6	не только	36	44
7	не может	23	41
8	но и	19	39
9	до конца	8	37
10	в этом	47	36
11	а не	7	34
12	во всех	9	32
13	так и	8	30
14	точки зрения	39	30
15	могут быть	7	29
16	языка и	6	29
17	в пределах	3	29
18	в его	7	27
19	слова в	7	26
20	все это	5	25
21	языка в	2	25
22	слова и	10	24
23	как бы	13	24
24	то же	16	23
25	и на	4	22
26	не в	7	21
27	в сущности	16	21
28	как в	7	21
29	вовсе не	3	21
30	в то	10	20
31	в процессе	12	20
32	прежде всего	9	19
33	как мы	24	19
34	или иной	2	18
35	как и	19	18
36	с ним	5	18
37	все же	7	17
38	оно не	3	17
39	все эти	7	17
40	в основе	5	17
41	и даже	3	17
42	в большинстве	2	17
43	таким образом	38	17
44	отличие от	4	16
45	при этом	4	16
46	в них	3	16
47	но в	9	16
48	там где	7	15
49	той или	2	15
50	и с	5	15
51	в той	7	15
52	с точки	31	15
53	в отличие	4	14
54	только в	24	14
55	это не	6	13
56	и следовательно	8	13
57	точка зрения	2	13
58	рядом с	2	13
59	отношении к	4	13
60	и для	5	13
61	с другой	7	13
62	на фоне	3	13
63	в слове	11	13
64	никогда не	7	12
65	в отношении	9	12
66	и потому	3	12
67	отношение к	8	12
68	а в	3	12
69	или в	2	12
70	во всяком	2	12
71	словом и	10	12
72	и наконец	4	12
73	еще не	5	12
74	и к	11	12
75	в плане	3	11
76	один из	3	11
77	большинстве случаев	2	11
78	на его	3	11
79	одной стороны	7	11
80	слова как	5	11
81	в этих	2	11
82	язык в	2	11
83	с одной	7	11
84	для него	6	11
85	в своем	3	10
86	и их	7	10
87	в том	38	10
88	и все	5	10
89	она не	7	10
90	в себе	14	10
91	с другими	5	10
92	лишь в	3	10
93	его в	7	9
94	и от	6	9
95	одним из	3	9
96	и других	5	9
97	в основном	4	9
98	более того	2	9
99	к нему	5	9
100	здесь в	2	9
101	в их	4	9
102	в своей	4	9
103	этом случае	15	9
104	сказать что	18	9
105	одна из	2	9
106	так как	25	9
107	с ее	2	9
108	но не	13	9
109	в смысле	9	9
110	конечно не	2	9
111	он не	5	9
112	не могут	9	8
113	в одной	6	8
114	может стать	2	8
115	в зависимости	6	8
116	в ней	5	8
117	языка но	2	8
118	все время	3	8
119	с этим	5	8
120	в значительной	3	8
121	зависимости от	6	8
122	в самом	15	8
123	входит в	3	8
124	для нас	4	8
125	перед нами	3	7
126	том что	28	7
127	друг друга	9	7
128	но именно	3	7
129	того же	7	7
130	ту же	4	7
131	в целом	7	7
132	связи с	4	7
133	известной степени	2	7
134	например в	5	7
135	у него	2	7
136	мышления и	16	7
137	слово и	10	7
138	за пределы	2	7
139	слова к	7	7
140	но все	2	7
141	также и	2	7
142	связанные с	3	7
143	и непосредственно	3	7
144	в таком	2	7
145	во всем	4	7
146	мы уже	5	7
147	даже в	2	6
148	ничего не	2	6
149	которые в	5	6
150	слово не	4	6
151	и слова	6	6
152	наконец в	3	6
153	как к	4	6
154	на этом	4	6
155	точку зрения	4	6
156	одновременно и	3	6
157	что в	23	6
158	ни в	3	6
159	дело с	3	6
160	в чисто	2	6
161	в качестве	9	6
162	можно сказать	9	6
163	одной плоскости	2	6
164	другой стороны	3	6
165	и там	3	6
166	и здесь	5	6
167	стороны и	6	6
168	между словом	8	6
169	именно в	9	6
170	в свою	3	6
171	себя и	2	6
172	по себе	5	6
173	в одном	4	6
174	слов и	6	6
175	по своим	2	6
176	между тем	2	6
177	между этими	3	5
178	в каждом	3	5
179	конца и	2	5
180	только на	5	5
181	слова с	5	5
182	не знает	3	5
183	не менее	6	5
184	отношению к	9	5
185	остается в	2	5
186	а затем	2	5
187	мы не	10	5
188	и по	6	5
189	почти всегда	3	5
190	в других	2	5
191	хотя и	4	5
192	для этого	4	5
193	в данном	7	5
194	и при	2	5
195	по отношению	10	5
196	с их	2	5
197	в результате	3	5
198	связанных с	2	5
199	и может	2	5
200	этом отношении	7	5
201	не является	4	5
202	для того	24	5
203	его и	2	5
204	и более	2	5
205	не с	3	5
206	как такового	2	5
207	они не	2	5
208	речи в	31	5
209	о том	5	5
210	оно может	2	5
211	к его	3	5
212	той же	13	5
213	уже в	3	5
214	но он	3	5
215	с помощью	18	5
216	вместе с	19	5
217	для всех	2	4
218	к предмету	6	4
219	так же	26	4
220	но как	3	4
221	образом в	5	4
222	и ее	3	4
223	в другом	3	4
224	в понимании	2	4
225	что и	4	4
226	в виду	5	4
227	что он	13	4
228	том же	7	4
229	здесь как	2	4
230	свою очередь	3	4
231	в виде	2	4
232	в частности	4	4
233	связано с	4	4
234	того что	27	4
235	мы видели	10	4
236	языке и	2	4
