N	2gram	Vygotskiy_	KFilosof
1	может быть	20	45
2	в его	7	42
3	в нем	6	32
4	не может	23	29
5	и не	27	28
6	и в	47	28
7	по отношению	10	26
8	в котором	6	24
9	отношению к	9	22
10	не есть	4	22
11	в себе	14	21
12	и его	14	18
13	только в	24	18
14	в своем	3	17
15	в ее	7	17
16	а не	7	17
17	в этом	47	15
18	не в	7	13
19	для него	6	13
20	точки зрения	39	13
21	но не	13	12
22	и это	2	12
23	к нему	5	12
24	ни в	3	12
25	в своей	4	11
26	во всех	9	11
27	все эти	7	11
28	это не	6	10
29	в целом	7	10
30	и для	5	10
31	все это	5	10
32	с точки	31	10
33	и есть	4	10
34	в их	4	9
35	для нее	3	9
36	но и	19	9
37	как бы	13	9
38	и все	5	9
39	если бы	8	8
40	лишь в	3	8
41	было бы	12	8
42	в себя	4	8
43	для себя	24	7
44	и здесь	5	7
45	совершенно не	2	7
46	то что	40	7
47	отнюдь не	2	7
48	конечно не	2	7
49	и только	7	7
50	что и	4	7
51	во всем	4	7
52	момент в	3	7
53	вовсе не	3	7
54	на основе	5	7
55	должно быть	3	6
56	менее всего	3	6
57	отношение к	8	6
58	но эта	2	6
59	в том	38	6
60	но все	2	6
61	не имеет	6	6
62	в смысле	9	6
63	и их	7	6
64	я не	3	6
65	но это	4	6
66	он не	5	6
67	никогда не	7	5
68	от его	2	5
69	его в	7	5
70	все же	7	5
71	я могу	2	5
72	не только	36	5
73	мы имеем	3	5
74	но как	3	5
75	то же	16	5
76	еще не	5	5
77	не знает	3	5
78	а в	3	5
79	но в	9	5
80	как и	19	5
81	ко всему	2	5
82	именно в	9	5
83	в одном	4	5
84	там где	7	5
85	себя и	2	5
86	с ним	5	5
87	в основе	5	5
88	в каком	2	4
89	что это	7	4
90	тем самым	14	4
91	том что	28	4
92	что в	23	4
93	и т.д	4	4
94	не по	7	4
95	и весь	3	4
96	прежде всего	9	4
97	в чем	5	4
98	здесь мы	2	4
99	с другим	3	4
100	в своих	2	4
101	входит в	3	4
102	для нас	4	4
103	при этом	4	4
104	только как	2	4
105	во всей	3	4
106	между тем	2	4
107	до конца	8	3
108	ничего не	2	3
109	слово не	4	3
110	в то	10	3
111	на самом	3	3
112	в каждом	3	3
113	это единство	2	3
114	в другом	3	3
115	котором мы	2	3
116	от того	6	3
117	это и	7	3
118	тем что	14	3
119	и тем	10	3
120	та же	2	3
121	эти момента	3	3
122	для того	24	3
123	в современной	2	3
124	в момент	4	3
125	самом деле	6	3
126	в виду	5	3
127	себе и	2	3
128	и отношения	3	3
129	по своему	11	3
130	нет и	4	3
131	не менее	6	3
132	только с	2	3
133	о том	5	3
134	всем его	2	3
135	что этот	6	3
136	в ней	5	3
137	в свою	3	3
138	могут быть	7	3
139	но для	2	3
140	этом смысле	2	3
141	тогда когда	12	3
142	и на	4	3
143	что не	2	3
144	ближе к	2	3
145	и другого	2	3
146	того что	27	3
147	мы не	10	3
148	той или	2	3
149	и может	2	3
150	и делает	2	3
151	рядом с	2	3
152	ясно что	4	3
153	и то	10	2
154	для этого	4	2
155	логические отношения	2	2
156	мышления и	16	2
157	только по	5	2
158	ее как	2	2
159	или иной	2	2
160	и потому	3	2
161	к которой	3	2
162	в данном	7	2
163	его к	2	2
164	его с	3	2
165	мышления как	5	2
166	как оно	2	2
167	и ее	3	2
168	мысль не	4	2
169	к этому	2	2
170	действительности в	3	2
171	включает в	2	2
172	деятельности и	4	2
173	вопрос о	9	2
174	это было	2	2
175	с ее	2	2
176	а это	2	2
177	тем не	4	2
178	но всегда	2	2
179	как к	4	2
180	и как	7	2
181	оба эти	10	2
182	мышление и	2	2
183	в виде	2	2
184	и других	5	2
185	были бы	5	2
186	в области	5	2
187	а с	3	2
188	одного и	3	2
189	что он	13	2
190	из которых	3	2
191	нами в	6	2
192	со всеми	2	2
193	так и	8	2
194	но этот	2	2
195	отношении к	4	2
196	его и	2	2
197	что есть	2	2
198	и свой	2	2
199	это значило	2	2
200	едва ли	5	2
201	с тем	8	2
202	как в	7	2
203	этот факт	4	2
204	на первом	2	2
205	от этого	3	2
206	в сознании	11	2
207	тому что	14	2
208	можно ли	2	2
209	она не	7	2
210	дело с	3	2
211	и она	2	2
212	гораздо более	4	2
213	не из	2	2
214	оно не	3	2
215	а по	4	2
216	мы говорим	2	2
217	в процессе	12	2
218	ее от	2	2
219	один из	3	2
220	по себе	5	2
221	мысль и	3	2
222	потому что	26	2
223	совсем не	2	2
224	которой он	2	2
225	того чтобы	26	2
226	и того	3	2
227	что эта	7	2
228	слова в	7	2
229	ведь это	2	2
230	в качестве	9	2
231	это есть	6	2
232	этого слова	5	2
233	жить и	2	2
234	в этой	7	2
