N	3gram	Vygotskiy_	StatiiOP
1	в том что	33	47
2	о том что	7	29
3	в этом отношении	7	24
4	для того чтобы	20	19
5	до сих пор	3	19
6	с точки зрения	12	14
7	во всяком случае	2	13
8	с другой стороны	8	13
9	то обстоятельство что	5	11
10	не может быть	4	11
11	в самом деле	6	9
12	на то что	5	9
13	можно было бы	8	9
14	вместе с тем	4	9
15	на самом деле	3	8
16	к тому что	5	8
17	том что он	3	7
18	в данном случае	3	7
19	в конце концов	2	7
20	в этой области	3	7
21	заключается в том	12	7
22	в то время	4	7
23	но все же	2	7
24	по отношению к	19	6
25	так же как	9	6
26	вопрос о том	4	6
27	том что в	2	6
28	не только не	7	6
29	в этом смысле	5	6
30	с тем что	3	5
31	с самого начала	8	5
32	что он не	3	5
33	и в области	2	5
34	в свое время	2	5
35	то время как	4	5
36	в том чтобы	3	5
37	то что он	3	4
38	ничего общего с	3	4
39	тем или иным	2	4
40	до того как	2	4
41	в другом месте	4	4
42	в связи с	6	4
43	мере в какой	3	4
44	с одной стороны	10	4
45	на вопрос о	4	4
46	в той же	3	3
47	можно сказать что	7	3
48	таким образом в	2	3
49	в первую очередь	4	3
50	в известном смысле	7	3
51	в том числе	2	3
52	только в том	2	3
53	той мере в	3	3
54	в лучшем случае	3	3
55	в этом случае	5	3
56	а с другой	3	3
57	потому что он	7	3
58	о том как	3	3
59	в той мере	3	3
60	состоит в том	7	3
61	если принять во	2	3
62	принять во внимание	3	3
63	но вместе с	3	2
64	в равной мере	4	2
65	то же самое	7	2
66	как мы видели	4	2
67	все более и	3	2
68	ответить на вопрос	2	2
69	а не на	2	2
70	так что в	2	2
71	только тогда когда	2	2
72	в какой степени	2	2
73	с того что	2	2
74	не может не	3	2
75	независимо от того	2	2
76	в обоих случаях	2	2
77	в отличие от	3	2
78	а потому что	2	2
79	и в другом	3	2
80	на этот вопрос	5	2
81	в настоящее время	2	2
82	но он не	5	2
83	в зависимости от	2	2
84	отчета в том	2	2
85	не до конца	2	2
86	том числе и	2	2
87	и то что	6	2
88	более и более	3	2
89	в свою очередь	4	2
